"",BBK01.PQ1509,BBK01.PQ1509_FLAGS
"","Lending to transport, storage and communication / Regional institutions of credit cooperatives",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:32:09,
1968-10,0.012,
1969-01,0.013,
1969-04,0.012,
1969-07,0.012,
1969-10,0.012,
1970-01,0.012,
1970-04,0.012,
1970-07,0.110,
1970-10,0.167,
1971-01,0.217,
1971-04,0.315,
1971-07,0.404,
1971-10,0.455,
1972-01,0.454,
1972-04,0.455,
1972-07,0.456,
1972-10,0.452,
1973-01,0.465,
1973-04,0.464,
1973-07,0.361,
1973-10,0.364,
1974-01,0.372,
1974-04,0.496,
1974-07,0.692,
1974-10,0.795,
1975-01,0.738,
1975-04,0.637,
1975-07,0.653,
1975-10,0.602,
1976-01,0.572,
1976-04,0.523,
1976-07,0.385,
1976-10,0.379,
1977-01,0.349,
1977-04,0.195,
1977-07,0.153,
1977-10,0.154,
1978-01,0.144,
1978-04,0.109,
1978-07,0.114,
1978-10,0.112,
1979-01,0.102,
1979-04,0.130,
1979-07,0.130,
1979-10,0.118,
1980-01,0.115,
1980-04,0.121,
1980-07,0.135,
1980-10,0.232,
1981-01,0.184,
1981-04,0.198,
1981-07,0.242,
1981-10,0.313,
1982-01,0.324,
1982-04,0.308,
1982-07,0.322,
1982-10,0.299,
1983-01,0.354,
1983-04,0.324,
1983-07,0.276,
1983-10,0.254,
1984-01,0.225,
1984-04,0.242,
1984-07,0.231,
1984-10,0.254,
1985-01,0.230,
1985-04,0.264,
1985-07,0.255,
1985-10,0.262,
1986-01,0.251,
1986-04,0.232,
1986-07,0.201,
1986-10,0.201,
1987-01,0.206,
1987-04,0.200,
1987-07,0.199,
1987-10,0.191,
1988-01,0.200,
1988-04,0.506,
1988-07,0.573,
1988-10,0.546,
1989-01,0.544,
1989-04,0.676,
1989-07,0.599,
1989-10,0.626,
1990-01,0.651,
1990-04,0.924,
1990-07,0.817,
1990-10,0.966,
1991-01,0.799,
1991-04,0.937,
1991-07,0.890,
1991-10,0.867,
1992-01,0.874,
1992-04,0.985,
1992-07,1.003,
1992-10,1.011,
1993-01,0.896,
1993-04,0.858,
1993-07,1.233,
1993-10,1.239,
1994-01,1.277,
1994-04,1.238,
1994-07,1.122,
1994-10,1.117,
1995-01,0.471,
1995-04,0.463,
1995-07,0.424,
1995-10,0.524,
1996-01,0.496,
1996-04,0.495,
1996-07,0.553,
1996-10,0.562,
1997-01,0.570,
1997-04,0.591,
1997-07,0.577,
1997-10,0.557,
1998-01,0.627,
1998-04,0.754,
1998-07,0.893,
1998-10,0.955,
1999-01,0.814,
1999-04,1.001,
1999-07,1.119,
1999-10,1.370,
2000-01,1.819,
2000-04,1.649,
2000-07,1.442,
2000-10,0.921,
2001-01,1.237,
2001-04,1.398,
2001-07,1.002,
2001-10,0.762,
2002-01,0.761,
2002-04,0.674,
2002-07,0.662,
2002-10,0.751,
2003-01,0.621,
2003-04,0.533,
2003-07,0.479,
2003-10,0.542,
2004-01,0.549,
2004-04,0.473,
2004-07,0.499,
2004-10,0.503,
2005-01,0.516,
2005-04,0.555,
2005-07,0.526,
2005-10,0.523,
2006-01,0.523,
2006-04,0.526,
2006-07,0.560,
2006-10,0.598,
2007-01,0.654,
2007-04,0.740,
2007-07,0.716,
2007-10,0.985,
2008-01,1.027,
2008-04,1.191,
2008-07,1.259,
2008-10,1.351,
2009-01,1.303,
2009-04,1.339,
2009-07,1.315,
2009-10,1.283,
2010-01,1.364,
2010-04,1.608,
2010-07,1.431,
2010-10,1.260,
2011-01,1.253,
2011-04,1.280,
2011-07,1.327,
2011-10,1.322,
2012-01,1.312,
2012-04,1.391,
2012-07,1.418,
2012-10,1.249,
2013-01,1.420,
2013-04,1.245,
2013-07,1.190,
2013-10,1.194,
2014-01,1.165,
2014-04,1.143,
2014-07,1.143,
2014-10,1.129,
