"",BBK01.OUO177,BBK01.OUO177_FLAGS
"",Deposits of non-banks (non-MFIs) / Time deposits / for up and including 1 year / Banks majority-owned by foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:19:25,
1985-12,1.991,
1986-01,2.111,
1986-02,2.161,
1986-03,2.044,
1986-04,1.995,
1986-05,2.171,
1986-06,2.134,
1986-07,2.278,
1986-08,2.403,
1986-09,2.341,
1986-10,2.442,
1986-11,2.400,
1986-12,2.777,
1987-01,2.718,
1987-02,2.670,
1987-03,2.553,
1987-04,2.485,
1987-05,2.578,
1987-06,2.465,
1987-07,2.688,
1987-08,2.693,
1987-09,2.602,
1987-10,2.711,
1987-11,2.791,
1987-12,2.890,
1988-01,2.944,
1988-02,2.900,
1988-03,2.985,
1988-04,3.094,
1988-05,2.921,
1988-06,2.745,
1988-07,3.083,
1988-08,3.232,
1988-09,2.983,
1988-10,3.160,
1988-11,3.233,
1988-12,3.110,
1989-01,3.008,
1989-02,2.961,
1989-03,2.919,
1989-04,2.953,
1989-05,3.123,
1989-06,3.005,
1989-07,3.032,
1989-08,3.143,
1989-09,3.026,
1989-10,3.176,
1989-11,3.247,
1989-12,3.747,
1990-01,4.129,
1990-02,3.859,
1990-03,3.654,
1990-04,3.627,
1990-05,3.715,
1990-06,3.783,
1990-07,3.889,
1990-08,3.845,
1990-09,3.772,
1990-10,3.917,
1990-11,3.847,
1990-12,4.195,
1991-01,4.111,
1991-02,3.992,
1991-03,3.899,
1991-04,3.934,
1991-05,4.021,
1991-06,3.912,
1991-07,4.102,
1991-08,4.222,
1991-09,4.152,
1991-10,4.331,
1991-11,4.538,
1991-12,4.821,
1992-01,4.669,
1992-02,4.641,
1992-03,4.449,
1992-04,4.984,
1992-05,5.211,
1992-06,5.140,
1992-07,5.471,
1992-08,5.373,
1992-09,5.336,
1992-10,5.509,
1992-11,5.584,
1992-12,8.069,
1993-01,8.225,
1993-02,8.184,
1993-03,8.482,
1993-04,8.234,
1993-05,8.867,
1993-06,8.360,
1993-07,8.984,
1993-08,9.080,
