"",BBK01.PQG354,BBK01.PQG354_FLAGS
"",Lending to domestic enterprises / Total / Land banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:14,
1968-10,12.805,
1969-01,12.992,
1969-04,13.317,
1969-07,13.581,
1969-10,14.630,
1970-01,15.187,
1970-04,16.036,
1970-07,16.969,
1970-10,18.491,
1971-01,18.770,
1971-04,19.359,
1971-07,20.348,
1971-10,21.964,
1972-01,22.145,
1972-04,23.275,
1972-07,26.824,
1972-10,28.035,
1973-01,28.232,
1973-04,29.195,
1973-07,30.888,
1973-10,31.975,
1974-01,32.080,
1974-04,32.538,
1974-07,33.571,
1974-10,34.401,
1975-01,34.487,
1975-04,34.738,
1975-07,34.382,
1975-10,35.272,
1976-01,34.669,
1976-04,36.226,
1976-07,36.430,
1976-10,36.317,
1977-01,36.522,
1977-04,36.951,
1977-07,37.110,
1977-10,38.161,
1978-01,38.134,
1978-04,38.523,
1978-07,38.864,
1978-10,39.816,
1979-01,39.793,
1979-04,40.748,
1979-07,41.294,
1979-10,42.137,
1980-01,42.104,
1980-04,43.073,
1980-07,43.488,
1980-10,45.649,
1981-01,45.730,
1981-04,46.021,
1981-07,46.645,
1981-10,47.475,
1982-01,46.727,
1982-04,46.343,
1982-07,47.391,
1982-10,48.173,
1983-01,46.939,
1983-04,49.443,
1983-07,50.077,
1983-10,51.027,
1984-01,49.771,
1984-04,49.985,
1984-07,51.161,
1984-10,51.783,
1985-01,51.250,
1985-04,51.772,
1985-07,52.065,
1985-10,53.162,
1986-01,53.044,
1986-04,52.952,
1986-07,52.999,
1986-10,53.601,
1987-01,52.354,
1987-04,52.567,
1987-07,52.777,
1987-10,53.108,
1988-01,52.446,
1988-04,52.574,
1988-07,52.080,
1988-10,53.246,
1989-01,51.934,
1989-04,52.472,
1989-07,53.341,
1989-10,54.840,
1990-01,54.311,
1990-04,55.382,
1990-07,55.492,
1990-10,59.434,
1991-01,61.759,
1991-04,64.251,
1991-07,66.479,
1991-10,71.767,
1992-01,82.783,
1992-04,86.055,
1992-07,85.596,
1992-10,87.870,
1993-01,97.534,
1993-04,99.692,
1993-07,103.757,
1993-10,108.148,
1994-01,108.556,
1994-04,110.886,
1994-07,112.817,
1994-10,117.960,
1995-01,111.696,
1995-04,115.032,
1995-07,117.823,
1995-10,122.591,
1996-01,123.409,
1996-04,124.645,
1996-07,127.860,
1996-10,135.169,
1997-01,135.648,
1997-04,138.908,
1997-07,141.797,
1997-10,149.346,
1998-01,148.736,
1998-04,152.420,
1998-07,155.676,
1998-10,162.059,
1999-01,161.629,
1999-04,168.333,
1999-07,167.419,
1999-10,173.590,
2000-01,176.827,
2000-04,180.471,
2000-07,183.210,
2000-10,187.400,
2001-01,190.719,
2001-04,194.262,
2001-07,193.580,
2001-10,199.244,
2002-01,199.212,
2002-04,199.955,
2002-07,203.175,
2002-10,202.912,
2003-01,201.468,
2003-04,202.104,
2003-07,202.677,
2003-10,200.146,
2004-01,204.518,
2004-04,203.310,
2004-07,190.204,
2004-10,188.190,
2005-01,188.036,
2005-04,189.297,
2005-07,191.365,
2005-10,187.841,
2006-01,194.900,
2006-04,196.226,
2006-07,203.054,
2006-10,198.284,
2007-01,203.571,
2007-04,202.655,
2007-07,214.659,
2007-10,214.439,
2008-01,220.764,
2008-04,227.790,
2008-07,231.442,
2008-10,229.061,
2009-01,236.583,
2009-04,237.931,
2009-07,230.336,
2009-10,224.627,
2010-01,223.301,
2010-04,224.517,
2010-07,217.303,
2010-10,216.725,
2011-01,214.355,
2011-04,212.125,
2011-07,224.947,
2011-10,222.690,
2012-01,225.989,
2012-04,224.666,
2012-07,232.579,
2012-10,211.982,
2013-01,209.068,
2013-04,208.359,
2013-07,186.237,
2013-10,185.888,
2014-01,184.540,
2014-04,183.139,
2014-07,183.443,
2014-10,184.170,
