"",BBK01.OEAH04H,BBK01.OEAH04H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:44,
2002-01,58.269,
2002-04,53.628,
2002-07,54.583,
2002-10,50.889,
2003-01,51.370,
2003-04,48.720,
2003-07,46.358,
2003-10,46.969,
2004-01,46.369,
2004-04,44.498,
2004-07,44.287,
2004-10,48.414,
2005-01,43.575,
2005-04,43.498,
2005-07,44.572,
2005-10,45.841,
2006-01,47.049,
2006-04,47.885,
2006-07,53.887,
2006-10,54.834,
2007-01,62.660,
2007-04,64.234,
2007-07,77.488,
2007-10,87.089,
2008-01,88.984,
2008-04,94.320,
2008-07,100.964,
2008-10,96.519,
2009-01,82.971,
2009-04,88.713,
2009-07,70.794,
2009-10,61.798,
2010-01,64.702,
2010-04,62.464,
2010-07,62.546,
2010-10,56.574,
2011-01,53.465,
2011-04,60.495,
2011-07,67.563,
2011-10,71.519,
2012-01,61.543,
2012-04,61.872,
2012-07,62.688,
2012-10,55.795,
2013-01,58.157,
2013-04,62.857,
2013-07,41.043,
2013-10,42.696,
2014-01,43.148,
2014-04,41.208,
2014-07,39.782,
