"",BBK01.QUK929,BBK01.QUK929_FLAGS
"",Consolidated German banks: Loans and advances to foreign general government / Remaining European countries / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:33:54,
2002-03,0.079,
2002-04,0.042,
2002-05,0.041,
2002-06,0.042,
2002-07,0.041,
2002-08,0.041,
2002-09,0.041,
2002-10,0.041,
2002-11,0.040,
2002-12,0.038,
2003-01,0.038,
2003-02,0.038,
2003-03,0.038,
2003-04,0.038,
2003-05,0.038,
2003-06,0.037,
2003-07,0.036,
2003-08,0.040,
2003-09,0.040,
2003-10,0.039,
2003-11,0.039,
2003-12,0.037,
2004-01,0.050,
2004-02,0.059,
2004-03,0.063,
2004-04,0.060,
2004-05,0.060,
2004-06,0.058,
2004-07,0.057,
2004-08,0.057,
2004-09,0.057,
2004-10,0.057,
2004-11,0.054,
2004-12,0.052,
2005-01,0.052,
2005-02,0.054,
2005-03,0.055,
2005-04,0.055,
2005-05,0.052,
2005-06,0.050,
2005-07,0.050,
2005-08,0.050,
2005-09,0.051,
2005-10,0.049,
2005-11,0.048,
2005-12,0.035,
2006-01,0.036,
2006-02,0.040,
2006-03,0.041,
2006-04,0.043,
2006-05,0.043,
2006-06,0.044,
2006-07,0.046,
2006-08,0.045,
2006-09,0.046,
2006-10,0.047,
2006-11,0.046,
2006-12,0.058,
2007-01,0.059,
2007-02,0.059,
2007-03,0.059,
2007-04,0.059,
2007-05,0.059,
2007-06,0.058,
2007-07,0.058,
2007-08,0.059,
2007-09,0.060,
2007-10,0.058,
2007-11,0.057,
2007-12,0.088,
2008-01,0.088,
2008-02,0.090,
2008-03,0.093,
2008-04,0.096,
2008-05,0.124,
2008-06,0.123,
2008-07,0.127,
2008-08,0.131,
2008-09,0.129,
2008-10,0.128,
2008-11,0.127,
2008-12,0.098,
2009-01,0.099,
2009-02,0.106,
2009-03,0.150,
2009-04,0.152,
2009-05,0.153,
2009-06,0.148,
2009-07,0.153,
2009-08,0.127,
2009-09,0.125,
2009-10,0.127,
2009-11,0.125,
2009-12,0.032,
2010-01,0.033,
2010-02,0.034,
2010-03,0.035,
2010-04,0.034,
2010-05,0.035,
2010-06,0.035,
2010-07,0.036,
2010-08,0.036,
2010-09,0.037,
2010-10,0.037,
2010-11,0.039,
2010-12,0.040,
2011-01,0.040,
2011-02,0.089,
2011-03,0.041,
2011-04,0.041,
2011-05,0.049,
2011-06,0.039,
2011-07,0.077,
2011-08,0.041,
2011-09,0.041,
2011-10,0.041,
2011-11,0.041,
2011-12,0.047,
2012-01,0.107,
2012-02,0.107,
2012-03,0.106,
2012-04,0.106,
2012-05,0.106,
2012-06,0.105,
2012-07,0.181,
2012-08,0.182,
2012-09,0.185,
2012-10,0.185,
2012-11,0.184,
2012-12,0.184,
2013-01,0.436,
2013-02,0.440,
2013-03,0.293,
2013-04,0.288,
2013-05,0.289,
2013-06,0.306,
2013-07,0.310,
2013-08,0.281,
2013-09,0.286,
2013-10,0.287,
2013-11,0.288,
2013-12,0.293,
2014-01,0.296,
2014-02,0.297,
2014-03,0.298,
2014-04,0.307,
2014-05,0.308,
2014-06,0.302,
2014-07,0.308,
2014-08,0.314,
2014-09,0.320,
2014-10,0.325,
