"",BBK01.QUA517,BBK01.QUA517_FLAGS
"",All foreign subsidiaries: Short-term loans and advances to non-residents / Slovakia / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:16:22,
2005-12,1.560,
2006-01,1.366,
2006-02,1.207,
2006-03,1.474,
2006-04,1.286,
2006-05,0.921,
2006-06,1.109,
2006-07,0.792,
2006-08,1.193,
2006-09,1.172,
2006-10,1.016,
2006-11,0.886,
2006-12,1.040,
2007-01,0.017,
2007-02,0.016,
2007-03,0.019,
2007-04,0.024,
2007-05,0.023,
2007-06,0.025,
2007-07,0.025,
2007-08,0.026,
2007-09,0.059,
2007-10,0.063,
2007-11,0.057,
2007-12,0.064,
2008-01,0.074,
2008-02,0.098,
2008-03,0.100,
2008-04,0.081,
2008-05,0.083,
2008-06,0.069,
2008-07,0.078,
2008-08,0.069,
2008-09,0.073,
2008-10,0.089,
2008-11,0.072,
2008-12,0.231,
2009-01,0.086,
2009-02,0.088,
2009-03,0.116,
2009-04,0.103,
2009-05,0.103,
2009-06,0.100,
2009-07,0.099,
2009-08,0.101,
2009-09,0.097,
2009-10,0.094,
2009-11,0.095,
2009-12,0.042,
2010-01,0.043,
2010-02,0.042,
2010-03,0.044,
2010-04,0.040,
2010-05,0.041,
2010-06,0.039,
2010-07,0.038,
2010-08,0.039,
2010-09,0.039,
2010-10,0.040,
2010-11,0.038,
2010-12,0.039,
2011-01,0.039,
2011-02,0.037,
2011-03,0.039,
2011-04,0.037,
2011-05,0.038,
2011-06,0.036,
2011-07,0.039,
2011-08,0.039,
2011-09,0.034,
2011-10,0.033,
2011-11,0.033,
2011-12,0.031,
2012-01,0.031,
2012-02,0.031,
2012-03,0.032,
2012-04,0.031,
2012-05,0.010,
2012-06,0.010,
2012-07,0.010,
2012-08,0.012,
2012-09,0.013,
2012-10,0.012,
2012-11,0.011,
2012-12,0.012,
2013-01,0.012,
2013-02,0.013,
2013-03,0.012,
2013-04,0.014,
2013-05,0.015,
2013-06,0.014,
2013-07,0.014,
2013-08,0.015,
2013-09,0.015,
2013-10,0.014,
2013-11,0.014,
2013-12,0.014,
2014-01,0.014,
2014-02,0.015,
2014-03,0.015,
2014-04,0.015,
2014-05,0.014,
2014-06,0.014,
2014-07,0.013,
2014-08,0.014,
2014-09,0.014,
2014-10,0.013,
2014-11,0.014,
