"",BBK01.OUE376,BBK01.OUE376_FLAGS
"",Loans to foreign general government / Total / Branches of foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:42,
1999-01,0.161,
1999-02,0.172,
1999-03,0.127,
1999-04,0.126,
1999-05,0.128,
1999-06,0.125,
1999-07,0.119,
1999-08,0.119,
1999-09,0.119,
1999-10,0.119,
1999-11,0.120,
1999-12,0.160,
2000-01,0.162,
2000-02,0.160,
2000-03,0.164,
2000-04,0.220,
2000-05,0.241,
2000-06,0.302,
2000-07,0.259,
2000-08,0.228,
2000-09,0.120,
2000-10,0.127,
2000-11,0.126,
2000-12,0.220,
2001-01,0.187,
2001-02,0.174,
2001-03,0.166,
2001-04,0.109,
2001-05,0.174,
2001-06,0.102,
2001-07,0.087,
2001-08,0.088,
2001-09,0.086,
2001-10,0.082,
2001-11,0.089,
2001-12,0.087,
2002-01,0.083,
2002-02,0.089,
2002-03,0.088,
2002-04,0.093,
2002-05,0.096,
2002-06,0.094,
2002-07,0.097,
2002-08,0.095,
2002-09,0.094,
2002-10,0.092,
2002-11,0.090,
2002-12,0.091,
2003-01,0.154,
2003-02,0.154,
2003-03,0.157,
2003-04,0.156,
2003-05,0.154,
2003-06,0.147,
2003-07,0.138,
2003-08,0.148,
2003-09,0.148,
2003-10,0.146,
2003-11,0.148,
2003-12,0.154,
2004-01,0.147,
2004-02,0.146,
2004-03,0.149,
2004-04,0.137,
2004-05,0.138,
2004-06,0.136,
2004-07,0.136,
2004-08,0.136,
2004-09,0.137,
2004-10,0.137,
2004-11,0.140,
2004-12,0.141,
2005-01,0.141,
2005-02,0.140,
2005-03,0.142,
2005-04,0.144,
2005-05,0.150,
2005-06,0.145,
2005-07,0.136,
2005-08,0.133,
2005-09,0.133,
2005-10,0.132,
2005-11,0.132,
2005-12,0.130,
2006-01,0.129,
2006-02,0.130,
2006-03,0.134,
2006-04,0.134,
2006-05,0.134,
2006-06,0.133,
2006-07,0.133,
2006-08,0.130,
2006-09,0.131,
2006-10,0.129,
2006-11,0.130,
2006-12,0.129,
2007-01,0.127,
2007-02,0.185,
2007-03,0.190,
2007-04,0.188,
2007-05,0.189,
2007-06,0.186,
2007-07,0.162,
2007-08,0.163,
2007-09,0.163,
2007-10,0.164,
2007-11,0.164,
2007-12,0.132,
2008-01,0.286,
2008-02,0.245,
2008-03,0.243,
2008-04,0.242,
2008-05,0.243,
2008-06,0.234,
2008-07,0.237,
2008-08,0.238,
2008-09,0.235,
2008-10,0.237,
2008-11,0.239,
2008-12,0.236,
2009-01,0.230,
2009-02,0.237,
2009-03,0.236,
2009-04,0.228,
2009-05,0.227,
2009-06,0.216,
2009-07,0.215,
2009-08,0.215,
2009-09,0.219,
2009-10,0.218,
2009-11,0.213,
2009-12,0.217,
2010-01,0.210,
2010-02,0.205,
2010-03,0.200,
2010-04,0.201,
2010-05,0.201,
2010-06,0.192,
2010-07,0.191,
2010-08,0.191,
2010-09,0.594,
2010-10,0.190,
2010-11,0.181,
2010-12,0.193,
2011-01,0.186,
2011-02,0.183,
2011-03,0.175,
2011-04,0.180,
2011-05,0.195,
2011-06,0.211,
2011-07,0.209,
2011-08,0.178,
2011-09,0.176,
2011-10,0.200,
2011-11,0.196,
2011-12,0.205,
2012-01,0.137,
2012-02,0.137,
2012-03,0.141,
2012-04,0.133,
2012-05,0.126,
2012-06,0.120,
2012-07,0.119,
2012-08,0.121,
2012-09,0.123,
2012-10,0.115,
2012-11,0.108,
2012-12,0.113,
2013-01,0.097,
2013-02,0.105,
2013-03,0.106,
2013-04,0.092,
2013-05,0.088,
2013-06,0.090,
2013-07,0.065,
2013-08,0.068,
2013-09,0.036,
2013-10,0.034,
2013-11,0.031,
2013-12,0.051,
2014-01,0.029,
2014-02,0.025,
2014-03,0.020,
2014-04,0.020,
2014-05,0.017,
2014-06,0.017,
2014-07,0.027,
2014-08,0.027,
2014-09,0.026,
2014-10,0.023,
2014-11,0.013,
2014-12,0.031,Provisional value
