"",BBK01.CEF760,BBK01.CEF760_FLAGS
"",Other accounts payable                       debtor: Money market funds                                                creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:35:07,
1999-01,127.4,
1999-04,128.2,
1999-07,135.6,
1999-10,176.4,
2000-01,154.5,
2000-04,178.5,
2000-07,168.9,
2000-10,170.3,
2001-01,184.7,
2001-04,166.6,
2001-07,166.7,
2001-10,170.2,
2002-01,159.8,
2002-04,160.9,
2002-07,160.0,
2002-10,160.4,
2003-01,183.2,
2003-04,175.3,
2003-07,154.5,
2003-10,171.2,
2004-01,168.9,
2004-04,160.3,
2004-07,160.6,
2004-10,195.2,
2005-01,171.9,
2005-04,167.7,
2005-07,175.4,
2005-10,181.7,
2006-01,188.2,
2006-04,190.9,
2006-07,197.9,
2006-10,211.7,
2007-01,223.8,
2007-04,225.3,
2007-07,243.2,
2007-10,253.6,
2008-01,270.3,
2008-04,279.1,
2008-07,311.6,
2008-10,328.7,
2009-01,350.6,
2009-04,277.2,
2009-07,288.0,
2009-10,290.3,
2010-01,275.4,
2010-04,300.5,
2010-07,272.1,
2010-10,75.9,
2011-01,80.5,
2011-04,82.6,
2011-07,38.8,
2011-10,73.6,
2012-01,76.2,
2012-04,66.6,
2012-07,51.9,
2012-10,70.9,
2013-01,94.2,
2013-04,84.8,
2013-07,83.8,
2013-10,100.1,
2014-01,77.9,
2014-04,59.9,
2014-07,49.7,
