"",BBK01.OUD249,BBK01.OUD249_FLAGS
"",Time deposits of resident households / for up and including 1 year / Regional banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:19:56,
1999-01,11.408,
1999-02,11.491,
1999-03,11.635,
1999-04,11.269,
1999-05,10.847,
1999-06,11.103,
1999-07,11.352,
1999-08,11.541,
1999-09,14.854,
1999-10,15.204,
1999-11,15.429,
1999-12,16.273,
2000-01,15.954,
2000-02,15.836,
2000-03,16.072,
2000-04,15.484,
2000-05,15.771,
2000-06,16.341,
2000-07,17.069,
2000-08,17.535,
2000-09,17.565,
2000-10,18.281,
2000-11,18.831,
2000-12,19.478,
2001-01,20.703,
2001-02,21.120,
2001-03,21.602,
2001-04,21.912,
2001-05,22.285,
2001-06,22.538,
2001-07,23.166,
2001-08,23.306,
2001-09,23.186,
2001-10,22.913,
2001-11,22.409,
2001-12,22.563,
2002-01,21.658,
2002-02,20.803,
2002-03,20.290,
2002-04,19.839,
2002-05,19.604,
2002-06,19.432,
2002-07,19.536,
2002-08,19.463,
2002-09,19.439,
2002-10,19.305,
2002-11,18.902,
2002-12,18.860,
2003-01,18.796,
2003-02,18.124,
2003-03,17.580,
2003-04,17.332,
2003-05,16.959,
2003-06,16.166,
2003-07,15.605,
2003-08,15.168,
2003-09,14.864,
2003-10,14.441,
2003-11,14.454,
2003-12,14.274,
2004-01,13.922,
2004-02,13.490,
2004-03,13.499,
2004-04,13.270,
2004-05,13.266,
2004-06,12.758,
2004-07,13.103,
2004-08,13.039,
2004-09,12.886,
2004-10,12.772,
2004-11,12.541,
2004-12,9.444,
2005-01,9.244,
2005-02,9.078,
2005-03,8.981,
2005-04,8.820,
2005-05,8.949,
2005-06,8.583,
2005-07,8.708,
2005-08,8.422,
2005-09,8.428,
2005-10,8.942,
2005-11,9.006,
2005-12,9.933,
2006-01,9.776,
2006-02,10.610,
2006-03,11.166,
2006-04,11.390,
2006-05,11.552,
2006-06,12.199,
2006-07,14.763,
2006-08,16.660,
2006-09,18.133,
2006-10,19.599,
2006-11,21.012,
2006-12,22.328,
2007-01,24.075,
2007-02,23.872,
2007-03,25.575,
2007-04,26.043,
2007-05,27.147,
2007-06,27.887,
2007-07,28.783,
2007-08,30.024,
2007-09,31.869,
2007-10,33.075,
2007-11,34.067,
2007-12,36.704,
2008-01,38.523,
2008-02,39.946,
2008-03,40.593,
2008-04,42.237,
2008-05,43.861,
2008-06,45.223,
2008-07,46.035,
2008-08,47.883,
2008-09,48.858,
2008-10,50.415,
2008-11,49.677,
2008-12,50.364,
2009-01,48.281,
2009-02,47.195,
2009-03,45.096,
2009-04,42.722,
2009-05,43.291,
2009-06,43.047,
2009-07,42.215,
2009-08,39.312,
2009-09,35.626,
2009-10,32.868,
2009-11,30.871,
2009-12,28.995,
2010-01,26.998,
2010-02,25.455,
2010-03,27.129,
2010-04,26.719,
2010-05,26.227,
2010-06,26.479,
2010-07,27.297,
2010-08,27.991,
2010-09,25.754,
2010-10,25.913,
2010-11,26.529,
2010-12,26.742,
2011-01,26.172,
2011-02,25.090,
2011-03,24.508,
2011-04,25.576,
2011-05,25.642,
2011-06,25.926,
2011-07,26.649,
2011-08,27.247,
2011-09,27.263,
2011-10,27.322,
2011-11,28.204,
2011-12,28.743,
2012-01,28.937,
2012-02,28.904,
2012-03,30.223,
2012-04,31.023,
2012-05,31.670,
2012-06,31.852,
2012-07,32.146,
2012-08,31.890,
2012-09,31.148,
2012-10,29.906,
2012-11,28.773,
2012-12,28.673,
2013-01,27.694,
2013-02,27.766,
2013-03,27.058,
2013-04,26.489,
2013-05,26.226,
2013-06,25.659,
2013-07,24.313,
2013-08,23.501,
2013-09,22.702,
2013-10,22.092,
2013-11,21.783,
2013-12,21.567,
2014-01,21.302,
2014-02,21.436,
2014-03,21.400,
2014-04,21.361,
2014-05,21.305,
2014-06,21.931,
2014-07,21.654,
2014-08,21.404,
2014-09,21.296,
2014-10,21.240,
2014-11,21.312,
2014-12,21.521,Provisional value
