"",BBK01.OUG325,BBK01.OUG325_FLAGS
"",Deposits and borrowing from foreign enterprises and households / Total / Landesbanken,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:27:54,
1999-01,43.493,
1999-02,44.376,
1999-03,45.187,
1999-04,46.337,
1999-05,44.554,
1999-06,45.118,
1999-07,44.941,
1999-08,45.228,
1999-09,45.965,
1999-10,47.765,
1999-11,61.080,
1999-12,59.551,
2000-01,58.817,
2000-02,59.028,
2000-03,61.897,
2000-04,61.527,
2000-05,63.652,
2000-06,62.396,
2000-07,61.936,
2000-08,62.545,
2000-09,63.756,
2000-10,65.418,
2000-11,64.929,
2000-12,61.306,
2001-01,65.017,
2001-02,66.859,
2001-03,68.681,
2001-04,69.403,
2001-05,71.060,
2001-06,72.251,
2001-07,70.890,
2001-08,70.160,
2001-09,69.010,
2001-10,70.023,
2001-11,69.727,
2001-12,66.806,
2002-01,70.423,
2002-02,69.249,
2002-03,71.922,
2002-04,67.481,
2002-05,65.795,
2002-06,62.310,
2002-07,64.743,
2002-08,64.692,
2002-09,65.781,
2002-10,64.686,
2002-11,63.178,
2002-12,59.395,
2003-01,60.438,
2003-02,61.630,
2003-03,61.914,
2003-04,59.742,
2003-05,57.894,
2003-06,58.459,
2003-07,58.726,
2003-08,58.729,
2003-09,57.924,
2003-10,57.188,
2003-11,56.620,
2003-12,55.057,
2004-01,53.594,
2004-02,52.540,
2004-03,51.966,
2004-04,52.808,
2004-05,52.065,
2004-06,51.762,
2004-07,50.327,
2004-08,50.456,
2004-09,49.124,
2004-10,49.688,
2004-11,49.106,
2004-12,46.835,
2005-01,48.528,
2005-02,47.849,
2005-03,48.093,
2005-04,49.950,
2005-05,50.979,
2005-06,50.104,
2005-07,48.662,
2005-08,51.924,
2005-09,51.542,
2005-10,50.566,
2005-11,51.895,
2005-12,51.604,
2006-01,51.746,
2006-02,50.026,
2006-03,47.318,
2006-04,47.783,
2006-05,46.924,
2006-06,43.833,
2006-07,44.671,
2006-08,45.967,
2006-09,47.478,
2006-10,49.299,
2006-11,47.765,
2006-12,47.349,
2007-01,47.423,
2007-02,41.600,
2007-03,44.100,
2007-04,45.302,
2007-05,43.595,
2007-06,42.780,
2007-07,41.697,
2007-08,43.480,
2007-09,41.653,
2007-10,43.259,
2007-11,44.046,
2007-12,43.715,
2008-01,42.418,
2008-02,42.744,
2008-03,47.321,
2008-04,47.979,
2008-05,52.590,
2008-06,56.839,
2008-07,54.587,
2008-08,54.671,
2008-09,54.857,
2008-10,52.474,
2008-11,49.411,
2008-12,71.396,
2009-01,72.451,
2009-02,70.851,
2009-03,66.460,
2009-04,72.932,
2009-05,51.998,
2009-06,48.891,
2009-07,52.973,
2009-08,56.259,
2009-09,54.474,
2009-10,55.611,
2009-11,52.851,
2009-12,52.136,
2010-01,56.514,
2010-02,57.533,
2010-03,54.770,
2010-04,58.300,
2010-05,56.259,
2010-06,57.503,
2010-07,60.079,
2010-08,59.391,
2010-09,56.992,
2010-10,55.216,
2010-11,56.527,
2010-12,50.505,
2011-01,51.239,
2011-02,45.301,
2011-03,43.069,
2011-04,42.013,
2011-05,41.192,
2011-06,41.137,
2011-07,42.634,
2011-08,45.984,
2011-09,48.742,
2011-10,45.962,
2011-11,43.937,
2011-12,41.806,
2012-01,43.806,
2012-02,42.645,
2012-03,43.819,
2012-04,42.697,
2012-05,46.120,
2012-06,47.751,
2012-07,45.913,
2012-08,44.427,
2012-09,47.679,
2012-10,43.923,
2012-11,43.411,
2012-12,48.260,
2013-01,40.502,
2013-02,40.873,
2013-03,44.142,
2013-04,45.924,
2013-05,41.190,
2013-06,42.569,
2013-07,37.069,
2013-08,40.747,
2013-09,40.045,
2013-10,35.675,
2013-11,38.885,
2013-12,39.621,
2014-01,39.428,
2014-02,38.043,
2014-03,40.575,
2014-04,40.994,
2014-05,40.694,
2014-06,45.645,
2014-07,42.898,
2014-08,43.521,
2014-09,43.122,
2014-10,40.929,
2014-11,43.107,
2014-12,35.051,Provisional value
