"",BBK01.QUV669,BBK01.QUV669_FLAGS
"",Banks in Germany: Short-term loans and advances to foreign banks / Turkey / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:15:38,
2001-12,1.503,
2002-01,1.393,
2002-02,1.204,
2002-03,1.328,
2002-04,1.179,
2002-05,1.192,
2002-06,1.170,
2002-07,1.163,
2002-08,1.026,
2002-09,0.953,
2002-10,0.935,
2002-11,0.952,
2002-12,0.795,
2003-01,0.764,
2003-02,0.795,
2003-03,0.907,
2003-04,0.821,
2003-05,0.751,
2003-06,0.843,
2003-07,0.773,
2003-08,0.831,
2003-09,0.761,
2003-10,0.698,
2003-11,0.694,
2003-12,0.820,
2004-01,0.821,
2004-02,0.923,
2004-03,0.961,
2004-04,0.950,
2004-05,1.053,
2004-06,1.104,
2004-07,1.297,
2004-08,1.255,
2004-09,1.242,
2004-10,1.168,
2004-11,1.152,
2004-12,1.200,
2005-01,1.210,
2005-02,1.200,
2005-03,1.168,
2005-04,1.238,
2005-05,1.268,
2005-06,1.280,
2005-07,1.260,
2005-08,1.314,
2005-09,1.437,
2005-10,1.353,
2005-11,1.552,
2005-12,1.552,
2006-01,1.547,
2006-02,1.969,
2006-03,1.939,
2006-04,1.875,
2006-05,1.934,
2006-06,2.263,
2006-07,2.121,
2006-08,1.893,
2006-09,1.992,
2006-10,1.618,
2006-11,1.391,
2006-12,1.318,
2007-01,1.289,
2007-02,1.159,
2007-03,0.997,
2007-04,1.009,
2007-05,1.106,
2007-06,1.068,
2007-07,1.057,
2007-08,1.089,
2007-09,1.083,
2007-10,1.012,
2007-11,1.024,
2007-12,1.269,
2008-01,1.213,
2008-02,1.376,
2008-03,1.568,
2008-04,1.786,
2008-05,1.799,
2008-06,2.012,
2008-07,1.930,
2008-08,2.271,
2008-09,2.037,
2008-10,2.238,
2008-11,1.945,
2008-12,1.032,
2009-01,1.123,
2009-02,0.922,
2009-03,0.799,
2009-04,0.785,
2009-05,0.757,
2009-06,0.913,
2009-07,0.797,
2009-08,0.725,
2009-09,0.721,
2009-10,0.795,
2009-11,0.801,
2009-12,1.073,
2010-01,1.047,
2010-02,1.297,
2010-03,1.378,
2010-04,1.436,
2010-05,1.372,
2010-06,1.786,
2010-07,1.686,
2010-08,1.540,
2010-09,1.571,
2010-10,1.448,
2010-11,1.863,
2010-12,1.987,
2011-01,1.750,
2011-02,1.856,
2011-03,1.738,
2011-04,1.723,
2011-05,1.879,
2011-06,2.137,
2011-07,2.117,
2011-08,2.116,
2011-09,2.487,
2011-10,2.414,
2011-11,2.528,
2011-12,2.299,
2012-01,2.728,
2012-02,2.916,
2012-03,3.024,
2012-04,2.618,
2012-05,2.456,
2012-06,2.102,
2012-07,2.181,
2012-08,2.297,
2012-09,2.337,
2012-10,2.242,
2012-11,2.379,
2012-12,2.147,
2013-01,2.102,
2013-02,2.022,
2013-03,2.680,
2013-04,2.499,
2013-05,2.610,
2013-06,2.466,
2013-07,2.469,
2013-08,2.733,
2013-09,2.450,
2013-10,2.519,
2013-11,3.011,
2013-12,2.849,
2014-01,2.767,
2014-02,2.852,
2014-03,2.758,
2014-04,3.014,
2014-05,3.165,
2014-06,3.450,
2014-07,3.472,
2014-08,3.541,
2014-09,3.730,
2014-10,3.696,
2014-11,3.882,
2014-12,3.497,
