"",BBK01.TXI391,BBK01.TXI391_FLAGS
"",DEBT SECURITIES ISSUED (NET) / WITH MATURITIES OF OVER 2 YEARS / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:41,
1980-01,100904,
1980-02,102474,
1980-03,104478,
1980-04,106440,
1980-05,107587,
1980-06,107947,
1980-07,108123,
1980-08,108261,
1980-09,108592,
1980-10,108305,
1980-11,108580,
1980-12,107839,
1981-01,109990,
1981-02,111797,
1981-03,115255,
1981-04,116920,
1981-05,118478,
1981-06,119787,
1981-07,121608,
1981-08,122701,
1981-09,123697,
1981-10,124383,
1981-11,124120,
1981-12,122547,
1982-01,126210,
1982-02,127287,
1982-03,128646,
1982-04,128601,
1982-05,129677,
1982-06,124802,
1982-07,126393,
1982-08,126810,
1982-09,126981,
1982-10,127373,
1982-11,127559,
1982-12,126583,
1983-01,128833,
1983-02,129240,
1983-03,130401,
1983-04,131045,
1983-05,132155,
1983-06,133111,
1983-07,134482,
1983-08,135351,
1983-09,136773,
1983-10,137560,
1983-11,139471,
1983-12,138122,
1984-01,143852,
1984-02,146464,
1984-03,147668,
1984-04,147932,
1984-05,149430,
1984-06,148944,
1984-07,150071,
1984-08,150831,
1984-09,151721,
1984-10,153182,
1984-11,153902,
1984-12,153399,
1985-01,157785,
1985-02,159356,
1985-03,161412,
1985-04,159997,
1985-05,161126,
1985-06,162079,
1985-07,163171,
1985-08,163132,
1985-09,164465,
1985-10,165346,
1985-11,166535,
1985-12,163124,
1986-01,167442,
1986-02,168605,
1986-03,171047,
1986-04,171878,
1986-05,174221,
1986-06,174992,
1986-07,178045,
1986-08,179384,
1986-09,181841,
1986-10,181138,
1986-11,182705,
1986-12,182438,
1987-01,188821,
1987-02,189750,
1987-03,195276,
1987-04,194376,
1987-05,197002,
1987-06,197674,
1987-07,197599,
1987-08,197786,
1987-09,199247,
1987-10,199519,
1987-11,199598,
1987-12,196872,
1988-01,199204,
1988-02,196957,
1988-03,196423,
1988-04,196156,
1988-05,196151,
1988-06,195661,
1988-07,194979,
1988-08,195183,
1988-09,193598,
1988-10,193682,
1988-11,192905,
1988-12,188823,
1989-01,191432,
1989-02,192053,
1989-03,191039,
1989-04,189949,
1989-05,191538,
1989-06,190597,
1989-07,192784,
1989-08,194539,
1989-09,195655,
1989-10,197647,
1989-11,201820,
1989-12,202956,
1990-01,209898,
1990-02,213410,
1990-03,217653,
1990-04,222487,
1990-05,226354,
1990-06,226619,
1990-07,231250,
1990-08,233345,
1990-09,236564,
1990-10,238575,
1990-11,241842,
1990-12,242973,
1991-01,253115,
1991-02,259531,
1991-03,262211,
1991-04,267267,
1991-05,272008,
1991-06,278043,
1991-07,283257,
1991-08,286801,
1991-09,292117,
1991-10,295365,
1991-11,299663,
1991-12,299006,
1992-01,307750,
1992-02,313155,
1992-03,317990,
1992-04,323311,
1992-05,324499,
1992-06,324427,
1992-07,326718,
1992-08,330598,
1992-09,334287,
1992-10,340926,
1992-11,344161,
1992-12,340931,
1993-01,348308,
1993-02,352810,
1993-03,358529,
1993-04,358491,
1993-05,359874,
1993-06,359741,
1993-07,368606,
1993-08,373078,
1993-09,375516,
1993-10,380081,
1993-11,383964,
1993-12,376235,
1994-01,380803,
1994-02,382109,
1994-03,376818,
1994-04,377266,
1994-05,381118,
1994-06,382542,
1994-07,388352,
1994-08,391788,
1994-09,396877,
1994-10,398826,
1994-11,407096,
1994-12,423993,
1995-01,436045,
1995-02,438967,
1995-03,443431,
1995-04,446285,
1995-05,451333,
1995-06,453875,
1995-07,470050,
1995-08,476501,
1995-09,482270,
1995-10,487737,
1995-11,489795,
1995-12,490839,
1996-01,498726,
1996-02,507652,
1996-03,507996,
1996-04,518038,
1996-05,525444,
1996-06,527393,
1996-07,532333,
1996-08,535616,
1996-09,540781,
1996-10,544949,
1996-11,552232,
1996-12,550767,
1997-01,555003,
1997-02,562789,
1997-03,570825,
1997-04,573754,
1997-05,577617,
1997-06,583106,
1997-07,590400,
1997-08,590626,
1997-09,592609,
1997-10,592457,
1997-11,597907,
1997-12,594101,
1998-01,600811,
1998-02,612319,
1998-03,618717,
1998-04,625688,
1998-05,627639,
1998-06,629747,
1998-07,640371,
1998-08,639508,
1998-09,646323,
1998-10,639562,
1998-11,644764,
1998-12,641301,
1999-01,664219,
1999-02,675393,
1999-03,680551,
1999-04,689140,
1999-05,692215,
1999-06,694455,
1999-07,696819,
1999-08,703630,
1999-09,719446,
1999-10,721887,
1999-11,728159,
1999-12,723892,
2000-01,719056,
2000-02,721964,
2000-03,724553,
2000-04,737037,
2000-05,741906,
2000-06,741407,
2000-07,751256,
2000-08,756758,
2000-09,757354,
2000-10,761924,
2000-11,750802,
2000-12,741181,
2001-01,750415,
2001-02,756922,
2001-03,758115,
2001-04,751114,
2001-05,751050,
2001-06,753513,
2001-07,750225,
2001-08,750514,
2001-09,753549,
2001-10,754638,
2001-11,733597,
2001-12,729528,
2002-01,738185,
2002-02,741223,
2002-03,751173,
2002-04,747129,
2002-05,745906,
