"",BBK01.OUP376,BBK01.OUP376_FLAGS
"",Loans to foreign general government / Total / Foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:46,
1999-01,0.466,
1999-02,0.517,
1999-03,0.435,
1999-04,0.444,
1999-05,0.464,
1999-06,0.460,
1999-07,0.447,
1999-08,0.454,
1999-09,0.448,
1999-10,0.452,
1999-11,0.446,
1999-12,0.470,
2000-01,0.478,
2000-02,0.479,
2000-03,0.491,
2000-04,0.553,
2000-05,0.572,
2000-06,0.633,
2000-07,0.593,
2000-08,0.564,
2000-09,0.442,
2000-10,0.479,
2000-11,0.489,
2000-12,0.547,
2001-01,0.801,
2001-02,0.790,
2001-03,0.924,
2001-04,0.761,
2001-05,0.799,
2001-06,0.722,
2001-07,0.681,
2001-08,0.647,
2001-09,0.655,
2001-10,0.620,
2001-11,1.032,
2001-12,1.047,
2002-01,0.945,
2002-02,0.924,
2002-03,1.231,
2002-04,1.075,
2002-05,11.980,
2002-06,12.238,
2002-07,12.470,
2002-08,12.820,
2002-09,13.255,
2002-10,12.977,
2002-11,13.054,
2002-12,12.339,
2003-01,12.165,
2003-02,12.543,
2003-03,11.963,
2003-04,11.727,
2003-05,11.983,
2003-06,11.788,
2003-07,10.981,
2003-08,11.174,
2003-09,10.942,
2003-10,11.240,
2003-11,10.865,
2003-12,10.786,
2004-01,11.114,
2004-02,10.795,
2004-03,10.997,
2004-04,11.000,
2004-05,11.097,
2004-06,11.220,
2004-07,11.663,
2004-08,11.528,
2004-09,10.888,
2004-10,10.871,
2004-11,10.831,
2004-12,11.380,
2005-01,11.700,
2005-02,12.008,
2005-03,12.873,
2005-04,15.079,
2005-05,15.353,
2005-06,15.467,
2005-07,15.575,
2005-08,15.527,
2005-09,16.035,
2005-10,16.139,
2005-11,14.792,
2005-12,15.453,
2006-01,15.228,
2006-02,15.556,
2006-03,15.551,
2006-04,14.440,
2006-05,14.360,
2006-06,13.907,
2006-07,13.874,
2006-08,13.836,
2006-09,10.665,
2006-10,10.634,
2006-11,10.581,
2006-12,10.448,
2007-01,9.952,
2007-02,9.829,
2007-03,9.291,
2007-04,9.270,
2007-05,9.265,
2007-06,9.909,
2007-07,9.766,
2007-08,9.760,
2007-09,9.851,
2007-10,9.958,
2007-11,9.897,
2007-12,9.953,
2008-01,10.079,
2008-02,9.958,
2008-03,1.137,
2008-04,1.127,
2008-05,1.117,
2008-06,1.303,
2008-07,1.045,
2008-08,1.057,
2008-09,1.011,
2008-10,0.994,
2008-11,1.050,
2008-12,1.211,
2009-01,1.114,
2009-02,1.134,
2009-03,1.145,
2009-04,1.156,
2009-05,0.877,
2009-06,0.857,
2009-07,0.891,
2009-08,0.990,
2009-09,1.005,
2009-10,1.061,
2009-11,1.150,
2009-12,1.072,
2010-01,1.018,
2010-02,0.994,
2010-03,0.942,
2010-04,0.935,
2010-05,0.885,
2010-06,0.873,
2010-07,0.862,
2010-08,0.868,
2010-09,1.319,
2010-10,1.122,
2010-11,0.894,
2010-12,0.951,
2011-01,0.922,
2011-02,0.911,
2011-03,0.947,
2011-04,0.912,
2011-05,0.919,
2011-06,1.183,
2011-07,1.214,
2011-08,1.185,
2011-09,1.301,
2011-10,1.336,
2011-11,1.345,
2011-12,1.365,
2012-01,1.280,
2012-02,1.284,
2012-03,1.274,
2012-04,1.280,
2012-05,1.265,
2012-06,1.357,
2012-07,1.314,
2012-08,1.289,
2012-09,1.307,
2012-10,1.309,
2012-11,1.269,
2012-12,1.394,
2013-01,1.364,
2013-02,1.420,
2013-03,1.376,
2013-04,1.031,
2013-05,1.050,
2013-06,1.057,
2013-07,1.086,
2013-08,1.049,
2013-09,1.147,
2013-10,1.135,
2013-11,1.258,
2013-12,1.257,
2014-01,1.238,
2014-02,1.205,
2014-03,1.083,
2014-04,1.138,
2014-05,1.032,
2014-06,1.180,
2014-07,1.195,
2014-08,1.150,
2014-09,1.132,
2014-10,1.135,
2014-11,1.119,
2014-12,1.503,Provisional value
