"",BBK01.TUD443,BBK01.TUD443_FLAGS
"",Deposits of non-banks (non-MFIs) in the euro area / central governments / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:30,
1979-12,24290,
1980-01,23538,
1980-02,23651,
1980-03,23911,
1980-04,23763,
1980-05,23961,
1980-06,24228,
1980-07,23825,
1980-08,24170,
1980-09,24396,
1980-10,24366,
1980-11,24673,
1980-12,25151,
1981-01,24488,
1981-02,24631,
1981-03,24930,
1981-04,25081,
1981-05,25231,
1981-06,25633,
1981-07,25691,
1981-08,25898,
1981-09,26091,
1981-10,26343,
1981-11,26577,
1981-12,27032,
1982-01,26468,
1982-02,26675,
1982-03,27067,
1982-04,29872,
1982-05,27355,
1982-06,27579,
1982-07,27489,
1982-08,27578,
1982-09,28546,
1982-10,27733,
1982-11,27904,
1982-12,28486,
1983-01,27819,
1983-02,27970,
1983-03,28361,
1983-04,28401,
1983-05,28475,
1983-06,28830,
1983-07,28695,
1983-08,28793,
1983-09,29141,
1983-10,30239,
1983-11,29327,
1983-12,29914,
1984-01,29393,
1984-02,29614,
1984-03,29882,
1984-04,29848,
1984-05,29944,
1984-06,30600,
1984-07,30345,
1984-08,30695,
1984-09,31062,
1984-10,31103,
1984-11,31269,
1984-12,31846,
1985-01,31084,
1985-02,31274,
1985-03,31534,
1985-04,31382,
1985-05,31801,
1985-06,32372,
1985-07,31641,
1985-08,31831,
1985-09,32851,
1985-10,32095,
1985-11,32293,
1985-12,33067,
1986-01,32208,
1986-02,32373,
1986-03,32581,
1986-04,32416,
1986-05,32560,
1986-06,33222,
1986-07,32132,
1986-08,32385,
1986-09,32746,
1986-10,32626,
1986-11,32853,
1986-12,33710,
1987-01,32765,
1987-02,33053,
1987-03,33535,
1987-04,33349,
1987-05,33457,
1987-06,33762,
1987-07,33129,
1987-08,33393,
1987-09,34393,
1987-10,33563,
1987-11,33758,
1987-12,34609,
1988-01,33905,
1988-02,34047,
1988-03,34504,
1988-04,34193,
1988-05,34548,
1988-06,34941,
1988-07,34309,
1988-08,34365,
1988-09,34668,
1988-10,34594,
1988-11,35058,
1988-12,35773,
1989-01,35179,
1989-02,35289,
1989-03,35446,
1989-04,35424,
1989-05,35613,
1989-06,36194,
1989-07,35629,
1989-08,35743,
1989-09,36076,
1989-10,35999,
1989-11,36195,
1989-12,37055,
1990-01,36289,
1990-02,36409,
1990-03,36613,
1990-04,36661,
1990-05,37050,
1990-06,44012,
1990-07,38967,
1990-08,43524,
1990-09,41515,
1990-10,41833,
1990-11,40313,
1990-12,41014,
1991-01,39319,
1991-02,44302,
1991-03,39084,
1991-04,38687,
1991-05,38960,
1991-06,42368,
1991-07,41311,
1991-08,40253,
1991-09,40705,
1991-10,40941,
1991-11,42872,
1991-12,43629,
1992-01,45690,
1992-02,43738,
1992-03,44277,
1992-04,44469,
1992-05,44976,
1992-06,49381,
1992-07,45712,
1992-08,46164,
1992-09,53716,
1992-10,50760,
1992-11,46982,
1992-12,49917,
1993-01,48756,
1993-02,50404,
1993-03,49671,
1993-04,49384,
1993-05,49567,
1993-06,55899,
1993-07,54980,
1993-08,54365,
1993-09,50716,
1993-10,50345,
1993-11,50484,
1993-12,51563,
1994-01,55239,
1994-02,53852,
1994-03,54921,
1994-04,55079,
1994-05,55859,
1994-06,54847,
1994-07,54503,
1994-08,54857,
1994-09,57060,
1994-10,55132,
1994-11,54393,
1994-12,55332,
1995-01,53225,
1995-02,53234,
1995-03,55728,
1995-04,55835,
1995-05,56283,
1995-06,56864,
1995-07,54073,
1995-08,55267,
1995-09,56209,
1995-10,54762,
1995-11,55237,
1995-12,56760,
1996-01,55945,
1996-02,56849,
1996-03,57105,
1996-04,55693,
1996-05,55579,
1996-06,56049,
1996-07,55729,
1996-08,55822,
1996-09,55847,
1996-10,56914,
1996-11,56525,
1996-12,58580,
1997-01,55971,
1997-02,55606,
1997-03,56126,
1997-04,55541,
1997-05,55212,
1997-06,55614,
1997-07,54496,
1997-08,54525,
1997-09,54354,
1997-10,54134,
1997-11,54685,
1997-12,55388,
1998-01,54911,
1998-02,55095,
1998-03,54966,
1998-04,54211,
1998-05,54508,
1998-06,55282,
1998-07,55111,
1998-08,55349,
1998-09,55418,
1998-10,55057,
1998-11,55255,
1998-12,56852,
1999-01,45766,
1999-02,46607,
1999-03,45395,
1999-04,45515,
1999-05,45524,
1999-06,46676,
1999-07,46049,
1999-08,46544,
1999-09,46175,
1999-10,46862,
1999-11,46471,
1999-12,46616,
2000-01,45364,
2000-02,46214,
2000-03,45738,
2000-04,46090,
2000-05,45581,
2000-06,51932,
2000-07,52263,
2000-08,51686,
2000-09,71470,
2000-10,73902,
2000-11,63167,
2000-12,69850,
2001-01,57656,
2001-02,57992,
2001-03,57623,
2001-04,58096,
2001-05,59023,
2001-06,58944,
2001-07,59843,
2001-08,59906,
2001-09,56996,
2001-10,55382,
2001-11,56514,
2001-12,49111,
2002-01,50071,
2002-02,49420,
2002-03,49374,
2002-04,47486,
2002-05,48199,
2002-06,48655,
2002-07,47559,
2002-08,48913,
2002-09,49930,
2002-10,48278,
2002-11,47629,
2002-12,47695,
2003-01,46859,
2003-02,48238,
2003-03,46596,
2003-04,45466,
2003-05,47681,
2003-06,48080,
2003-07,45317,
2003-08,45943,
2003-09,46227,
2003-10,45515,
2003-11,45658,
2003-12,45912,
2004-01,45946,
2004-02,47256,
2004-03,47803,
2004-04,47242,
2004-05,48255,
2004-06,50652,
2004-07,49695,
2004-08,52070,
2004-09,48119,
2004-10,45552,
2004-11,43683,
2004-12,43792,
2005-01,45151,
2005-02,44319,
2005-03,41006,
2005-04,41834,
2005-05,40512,
2005-06,41271,
2005-07,41720,
2005-08,41603,
2005-09,42054,
2005-10,40928,
2005-11,40662,
2005-12,41589,
2006-01,43606,
2006-02,37444,
2006-03,39276,
2006-04,39112,
2006-05,40801,
2006-06,42617,
2006-07,43691,
2006-08,46730,
2006-09,49064,
2006-10,46301,
2006-11,48368,
2006-12,45507,
2007-01,43677,
2007-02,43842,
2007-03,43367,
2007-04,43620,
2007-05,48854,
2007-06,49716,
2007-07,42959,
2007-08,42634,
2007-09,41331,
2007-10,40913,
2007-11,46648,
2007-12,40130,
2008-01,39974,
2008-02,38697,
2008-03,40833,
2008-04,37530,
2008-05,39692,
2008-06,39419,
2008-07,37247,
2008-08,37313,
2008-09,37973,
2008-10,36581,
2008-11,36715,
2008-12,36645,
2009-01,35189,
2009-02,33584,
2009-03,33210,
2009-04,32594,
2009-05,38512,
2009-06,42562,
2009-07,36589,
2009-08,26817,
2009-09,24365,
2009-10,25871,
2009-11,26078,
2009-12,22792,
2010-01,22950,
2010-02,22566,
2010-03,21082,
2010-04,21197,
2010-05,22738,
2010-06,21875,
2010-07,23024,
2010-08,30437,
2010-09,21872,
2010-10,43124,
2010-11,46347,
2010-12,39809,
2011-01,45047,
2011-02,46988,
2011-03,38858,
2011-04,33968,
2011-05,37602,
2011-06,40621,
2011-07,39426,
2011-08,39290,
2011-09,42712,
2011-10,39983,
2011-11,39235,
2011-12,39526,
2012-01,43438,
2012-02,46897,
2012-03,36290,
2012-04,35829,
2012-05,35847,
2012-06,37195,
2012-07,32311,
2012-08,31005,
2012-09,31547,
2012-10,29267,
2012-11,31509,
2012-12,28940,
2013-01,29996,
2013-02,27059,
2013-03,25369,
2013-04,22567,
2013-05,27711,
2013-06,28774,
2013-07,26993,
2013-08,18115,
2013-09,17649,
2013-10,15176,
2013-11,15775,
2013-12,17618,
2014-01,15113,
2014-02,17917,
2014-03,16411,
2014-04,13977,
2014-05,16127,
2014-06,15037,
2014-07,16609,
2014-08,11809,
2014-09,12933,
2014-10,11988,
2014-11,11733,
2014-12,14158,
2015-01,19836,
