"",BBK01.OEAC07K,BBK01.OEAC07K_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:50:13,
2002-01,9.150,
2002-04,8.794,
2002-07,8.931,
2002-10,9.461,
2003-01,9.996,
2003-04,11.208,
2003-07,12.630,
2003-10,13.066,
2004-01,14.453,
2004-04,15.968,
2004-07,15.459,
2004-10,14.949,
2005-01,14.466,
2005-04,15.257,
2005-07,15.816,
2005-10,16.026,
2006-01,16.606,
2006-04,16.522,
2006-07,16.779,
2006-10,16.891,
2007-01,17.032,
2007-04,17.575,
2007-07,18.225,
2007-10,17.977,
2008-01,18.011,
2008-04,18.618,
2008-07,21.181,
2008-10,22.287,
2009-01,22.668,
2009-04,21.876,
2009-07,21.540,
2009-10,17.979,
2010-01,19.162,
2010-04,21.040,
2010-07,19.855,
2010-10,20.384,
2011-01,18.303,
2011-04,18.254,
2011-07,22.411,
2011-10,23.197,
2012-01,22.018,
2012-04,22.888,
2012-07,22.280,
2012-10,17.798,
2013-01,17.709,
2013-04,17.354,
2013-07,16.637,
2013-10,11.184,
2014-01,10.595,
2014-04,10.208,
2014-07,10.445,
