"",BBK01.OEBB05K,BBK01.OEBB05K_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:29:09,
2002-01,25.442,
2002-04,25.357,
2002-07,24.479,
2002-10,24.389,
2003-01,23.746,
2003-04,24.436,
2003-07,26.341,
2003-10,26.164,
2004-01,26.979,
2004-04,25.640,
2004-07,26.354,
2004-10,27.495,
2005-01,25.169,
2005-04,25.147,
2005-07,25.636,
2005-10,27.064,
2006-01,26.320,
2006-04,26.632,
2006-07,26.983,
2006-10,27.295,
2007-01,26.812,
2007-04,26.717,
2007-07,27.810,
2007-10,28.263,
2008-01,28.960,
2008-04,29.996,
2008-07,30.308,
2008-10,30.839,
2009-01,31.341,
2009-04,35.112,
2009-07,35.087,
2009-10,35.631,
2010-01,35.908,
2010-04,36.687,
2010-07,33.636,
2010-10,34.414,
2011-01,33.697,
2011-04,33.670,
2011-07,35.068,
2011-10,34.946,
2012-01,35.100,
2012-04,39.749,
2012-07,39.367,
2012-10,40.032,
2013-01,40.519,
2013-04,39.731,
2013-07,39.658,
2013-10,39.293,
2014-01,39.481,
2014-04,40.166,
2014-07,40.652,
