"",BBK01.QUF816,BBK01.QUF816_FLAGS
"",All foreign subsidiaries: Short-term liabilities to non-residents / Malta / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:15:45,
2004-12,0.229,
2005-01,0.228,
2005-02,0.199,
2005-03,0.028,
2005-04,0.029,
2005-05,0.034,
2005-06,0.031,
2005-07,0.034,
2005-08,0.057,
2005-09,0.055,
2005-10,0.044,
2005-11,0.050,
2005-12,0.066,
2006-01,0.080,
2006-02,0.066,
2006-03,0.098,
2006-04,0.086,
2006-05,0.082,
2006-06,0.093,
2006-07,0.104,
2006-08,0.078,
2006-09,0.133,
2006-10,0.123,
2006-11,0.094,
2006-12,4.092,
2007-01,4.042,
2007-02,4.086,
2007-03,4.079,
2007-04,4.089,
2007-05,4.101,
2007-06,2.954,
2007-07,0.897,
2007-08,0.132,
2007-09,0.138,
2007-10,0.166,
2007-11,0.087,
2007-12,0.870,
2008-01,0.151,
2008-02,0.158,
2008-03,0.407,
2008-04,0.190,
2008-05,0.180,
2008-06,0.194,
2008-07,0.142,
2008-08,0.177,
2008-09,0.223,
2008-10,0.167,
2008-11,0.090,
2008-12,0.066,
2009-01,0.099,
2009-02,0.073,
2009-03,0.078,
2009-04,0.653,
2009-05,0.199,
2009-06,0.199,
2009-07,0.196,
2009-08,0.237,
2009-09,0.245,
2009-10,0.365,
2009-11,0.359,
2009-12,0.375,
2010-01,0.401,
2010-02,0.276,
2010-03,1.221,
2010-04,1.269,
2010-05,1.362,
2010-06,1.096,
2010-07,1.034,
2010-08,1.138,
2010-09,0.913,
2010-10,0.499,
2010-11,0.960,
2010-12,1.105,
2011-01,1.769,
2011-02,1.773,
2011-03,1.776,
2011-04,1.880,
2011-05,1.873,
2011-06,1.860,
2011-07,1.905,
2011-08,1.852,
2011-09,1.606,
2011-10,1.762,
2011-11,2.067,
2011-12,1.591,
2012-01,1.612,
2012-02,1.614,
2012-03,0.890,
2012-04,0.471,
2012-05,0.447,
2012-06,0.208,
2012-07,0.312,
2012-08,0.249,
2012-09,1.119,
2012-10,1.056,
2012-11,0.999,
2012-12,0.871,
2013-01,0.927,
2013-02,1.461,
2013-03,1.487,
2013-04,1.078,
2013-05,1.219,
2013-06,1.722,
2013-07,1.725,
2013-08,2.448,
2013-09,1.436,
2013-10,0.606,
2013-11,0.889,
2013-12,0.894,
2014-01,1.043,
2014-02,0.288,
2014-03,0.301,
2014-04,0.304,
2014-05,0.303,
2014-06,0.282,
2014-07,0.248,
2014-08,0.258,
2014-09,0.350,
2014-10,0.212,
2014-11,0.247,
