"",BBK01.PC3699,BBK01.PC3699_FLAGS
"",Other housing loans to domestic enterprises and resident individuals / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:21:24,
1985-10,0.383,
1986-01,0.345,
1986-04,0.307,
1986-07,0.296,
1986-10,0.264,
1987-01,0.284,
1987-04,0.278,
1987-07,0.274,
1987-10,0.273,
1988-01,0.289,
1988-04,0.332,
1988-07,0.353,
1988-10,0.319,
1989-01,0.287,
1989-04,0.321,
1989-07,0.286,
1989-10,0.277,
1990-01,0.363,
1990-04,0.360,
1990-07,0.370,
1990-10,0.393,
1991-01,0.429,
1991-04,0.540,
1991-07,0.532,
1991-10,0.465,
1992-01,0.644,
1992-04,0.662,
1992-07,0.651,
1992-10,1.548,
1993-01,1.610,
1993-04,1.532,
1993-07,1.705,
1993-10,1.788,
1994-01,1.672,
1994-04,1.705,
1994-07,2.318,
1994-10,2.404,
1995-01,2.386,
1995-04,2.444,
1995-07,2.533,
1995-10,2.622,
1996-01,2.664,
1996-04,2.743,
1996-07,2.858,
1996-10,3.036,
1997-01,2.954,
1997-04,2.989,
1997-07,2.999,
1997-10,2.955,
1998-01,2.950,
1998-04,2.957,
1998-07,2.950,
1998-10,2.961,
1999-01,2.840,
1999-04,2.849,
1999-07,2.866,
1999-10,2.856,
2000-01,2.832,
2000-04,2.785,
2000-07,2.786,
2000-10,2.713,
2001-01,2.654,
2001-04,2.568,
2001-07,2.489,
2001-10,2.444,
2002-01,2.363,
2002-04,2.629,
2002-07,2.655,
2002-10,2.654,
2003-01,2.522,
2003-04,2.408,
2003-07,2.528,
2003-10,2.538,
2004-01,2.929,
2004-04,2.850,
2004-07,4.182,
2004-10,4.371,
2005-01,4.938,
2005-04,4.969,
2005-07,2.872,
2005-10,4.023,
2006-01,4.267,
2006-04,4.356,
2006-07,4.498,
2006-10,4.602,
2007-01,4.598,
2007-04,3.491,
2007-07,3.603,
2007-10,3.323,
2008-01,3.443,
2008-04,3.670,
2008-07,3.800,
2008-10,3.689,
2009-01,4.987,
2009-04,4.761,
2009-07,6.230,
2009-10,6.141,
2010-01,6.146,
2010-04,6.346,
2010-07,6.839,
2010-10,6.813,
2011-01,6.978,
2011-04,6.945,
2011-07,6.991,
2011-10,6.998,
2012-01,7.088,
2012-04,6.943,
2012-07,6.751,
2012-10,6.676,
2013-01,6.467,
2013-04,5.435,
2013-07,5.026,
2013-10,4.901,
2014-01,4.783,
2014-04,3.563,
2014-07,4.202,
2014-10,4.330,
