"",BBEX3.M.ZMK.USD.CA.AC.A01,BBEX3.M.ZMK.USD.CA.AC.A01_FLAGS
1996-10,1269.080000,
1996-11,1270.725000,
1996-12,1284.475000,
1997-01,1288.140000,
1997-02,1290.400000,
1997-03,1289.765000,
1997-04,1294.675000,
1997-05,1298.730000,
1997-06,1313.445000,
1997-07,1315.915000,
1997-08,1319.620000,
1997-09,1322.870000,
1997-10,1333.020000,
1997-11,1374.200000,
1997-12,1409.295000,
1998-01,1490.205000,
1998-02,1579.595000,
1998-03,1698.430000,
1998-04,1790.420000,
1998-05,1882.075000,
1998-06,1928.335000,
1998-07,1934.965000,
1998-08,1948.455000,
1998-09,1976.880000,
1998-10,2034.445000,
1998-11,2164.205000,
1998-12,2298.925000,
1999-01,2533.110000,
1999-02,2073.275000,
1999-03,2288.445000,
1999-04,2365.090000,
1999-05,2403.090000,
1999-06,2439.450000,
1999-07,2430.970000,
1999-08,2385.575000,
1999-09,2413.665000,
1999-10,2412.585000,
1999-11,2515.275000,
1999-12,2645.305000,
2000-01,2661.820000,
2000-02,2770.375000,
2000-03,2758.210000,
2000-04,2815.780000,
2000-05,2866.965000,
2000-06,3021.995000,
2000-07,3178.265000,
2000-08,3222.545000,
2000-09,3232.165000,
2000-10,3453.125000,
2000-11,4002.585000,
2000-12,4157.830000,
2001-01,3527.900000,
2001-02,3658.860000,
2001-03,3039.120000,
2001-04,3144.960000,
2001-05,3457.440000,
2001-06,3704.400000,
2001-07,3578.400000,
2001-08,3626.785000,
2001-09,3719.520000,
2001-10,3772.945000,
2001-11,3819.060000,
2001-12,3830.400000,
2002-01,3882.815000,
2002-02,3924.145000,
2002-03,3936.160000,
2002-04,3941.885000,
2002-05,4230.575000,
2002-06,4480.560000,
2002-07,4490.640000,
2002-08,4480.560000,
2002-09,4557.170000,
2002-10,4673.895000,
2002-11,4793.040000,
2002-12,4334.400000,
2003-01,4576.320000,
2003-02,4809.670000,
2003-03,4873.680000,
2003-04,4838.400000,
2003-05,4818.240000,
2003-06,4828.320000,
2003-07,4641.500000,
2003-08,4669.000000,
2003-09,4802.080000,
2003-10,4770.715000,
2003-11,4741.070000,
2003-12,4770.715000,
2004-01,4766.075000,
2004-02,4730.000000,
2004-03,4719.640000,
2004-04,4742.500000,
2004-05,4777.140000,
2004-06,4808.930000,
2004-07,4767.500000,
2004-08,4805.710000,
2004-09,4904.855000,
2004-10,4811.430000,
2004-11,4740.000000,
2004-12,4771.430000,
2005-01,4751.880000,
2005-02,4741.565000,
2005-03,4674.375000,
2005-04,4690.000000,
2005-05,4718.750000,
2005-06,4682.190000,
2005-07,4599.690000,
2005-08,4344.065000,
2005-09,4503.125000,
2005-10,4295.000000,
2005-11,3496.110000,
2005-12,3510.280000,
2006-01,3423.890000,
2006-02,3316.665000,
2006-03,3301.110000,
2006-04,3085.000000,
2006-05,3383.055000,
2006-06,3576.110000,
2006-07,3695.000000,
2006-08,3915.000000,
2006-09,4152.780000,
2006-10,3842.780000,
2006-11,4040.000000,
2006-12,4411.110000,
2007-01,4286.110000,
2007-02,4240.000000,
2007-03,4250.560000,
2007-04,4176.670000,
2007-05,3998.330000,
2007-06,3783.330000,
2007-07,3905.560000,
2007-08,4056.670000,
2007-09,3866.110000,
2007-10,3796.670000,
2007-11,3754.440000,
2007-12,3846.110000,
2008-01,3833.330000,
2008-02,3757.780000,
2008-03,3693.330000,
2008-04,3473.330000,
2008-05,3442.220000,
2008-06,3195.560000,
2008-07,3518.000000,
2008-08,3503.890000,
2008-09,3578.330000,
2008-10,4772.310000,
2008-11,4493.570000,
2008-12,4866.790000,
2009-01,5134.640000,
2009-02,5621.790000,
2009-03,5589.050000,
2009-04,5631.550000,
2009-05,5165.880000,
2009-06,5166.900000,
2009-07,5048.570000,
2009-08,4684.110000,
2009-09,4723.440000,
2009-10,4650.630000,
2009-11,4678.095000,
2009-12,4640.570000,
2010-01,4585.940000,
2010-02,4744.480000,
2010-03,4704.170000,
2010-04,4741.820000,
2010-05,5001.880000,
2010-06,5155.620000,
2010-07,4875.400000,
2010-08,4933.750000,
2010-09,4845.730000,
2010-10,4660.210000,
2010-11,4931.880000,
2010-12,4796.110000,
2011-01,4841.560000,
2011-02,4761.560000,
2011-03,4724.590000,
2011-04,4700.940000,
2011-05,4761.350000,
2011-06,4841.670000,
2011-07,4795.520000,
2011-08,4962.190000,
2011-09,4811.770000,
2011-10,4907.400000,
2011-11,5096.950000,
2011-12,5117.040000,
2012-01,5133.150000,
2012-02,5248.610000,
2012-03,5273.240000,
2012-04,5229.440000,
2012-05,5344.350000,
2012-06,5154.540000,
2012-07,4962.370000,
2012-08,5002.040000,
2012-09,5093.450000,
2012-10,5275.920000,
2012-11,5221.020000,
2012-12,5146.613300,
"","General: Until 5 July 1983: pegged to the SDR. 6 July 1983 - 3 October 1985: pegged to a currency basket. 4 October 1985: introduction of an auction system to set the exchange rates. End of January 1987: foreign exchange auctions suspended. Start of February 1987: pegged to a currency basket.   28 March 1987: with the reintroduction of foreign exchange auctions in addition to the official exchange rate, a multiple exchange rate system was established: Official exchange rate: for the procurement of pharmaceuticals by the government as well as for receipts from public sector external borrowing and the servicing of this debt. Auction rate (see commentary on value for March and April 1987): for all other transactions.   On 1 May 1987, the termination of the foreign exchange auctions was announced and the kwacha was pegged to the US dollar on 4 May 1987. 9 November 1988: pegged to the SDR.   19 February 1990 - 22 April 1991: multiple exchange rate system. Official exchange rate: for proceeds from traditional exports (mostly copper), for payments for the import of petroleum and fertilisers and for other approved imports, as well as for certain capital inflows. Market rate (separate time series): for proceeds from the export of non-traditional goods, for imports on the ""general list of imports"" (especially chemical products), for foreign exchange proceeds from foreign travel and receipts for foreign embassies, as well as for non-public investment and transfer payments.  With effect from 1 January 2013, a currency conversion took place at the rate of 1,000 (old) kwacha = 1 (new) kwacha; the new ISO currency code is ZMW. The currency conversion did not entail any appreciation or depreciation against other currencies.",
"","Source: Calculated on the basis of the buying and selling rates of the Bank of Zambia, Lusaka; IWF",
"","Comment on 1978-03: On 17 March 1978, the kwacha was devalued by 10% against the SDR.",
"","Comment on 1983-01: On 7 January 1983, the kwacha was devalued by 20% against the SDR.",
"","Comment on 1983-07: From 6 July 1983, pegged to a currency basket.",
"","Comment on 1985-10: On  4 October 1985, the kwacha ceased to be pegged to the currency basket that had been used as a reference since 6 July 1983. Since then, the exchange rates have been set once a week in an auction process. We recorded the following exchange rates (buying/selling):  3 October 1985: ZMK 1 = USD 0.45660 / 0.44760  11 October 1985: ZMK 1 = USD 0.20060 / 0.19665 (first auction).  On the basis of these exchange rates, the kwacha depreciated by 56.1%.",
"","Comment on 1987-02: At the end of January 1987, the foreign exchange auctions introduced in October 1985 were suspended and the kwacha was pegged to a currency basket at the beginning of February 1987.",
"","Comment on 1987-03: On 28 March 1987, a multiple exchange rate system was introduced when foreign exchange auctions were resumed; the auction rates set in addition to the official exchange rates were: USD 1 = ZMK 14.925 / 15.225 (buying/selling).",
"",Comment on 1987-04: The auction rates set in addition to the official exchange rates were: USD 1 = ZMK 20.90495 / 21.32515 (buying/selling).,
"","Comment on 1987-05: On 1 May 1987, the termination of the foreign exchange auctions was announced and the kwacha was pegged to the US dollar on 4 May 1987.",
"","Comment on 1988-11: On 9 November 1988, the kwacha ceased to be pegged to the US dollar and was pegged to the SDR instead. We recorded the following middle rates:  8 November 1988: USD 1 = ZMK 8.000 9 November 1988: USD 1 = ZMK 9.99978.  On the basis of these exchange rates, the kwacha depreciated by 20.0%.",
"","Comment on 1989-07: At the beginning of July 1989, the kwacha was devalued. We recorded the following exchange rates for 3 July 1989:  USD 1 = ZMK 15.92053 / 16.24054 (buying/selling).  On the basis of the exchange rates at the end of June and on 3 July 1989, the kwacha was devalued by 32.9%.",
"","Comment on 1990-02: On 19 February 1990, a multiple exchange rate system was established with the introduction of the market rate. See also additional series attributes.",
"",Comment on 1991-04: The multiple exchange rate system was unified on 23 April 1991.,
"","Comment on 1992-02: After the foreign exchange markets closed on 31 January 1992, a devaluation of the kwacha was announced. We recorded the following exchange rates for 3 February 1992:  USD 1 = ZMK 124.37500 / 126.87500 (buying/selling). On the basis of the exchange rates on 31 January and on 3 February 1992, the kwacha depreciated by 23.4%.",
"","Comment on 1992-12: On 7 December 1992, the exchange rates were adjusted more sharply. We recorded the following exchange rates (buying/selling): before the adjustment: USD 1 = ZMK 241.28774 / 246.13774 after the adjustment: USD 1 = ZMK 316.05750 / 325.63500. On the basis of these exchange rates, the kwacha depreciated by 24.0% (middle rate).",
