"",BBFB1.M.N.DE.W1.S1.S1.T.D.D1._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.D.D1._Z._Z._Z._T._X.N_FLAGS
"",Current account / Primary income / Compensation of employees / Expenditure / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:38:05,
1991-01,152.929,
1991-02,152.929,
1991-03,152.929,
1991-04,198.436,
1991-05,198.436,
1991-06,199.970,
1991-07,191.770,
1991-08,201.996,
1991-09,212.222,
1991-10,197.317,
1991-11,217.769,
1991-12,253.589,
1992-01,181.371,
1992-02,219.718,
1992-03,222.274,
1992-04,253.371,
1992-05,253.371,
1992-06,303.931,
1992-07,271.365,
1992-08,267.449,
1992-09,266.252,
1992-10,239.848,
1992-11,250.073,
1992-12,323.907,
1993-01,242.282,
1993-02,242.243,
1993-03,241.842,
1993-04,297.373,
1993-05,297.438,
1993-06,297.622,
1993-07,299.699,
1993-08,299.681,
1993-09,300.388,
1993-10,276.571,
1993-11,276.560,
1993-12,346.200,
1994-01,225.643,
1994-02,225.334,
1994-03,224.896,
1994-04,290.590,
1994-05,290.463,
1994-06,291.449,
1994-07,316.688,
1994-08,316.269,
1994-09,316.759,
1994-10,303.809,
1994-11,304.701,
1994-12,381.933,
1995-01,252.808,
1995-02,252.183,
1995-03,252.336,
1995-04,339.986,
1995-05,339.602,
1995-06,339.943,
1995-07,376.388,
1995-08,377.281,
1995-09,376.324,
1995-10,363.546,
1995-11,363.621,
1995-12,447.745,
1996-01,268.007,
1996-02,268.694,
1996-03,268.209,
1996-04,377.178,
1996-05,377.354,
1996-06,377.072,
1996-07,403.887,
1996-08,403.416,
1996-09,403.410,
1996-10,361.608,
1996-11,361.556,
1996-12,444.678,
1997-01,274.227,
1997-02,274.750,
1997-03,274.903,
1997-04,381.651,
1997-05,381.653,
1997-06,381.715,
1997-07,443.119,
1997-08,443.012,
1997-09,443.028,
1997-10,396.010,
1997-11,396.029,
1997-12,480.091,
1998-01,266.257,
1998-02,266.257,
1998-03,266.384,
1998-04,386.671,
1998-05,386.671,
1998-06,386.671,
1998-07,466.214,
1998-08,466.179,
1998-09,466.179,
1998-10,392.799,
1998-11,392.799,
1998-12,478.178,
1999-01,371.897,
1999-02,371.897,
1999-03,371.897,
1999-04,483.019,
1999-05,483.019,
1999-06,483.023,
1999-07,580.792,
1999-08,580.792,
1999-09,580.792,
1999-10,544.402,
1999-11,544.402,
1999-12,666.447,
2000-01,380.628,
2000-02,380.628,
2000-03,380.628,
2000-04,494.236,
2000-05,494.236,
2000-06,494.236,
2000-07,584.964,
2000-08,584.951,
2000-09,584.951,
2000-10,489.479,
2000-11,489.479,
2000-12,601.739,
2001-01,422.059,
2001-02,422.059,
2001-03,422.059,
2001-04,579.421,
2001-05,579.421,
2001-06,579.421,
2001-07,677.361,
2001-08,677.361,
2001-09,677.361,
2001-10,533.221,
2001-11,533.208,
2001-12,650.901,
2002-01,410.206,
2002-02,410.904,
2002-03,410.641,
2002-04,661.227,
2002-05,660.240,
2002-06,660.866,
2002-07,765.166,
2002-08,762.678,
2002-09,763.099,
2002-10,526.301,
2002-11,526.301,
2002-12,640.128,
2003-01,394.104,
2003-02,395.972,
2003-03,394.278,
2003-04,632.995,
2003-05,628.641,
2003-06,628.726,
2003-07,671.728,
2003-08,672.173,
2003-09,675.634,
2003-10,552.744,
2003-11,552.399,
2003-12,665.691,
2004-01,409.667,
2004-02,409.547,
2004-03,409.134,
2004-04,649.088,
2004-05,648.035,
2004-06,649.052,
2004-07,674.480,
2004-08,673.698,
2004-09,673.732,
2004-10,552.861,
2004-11,552.589,
2004-12,669.990,
2005-01,416.220,
2005-02,415.921,
2005-03,416.122,
2005-04,679.025,
2005-05,679.881,
2005-06,680.224,
2005-07,763.500,
2005-08,763.405,
2005-09,763.952,
2005-10,539.385,
2005-11,541.973,
2005-12,653.984,
2006-01,411.044,
2006-02,411.097,
2006-03,411.057,
2006-04,660.388,
2006-05,660.910,
