"",BBDE1.M.DE.Y.AEA1.N2C300000.F.C.I10.A,BBDE1.M.DE.Y.AEA1.N2C300000.F.C.I10.A_FLAGS
"",Orders received / At constant prices / Germany / 30 Manufacture of other transport equipment / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:18:07,
1991-01,37.5,
1991-02,38.0,
1991-03,52.4,
1991-04,25.2,
1991-05,43.4,
1991-06,40.2,
1991-07,69.2,
1991-08,43.3,
1991-09,39.1,
1991-10,38.8,
1991-11,41.7,
1991-12,64.1,
1992-01,42.6,
1992-02,34.2,
1992-03,39.3,
1992-04,49.5,
1992-05,30.7,
1992-06,38.5,
1992-07,24.7,
1992-08,34.1,
1992-09,37.7,
1992-10,30.6,
1992-11,43.0,
1992-12,38.6,
1993-01,33.2,
1993-02,25.7,
1993-03,33.5,
1993-04,32.7,
1993-05,56.2,
1993-06,38.1,
1993-07,32.7,
1993-08,34.3,
1993-09,38.0,
1993-10,45.6,
1993-11,35.1,
1993-12,56.9,
1994-01,36.6,
1994-02,45.9,
1994-03,43.7,
1994-04,41.2,
1994-05,28.0,
1994-06,30.6,
1994-07,43.5,
1994-08,31.1,
1994-09,41.8,
1994-10,21.4,
1994-11,45.1,
1994-12,49.7,
1995-01,31.3,
1995-02,30.5,
1995-03,48.1,
1995-04,37.3,
1995-05,74.5,
1995-06,41.8,
1995-07,93.3,
1995-08,45.1,
1995-09,55.3,
1995-10,52.3,
1995-11,111.0,
1995-12,54.7,
1996-01,35.6,
1996-02,49.0,
1996-03,58.1,
1996-04,42.9,
1996-05,39.5,
1996-06,63.7,
1996-07,52.7,
1996-08,42.0,
1996-09,36.0,
1996-10,26.7,
1996-11,33.2,
1996-12,35.6,
1997-01,31.8,
1997-02,42.4,
1997-03,42.4,
1997-04,56.2,
1997-05,44.0,
1997-06,38.0,
1997-07,39.0,
1997-08,61.4,
1997-09,67.6,
1997-10,61.0,
1997-11,35.3,
1997-12,73.3,
1998-01,72.3,
1998-02,72.1,
1998-03,83.9,
1998-04,69.8,
1998-05,71.5,
1998-06,48.7,
1998-07,78.4,
1998-08,43.5,
1998-09,87.2,
1998-10,66.1,
1998-11,41.3,
1998-12,44.7,
1999-01,42.2,
1999-02,61.2,
1999-03,46.1,
1999-04,50.3,
1999-05,33.6,
1999-06,55.6,
1999-07,39.9,
1999-08,69.6,
1999-09,71.2,
1999-10,70.6,
1999-11,59.4,
1999-12,60.3,
2000-01,42.3,
2000-02,57.8,
2000-03,94.7,
2000-04,74.9,
2000-05,52.3,
2000-06,106.9,
2000-07,72.2,
2000-08,44.3,
2000-09,48.5,
2000-10,64.8,
2000-11,81.1,
2000-12,112.1,
2001-01,69.8,
2001-02,65.6,
2001-03,73.2,
2001-04,56.4,
2001-05,62.6,
2001-06,86.1,
2001-07,54.0,
2001-08,45.6,
2001-09,40.1,
2001-10,37.7,
2001-11,59.7,
2001-12,66.8,
2002-01,47.5,
2002-02,46.9,
2002-03,63.9,
2002-04,52.5,
2002-05,94.1,
2002-06,68.7,
2002-07,69.5,
2002-08,47.6,
2002-09,41.7,
2002-10,58.5,
2002-11,49.1,
2002-12,60.5,
2003-01,60.0,
2003-02,52.6,
2003-03,55.0,
2003-04,61.9,
2003-05,45.8,
2003-06,105.0,
2003-07,47.0,
2003-08,59.3,
2003-09,69.5,
2003-10,61.2,
2003-11,48.8,
2003-12,63.3,
2004-01,59.9,
2004-02,54.2,
2004-03,52.6,
2004-04,51.8,
2004-05,48.4,
2004-06,59.2,
2004-07,50.8,
2004-08,52.2,
2004-09,80.4,
2004-10,78.4,
2004-11,50.8,
2004-12,128.1,
2005-01,68.9,
2005-02,72.0,
2005-03,85.9,
2005-04,70.1,
2005-05,82.9,
2005-06,77.7,
2005-07,100.7,
2005-08,67.1,
2005-09,97.7,
2005-10,79.9,
2005-11,88.8,
2005-12,102.0,
2006-01,71.6,
2006-02,92.5,
2006-03,77.1,
2006-04,73.3,
2006-05,62.9,
2006-06,57.1,
2006-07,109.1,
2006-08,146.0,
2006-09,95.2,
2006-10,61.7,
2006-11,65.3,
2006-12,88.1,
2007-01,60.8,
2007-02,81.8,
2007-03,65.4,
2007-04,117.6,
2007-05,104.7,
2007-06,176.2,
2007-07,71.7,
2007-08,89.0,
2007-09,93.3,
2007-10,122.7,
2007-11,158.8,
2007-12,94.9,
2008-01,123.5,
2008-02,129.5,
2008-03,101.9,
2008-04,104.2,
2008-05,140.5,
2008-06,61.3,
2008-07,127.8,
2008-08,96.2,
2008-09,62.6,
2008-10,73.4,
2008-11,81.0,
2008-12,94.2,
2009-01,90.0,
2009-02,67.5,
2009-03,76.8,
2009-04,68.5,
2009-05,90.2,
2009-06,71.2,
2009-07,173.1,
2009-08,65.0,
2009-09,84.2,
2009-10,52.8,
2009-11,59.9,
2009-12,62.4,
2010-01,132.8,
2010-02,49.0,
2010-03,106.3,
2010-04,68.3,
2010-05,77.8,
