"",BBK01.TSD319,BBK01.TSD319_FLAGS
"",Monetary capital formation / Deposits / With an agreed maturity of over 2 years / German contribution / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:15,
1999-01,634.4,
1999-02,643.0,
1999-03,646.1,
1999-04,646.6,
1999-05,645.2,
1999-06,648.6,
1999-07,650.5,
1999-08,653.8,
1999-09,657.1,
1999-10,658.3,
1999-11,662.8,
1999-12,665.1,
2000-01,668.1,
2000-02,670.0,
2000-03,669.9,
2000-04,671.5,
2000-05,672.4,
2000-06,673.4,
2000-07,674.5,
2000-08,676.4,
2000-09,676.9,
2000-10,678.4,
2000-11,676.6,
2000-12,674.5,
2001-01,674.0,
2001-02,671.7,
2001-03,673.5,
2001-04,672.6,
2001-05,676.0,
2001-06,675.9,
2001-07,673.0,
2001-08,672.0,
2001-09,674.1,
2001-10,674.1,
2001-11,673.1,
2001-12,673.0,
2002-01,675.7,
2002-02,675.4,
2002-03,678.7,
2002-04,677.1,
2002-05,676.3,
2002-06,675.4,
2002-07,676.0,
2002-08,662.1,
2002-09,662.4,
2002-10,664.8,
2002-11,669.2,
2002-12,670.1,
2003-01,672.0,
2003-02,676.4,
2003-03,680.5,
2003-04,676.8,
2003-05,676.0,
2003-06,675.6,
2003-07,679.4,
2003-08,682.7,
2003-09,682.2,
2003-10,683.6,
2003-11,683.7,
2003-12,683.5,
2004-01,684.1,
2004-02,683.0,
2004-03,685.2,
2004-04,688.4,
2004-05,693.9,
2004-06,697.1,
2004-07,697.9,
2004-08,698.5,
2004-09,700.7,
2004-10,704.5,
2004-11,707.6,
2004-12,708.6,
2005-01,710.2,
2005-02,712.6,
2005-03,716.8,
2005-04,712.8,
2005-05,710.2,
2005-06,709.0,
2005-07,707.1,
2005-08,706.9,
2005-09,707.7,
2005-10,708.4,
2005-11,710.5,
2005-12,712.9,
2006-01,714.6,
2006-02,718.6,
2006-03,720.0,
2006-04,723.2,
2006-05,726.0,
2006-06,726.6,
2006-07,728.0,
2006-08,730.4,
2006-09,730.6,
2006-10,732.1,
2006-11,733.2,
2006-12,735.3,
2007-01,736.2,
2007-02,735.6,
2007-03,736.1,
2007-04,738.1,
2007-05,739.1,
2007-06,740.3,
2007-07,740.9,
2007-08,740.6,
2007-09,745.2,
2007-10,744.0,
2007-11,743.0,
2007-12,746.0,
2008-01,748.1,
2008-02,746.3,
2008-03,746.7,
2008-04,746.3,
2008-05,747.2,
2008-06,746.0,
2008-07,745.1,
2008-08,743.6,
2008-09,741.9,
2008-10,740.9,
2008-11,738.6,
2008-12,768.0,
2009-01,772.8,
2009-02,778.9,
2009-03,782.5,
2009-04,785.9,
2009-05,789.0,
2009-06,801.6,
2009-07,802.3,
2009-08,803.3,
2009-09,807.3,
2009-10,808.1,
2009-11,810.0,
2009-12,809.0,
2010-01,812.1,
2010-02,816.0,
2010-03,817.5,
2010-04,817.3,
2010-05,812.6,
2010-06,812.3,
2010-07,811.9,
2010-08,813.6,
2010-09,813.5,
2010-10,813.6,
2010-11,836.6,
2010-12,835.7,
2011-01,833.6,
2011-02,831.8,
2011-03,830.1,
2011-04,828.7,
2011-05,828.7,
2011-06,827.9,
2011-07,827.8,
2011-08,831.8,
2011-09,828.9,
2011-10,828.8,
2011-11,827.1,
2011-12,824.3,
2012-01,821.0,
2012-02,818.3,
2012-03,813.4,
2012-04,812.2,
2012-05,809.4,
2012-06,805.3,
2012-07,800.6,
2012-08,798.0,
2012-09,795.4,
2012-10,788.3,
2012-11,782.4,
2012-12,780.5,
2013-01,778.1,
2013-02,773.9,
2013-03,772.9,
2013-04,768.7,
2013-05,768.7,
2013-06,766.0,
2013-07,761.4,
2013-08,756.6,
2013-09,754.5,
2013-10,753.0,
2013-11,751.8,
2013-12,749.9,
2014-01,748.1,
2014-02,745.0,
2014-03,741.9,
2014-04,738.4,
2014-05,735.7,
2014-06,731.8,
2014-07,727.8,
2014-08,726.1,
2014-09,726.0,
2014-10,724.7,
2014-11,721.5,
2014-12,713.9,Provisional value
2015-01,710.6,
