"",BBK01.OUD401,BBK01.OUD401_FLAGS
"",Balances and loans to banks (MFIs) / medium-term / Regional banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:44:06,
1999-01,14.031,
1999-02,13.754,
1999-03,13.165,
1999-04,12.561,
1999-05,12.226,
1999-06,12.059,
1999-07,12.055,
1999-08,12.458,
1999-09,12.761,
1999-10,12.631,
1999-11,12.081,
1999-12,11.762,
2000-01,11.662,
2000-02,11.779,
2000-03,11.451,
2000-04,11.988,
2000-05,12.577,
2000-06,12.422,
2000-07,12.222,
2000-08,11.813,
2000-09,11.756,
2000-10,11.652,
2000-11,11.328,
2000-12,11.426,
2001-01,11.007,
2001-02,10.849,
2001-03,11.669,
2001-04,11.197,
2001-05,11.337,
2001-06,11.201,
2001-07,11.263,
2001-08,12.081,
2001-09,11.773,
2001-10,12.026,
2001-11,12.373,
2001-12,12.419,
2002-01,11.672,
2002-02,11.660,
2002-03,12.207,
2002-04,12.495,
2002-05,12.298,
2002-06,11.728,
2002-07,12.404,
2002-08,11.568,
2002-09,11.928,
2002-10,11.362,
2002-11,10.455,
2002-12,11.356,
2003-01,11.363,
2003-02,11.509,
2003-03,11.246,
2003-04,11.464,
2003-05,11.128,
2003-06,10.727,
2003-07,11.689,
2003-08,12.003,
2003-09,11.587,
2003-10,11.741,
2003-11,11.977,
2003-12,12.063,
2004-01,12.300,
2004-02,11.944,
2004-03,11.987,
2004-04,11.200,
2004-05,11.386,
2004-06,11.471,
2004-07,11.495,
2004-08,11.309,
2004-09,11.521,
2004-10,11.734,
2004-11,10.848,
2004-12,9.250,
2005-01,9.531,
2005-02,9.798,
2005-03,9.723,
2005-04,9.829,
2005-05,9.868,
2005-06,9.391,
2005-07,9.508,
2005-08,8.371,
2005-09,8.312,
2005-10,8.373,
2005-11,8.125,
2005-12,9.115,
2006-01,8.959,
2006-02,8.081,
2006-03,8.008,
2006-04,9.229,
2006-05,8.966,
2006-06,9.328,
2006-07,9.315,
2006-08,9.298,
2006-09,7.918,
2006-10,7.709,
2006-11,7.385,
2006-12,7.666,
2007-01,7.703,
2007-02,7.812,
2007-03,7.772,
2007-04,8.431,
2007-05,8.992,
2007-06,9.139,
2007-07,9.307,
2007-08,9.290,
2007-09,9.819,
2007-10,10.714,
2007-11,11.085,
2007-12,13.329,
2008-01,14.177,
2008-02,15.183,
2008-03,17.603,
2008-04,18.335,
2008-05,18.457,
2008-06,20.006,
2008-07,19.998,
2008-08,20.768,
2008-09,21.082,
2008-10,21.303,
2008-11,22.920,
2008-12,22.995,
2009-01,22.952,
2009-02,23.773,
2009-03,24.503,
2009-04,24.894,
2009-05,24.945,
2009-06,30.103,
2009-07,31.056,
2009-08,31.257,
2009-09,32.776,
2009-10,33.836,
2009-11,34.386,
2009-12,35.397,
2010-01,35.877,
2010-02,36.942,
2010-03,36.709,
2010-04,36.660,
2010-05,37.104,
2010-06,39.997,
2010-07,35.729,
2010-08,35.222,
2010-09,35.074,
2010-10,35.030,
2010-11,35.104,
2010-12,33.332,
2011-01,34.244,
2011-02,36.710,
2011-03,41.143,
2011-04,42.413,
2011-05,42.966,
2011-06,42.619,
2011-07,43.399,
2011-08,43.902,
2011-09,44.894,
2011-10,44.602,
2011-11,45.637,
2011-12,43.844,
2012-01,42.896,
2012-02,41.812,
2012-03,43.068,
2012-04,43.094,
2012-05,43.243,
2012-06,42.105,
2012-07,40.682,
2012-08,39.872,
2012-09,38.728,
2012-10,37.292,
2012-11,36.821,
2012-12,39.822,
2013-01,39.711,
2013-02,36.113,
2013-03,36.207,
2013-04,36.628,
2013-05,37.042,
2013-06,36.452,
2013-07,36.320,
2013-08,36.002,
2013-09,36.728,
2013-10,36.151,
2013-11,37.048,
2013-12,36.538,
2014-01,36.814,
2014-02,37.189,
2014-03,37.091,
2014-04,36.472,
2014-05,36.801,
2014-06,35.517,
2014-07,35.450,
2014-08,35.754,
2014-09,35.756,
2014-10,36.781,
2014-11,36.666,
2014-12,37.000,Provisional value
