"",BBK01.TUE377,BBK01.TUE377_FLAGS
"",Deposits of general government / Other general government / Total / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:09,
1997-09,130141,
1997-10,130449,
1997-11,133657,
1997-12,139849,
1998-01,137177,
1998-02,141224,
1998-03,131955,
1998-04,134410,
1998-05,137237,
1998-06,135682,
1998-07,136805,
1998-08,137266,
1998-09,137383,
1998-10,137577,
1998-11,142833,
1998-12,147578,
1999-01,126744,
1999-02,127282,
1999-03,117686,
1999-04,122564,
1999-05,125568,
1999-06,127544,
1999-07,124598,
1999-08,126504,
1999-09,125834,
1999-10,126938,
1999-11,134416,
1999-12,136338,
2000-01,135899,
2000-02,137770,
2000-03,136160,
2000-04,141783,
2000-05,143994,
2000-06,148238,
2000-07,142711,
2000-08,143657,
2000-09,146057,
2000-10,145440,
2000-11,148338,
2000-12,149724,
2001-01,153007,
2001-02,153944,
2001-03,148547,
2001-04,153501,
2001-05,155817,
2001-06,154135,
2001-07,152438,
2001-08,152016,
2001-09,155516,
2001-10,156349,
2001-11,152801,
2001-12,156022,
2002-01,157292,
2002-02,155747,
2002-03,152334,
2002-04,152684,
2002-05,154825,
2002-06,155977,
2002-07,151250,
2002-08,150849,
2002-09,149124,
2002-10,147360,
2002-11,147408,
2002-12,150901,
2003-01,145922,
2003-02,150597,
2003-03,147523,
2003-04,148341,
2003-05,155850,
2003-06,155495,
2003-07,150086,
2003-08,147020,
2003-09,144888,
2003-10,145877,
2003-11,147742,
2003-12,149573,
2004-01,146927,
2004-02,145721,
2004-03,140257,
2004-04,144658,
2004-05,148520,
2004-06,149207,
2004-07,146759,
2004-08,145688,
2004-09,151042,
2004-10,152644,
2004-11,155364,
2004-12,152876,
2005-01,159281,
2005-02,158925,
2005-03,153250,
2005-04,153164,
2005-05,158235,
2005-06,162956,
2005-07,154229,
2005-08,156400,
2005-09,159394,
2005-10,165830,
2005-11,170863,
2005-12,172253,
2006-01,172300,
2006-02,174635,
2006-03,170893,
2006-04,178429,
2006-05,188045,
2006-06,193420,
2006-07,192962,
2006-08,189959,
2006-09,193609,
2006-10,197594,
2006-11,211958,
2006-12,213541,
2007-01,210096,
2007-02,210438,
2007-03,207731,
2007-04,212519,
2007-05,223760,
2007-06,225791,
2007-07,232586,
2007-08,231620,
2007-09,240457,
2007-10,249220,
2007-11,259354,
2007-12,256808,
2008-01,251771,
2008-02,255709,
2008-03,249188,
2008-04,252673,
2008-05,263520,
2008-06,270111,
2008-07,265677,
2008-08,266765,
2008-09,269977,
2008-10,268817,
2008-11,277502,
2008-12,263383,
2009-01,265045,
2009-02,267349,
2009-03,264065,
2009-04,263764,
2009-05,263126,
2009-06,266174,
2009-07,262026,
2009-08,262172,
2009-09,262200,
2009-10,258723,
2009-11,261478,
2009-12,243529,
2010-01,247072,
2010-02,249519,
2010-03,247038,
2010-04,245817,
2010-05,253319,
2010-06,261442,
2010-07,242007,
2010-08,245739,
2010-09,251038,
2010-10,247039,
2010-11,252532,
2010-12,234518,
2011-01,240789,
2011-02,242601,
2011-03,243434,
2011-04,241257,
2011-05,251458,
2011-06,260941,
2011-07,249833,
2011-08,255167,
2011-09,254012,
2011-10,249924,
2011-11,262518,
2011-12,247427,
2012-01,256358,
2012-02,260524,
2012-03,274960,
2012-04,273205,
2012-05,289142,
2012-06,317891,
2012-07,321090,
2012-08,310821,
2012-09,310818,
2012-10,319849,
2012-11,325098,
2012-12,288740,
2013-01,282935,
2013-02,283319,
2013-03,288218,
2013-04,289679,
2013-05,302127,
2013-06,310625,
2013-07,299096,
2013-08,298962,
2013-09,303531,
2013-10,297317,
2013-11,308595,
2013-12,284364,
2014-01,283245,
2014-02,293839,
2014-03,300442,
2014-04,297375,
2014-05,305292,
2014-06,310536,
2014-07,309991,
2014-08,314225,
2014-09,310808,
2014-10,303079,
2014-11,314952,
2014-12,307154,
2015-01,308187,
