"",BBK01.OEAH29N,BBK01.OEAH29N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:22,
2002-01,109.647,
2002-04,112.991,
2002-07,113.741,
2002-10,122.278,
2003-01,122.496,
2003-04,122.626,
2003-07,123.055,
2003-10,123.714,
2004-01,122.166,
2004-04,122.295,
2004-07,126.896,
2004-10,118.976,
2005-01,123.077,
2005-04,129.017,
2005-07,128.155,
2005-10,137.569,
2006-01,135.586,
2006-04,142.540,
2006-07,146.099,
2006-10,157.953,
2007-01,158.902,
2007-04,162.749,
2007-07,170.754,
2007-10,175.980,
2008-01,176.166,
2008-04,176.102,
2008-07,179.266,
2008-10,190.026,
2009-01,191.655,
2009-04,192.410,
2009-07,201.978,
2009-10,204.868,
2010-01,196.757,
2010-04,208.803,
2010-07,201.313,
2010-10,203.396,
2011-01,193.011,
2011-04,199.988,
2011-07,199.184,
2011-10,211.123,
2012-01,196.232,
2012-04,206.403,
2012-07,198.107,
2012-10,188.539,
2013-01,187.218,
2013-04,186.006,
2013-07,178.781,
2013-10,178.577,
2014-01,175.674,
2014-04,168.603,
2014-07,174.564,
