"",BBK01.OUM245,BBK01.OUM245_FLAGS
"",Deposits and borrowing (excl. savings deposits and bank savings bonds) / Domestic employees / Time deposits / for more than 2 years / Mortgage banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:34:13,
1999-01,0.004,
1999-02,0.004,
1999-03,0.004,
1999-04,0.003,
1999-05,0.003,
1999-06,0.003,
1999-07,0.003,
1999-08,0.007,
1999-09,0.003,
1999-10,0.003,
1999-11,0.003,
1999-12,0.003,
2000-01,0.002,
2000-02,0.002,
2000-03,0.003,
2000-04,0.003,
2000-05,0.003,
2000-06,0.003,
2000-07,0.003,
2000-08,0.005,
2000-09,0.008,
2000-10,0.008,
2000-11,0.008,
2000-12,0.008,
2001-01,0.008,
2001-02,0.008,
2001-03,0.008,
2001-04,0.008,
2001-05,0.008,
2001-06,0.008,
2001-07,0.008,
2001-08,0.008,
2001-09,0.008,
2001-10,0.008,
2001-11,0.008,
2001-12,0.016,
2002-01,0.008,
2002-02,0.008,
2002-03,0.003,
2002-04,0.003,
2002-05,0.003,
2002-06,0.003,
2002-07,0.003,
2002-08,0.003,
2002-09,0.003,
2002-10,0.003,
2002-11,0.003,
2002-12,0.003,
2003-01,0.007,
2003-02,0.005,
2003-03,0.003,
2003-04,0.003,
2003-05,0.003,
2003-06,0.003,
2003-07,0.003,
2003-08,0.003,
2003-09,0.003,
2003-10,0.003,
2003-11,0.002,
2003-12,0.002,
2004-01,0.005,
2004-02,0.005,
2004-03,0.005,
2004-04,0.015,
2004-05,0.015,
2004-06,0.014,
2004-07,0.014,
2004-08,0.014,
2004-09,0.027,
2004-10,0.027,
2004-11,0.017,
2004-12,0.016,
2005-01,0.016,
2005-02,0.016,
2005-03,0.017,
2005-04,0.040,
2005-05,0.043,
2005-06,0.043,
2005-07,0.043,
2005-08,0.043,
2005-09,0.165,
2005-10,0.163,
2005-11,0.166,
2005-12,0.132,
2006-01,0.130,
2006-02,0.130,
2006-03,0.129,
2006-04,0.119,
2006-05,0.117,
2006-06,0.117,
2006-07,0.117,
2006-08,0.134,
2006-09,0.124,
2006-10,0.122,
2006-11,0.119,
2006-12,0.116,
2007-01,0.117,
2007-02,0.110,
2007-03,0.108,
2007-04,0.107,
2007-05,0.105,
2007-06,0.105,
2007-07,0.101,
2007-08,0.101,
2007-09,0.101,
2007-10,0.100,
2007-11,0.095,
2007-12,0.093,
2008-01,0.089,
2008-02,0.084,
2008-03,0.086,
2008-04,0.085,
2008-05,0.084,
2008-06,0.079,
2008-07,0.077,
2008-08,0.076,
2008-09,0.070,
2008-10,0.073,
2008-11,0.072,
2008-12,0.071,
2009-01,0.069,
2009-02,0.065,
2009-03,0.067,
2009-04,0.075,
2009-05,0.074,
2009-06,0.075,
2009-07,0.083,
2009-08,0.082,
2009-09,0.061,
2009-10,0.177,
2009-11,0.056,
2009-12,0.053,
2010-01,0.058,
2010-02,0.059,
2010-03,0.058,
2010-04,0.058,
2010-05,0.067,
2010-06,0.065,
2010-07,0.061,
2010-08,0.060,
2010-09,0.071,
2010-10,0.057,
2010-11,0.051,
2010-12,0.069,
2011-01,0.071,
2011-02,0.069,
2011-03,0.081,
2011-04,0.081,
2011-05,0.087,
2011-06,0.087,
2011-07,0.090,
2011-08,0.089,
2011-09,0.088,
2011-10,0.086,
2011-11,0.084,
2011-12,0.083,
2012-01,0.082,
2012-02,0.081,
2012-03,0.071,
2012-04,0.071,
2012-05,0.080,
2012-06,0.082,
2012-07,0.083,
2012-08,0.083,
2012-09,0.082,
2012-10,0.079,
2012-11,0.076,
2012-12,0.081,
2013-01,0.067,
2013-02,0.065,
2013-03,0.068,
2013-04,0.071,
2013-05,0.068,
2013-06,0.079,
2013-07,0.100,
2013-08,0.127,
2013-09,0.152,
2013-10,0.170,
2013-11,0.200,
2013-12,0.229,
2014-01,0.293,
2014-02,0.367,
2014-03,0.454,
2014-04,0.505,
2014-05,0.563,
2014-06,0.623,
2014-07,0.640,
2014-08,0.656,
2014-09,0.679,
2014-10,0.701,
2014-11,0.738,
2014-12,0.714,Provisional value
