"",BBK01.OUP215,BBK01.OUP215_FLAGS
"",Time deposits of local government and local government associations / for up and including 1 year / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:25:37,
1985-12,0.018,
1986-01,0.013,
1986-02,0.030,
1986-03,0.032,
1986-04,0.022,
1986-05,0.025,
1986-06,0.013,
1986-07,0.017,
1986-08,0.027,
1986-09,0.025,
1986-10,0.018,
1986-11,0.021,
1986-12,0.015,
1987-01,0.021,
1987-02,0.021,
1987-03,0.025,
1987-04,0.019,
1987-05,0.020,
1987-06,0.014,
1987-07,0.025,
1987-08,0.048,
1987-09,0.028,
1987-10,0.021,
1987-11,0.031,
1987-12,0.027,
1988-01,0.030,
1988-02,0.054,
1988-03,0.052,
1988-04,0.035,
1988-05,0.044,
1988-06,0.035,
1988-07,0.030,
1988-08,0.046,
1988-09,0.027,
1988-10,0.026,
1988-11,0.046,
1988-12,0.049,
1989-01,0.036,
1989-02,0.050,
1989-03,0.054,
1989-04,0.039,
1989-05,0.060,
1989-06,0.058,
1989-07,0.063,
1989-08,0.090,
1989-09,0.084,
1989-10,0.092,
1989-11,0.118,
1989-12,0.112,
1990-01,0.153,
1990-02,0.185,
1990-03,0.172,
1990-04,0.136,
1990-05,0.159,
1990-06,0.145,
1990-07,0.145,
1990-08,0.169,
1990-09,0.133,
1990-10,0.124,
1990-11,0.131,
1990-12,0.141,
1991-01,0.150,
1991-02,0.168,
1991-03,0.147,
1991-04,0.126,
1991-05,0.133,
1991-06,0.162,
1991-07,0.162,
1991-08,0.172,
1991-09,0.143,
1991-10,0.127,
1991-11,0.145,
1991-12,0.134,
1992-01,0.075,
1992-02,0.074,
1992-03,0.079,
1992-04,0.079,
1992-05,0.093,
1992-06,0.086,
1992-07,0.152,
1992-08,0.162,
1992-09,0.150,
1992-10,0.143,
1992-11,0.147,
1992-12,0.238,
1993-01,0.231,
1993-02,0.205,
1993-03,0.202,
1993-04,0.191,
1993-05,0.231,
1993-06,0.200,
1993-07,0.222,
1993-08,0.276,
1993-09,0.246,
1993-10,0.266,
1993-11,0.315,
1993-12,0.312,
1994-01,0.324,
1994-02,0.312,
1994-03,0.314,
1994-04,0.324,
1994-05,0.381,
1994-06,0.388,
1994-07,0.423,
1994-08,0.519,
1994-09,0.417,
1994-10,0.390,
1994-11,0.367,
1994-12,0.363,
1995-01,0.424,
1995-02,0.347,
1995-03,0.363,
1995-04,0.298,
1995-05,0.353,
1995-06,0.296,
1995-07,0.328,
1995-08,0.377,
1995-09,0.348,
1995-10,0.324,
1995-11,0.317,
1995-12,0.411,
1996-01,0.410,
1996-02,0.354,
1996-03,0.359,
1996-04,0.311,
1996-05,0.337,
1996-06,0.319,
1996-07,0.331,
1996-08,0.320,
1996-09,0.283,
1996-10,0.279,
1996-11,0.297,
1996-12,0.312,
1997-01,0.278,
1997-02,0.281,
1997-03,0.256,
1997-04,0.276,
1997-05,0.318,
1997-06,0.276,
1997-07,0.314,
1997-08,0.444,
1997-09,0.415,
1997-10,0.405,
1997-11,0.481,
1997-12,0.443,
1998-01,0.415,
1998-02,0.450,
1998-03,0.451,
1998-04,0.459,
1998-05,0.496,
1998-06,0.562,
1998-07,0.558,
1998-08,0.699,
1998-09,0.625,
1998-10,0.720,
1998-11,0.845,
1998-12,0.736,
1999-01,0.833,
1999-02,1.231,
1999-03,1.196,
1999-04,1.056,
1999-05,1.549,
1999-06,1.196,
1999-07,1.229,
1999-08,1.307,
1999-09,1.151,
1999-10,0.888,
1999-11,0.989,
1999-12,0.719,
2000-01,0.812,
2000-02,1.177,
2000-03,1.135,
2000-04,1.061,
2000-05,1.336,
2000-06,1.144,
2000-07,1.046,
2000-08,1.174,
2000-09,1.100,
2000-10,1.013,
2000-11,1.187,
2000-12,1.153,
2001-01,1.059,
2001-02,1.647,
2001-03,1.495,
2001-04,1.525,
2001-05,1.843,
2001-06,1.577,
2001-07,1.410,
2001-08,1.447,
2001-09,1.338,
2001-10,1.326,
2001-11,1.188,
2001-12,1.170,
2002-01,0.767,
2002-02,0.873,
2002-03,0.928,
2002-04,0.819,
2002-05,1.060,
2002-06,0.793,
2002-07,0.735,
2002-08,1.038,
2002-09,1.063,
2002-10,0.740,
2002-11,0.798,
2002-12,0.738,
2003-01,0.635,
2003-02,0.674,
2003-03,0.778,
2003-04,0.749,
2003-05,0.754,
2003-06,0.659,
2003-07,0.646,
2003-08,0.564,
2003-09,0.528,
2003-10,0.454,
2003-11,0.466,
2003-12,0.457,
2004-01,0.458,
2004-02,0.557,
2004-03,0.652,
2004-04,0.484,
2004-05,0.434,
2004-06,0.666,
2004-07,0.509,
2004-08,0.647,
2004-09,0.690,
2004-10,0.520,
2004-11,0.595,
2004-12,0.539,
2005-01,0.542,
2005-02,0.500,
2005-03,0.549,
2005-04,0.531,
2005-05,0.730,
2005-06,0.545,
2005-07,0.580,
2005-08,0.605,
2005-09,0.722,
2005-10,0.505,
2005-11,0.744,
2005-12,1.124,
2006-01,1.117,
2006-02,1.250,
2006-03,1.120,
2006-04,1.184,
2006-05,1.295,
2006-06,1.208,
2006-07,1.198,
2006-08,1.613,
2006-09,1.480,
2006-10,1.321,
2006-11,1.274,
2006-12,1.090,
2007-01,1.009,
2007-02,1.267,
2007-03,1.235,
2007-04,1.101,
2007-05,1.786,
2007-06,1.680,
2007-07,1.648,
2007-08,1.984,
2007-09,1.883,
2007-10,1.770,
2007-11,2.021,
2007-12,2.100,
2008-01,2.097,
2008-02,2.280,
2008-03,2.509,
2008-04,2.779,
2008-05,3.176,
2008-06,3.160,
2008-07,3.296,
2008-08,3.973,
2008-09,3.895,
2008-10,3.260,
2008-11,3.422,
2008-12,2.950,
2009-01,2.563,
2009-02,2.713,
2009-03,2.444,
2009-04,2.378,
2009-05,2.357,
2009-06,2.287,
2009-07,2.239,
2009-08,2.451,
2009-09,1.807,
2009-10,1.642,
2009-11,1.689,
2009-12,1.703,
2010-01,1.431,
2010-02,1.485,
2010-03,1.215,
2010-04,1.195,
2010-05,1.443,
2010-06,1.518,
2010-07,1.667,
2010-08,1.895,
2010-09,1.677,
2010-10,1.552,
2010-11,1.747,
2010-12,1.818,
2011-01,1.659,
2011-02,1.838,
2011-03,1.812,
2011-04,1.635,
2011-05,1.824,
2011-06,1.744,
2011-07,1.926,
2011-08,2.122,
2011-09,2.116,
2011-10,1.892,
2011-11,1.789,
2011-12,1.688,
2012-01,1.682,
2012-02,1.785,
2012-03,1.780,
2012-04,1.759,
2012-05,1.997,
2012-06,1.960,
2012-07,1.996,
2012-08,2.163,
2012-09,2.041,
2012-10,1.895,
2012-11,1.885,
2012-12,1.747,
2013-01,1.793,
2013-02,2.024,
2013-03,1.939,
2013-04,1.412,
2013-05,1.444,
2013-06,1.326,
2013-07,1.357,
2013-08,1.491,
2013-09,1.405,
2013-10,1.217,
2013-11,1.288,
2013-12,1.102,
2014-01,1.030,
2014-02,1.024,
2014-03,1.078,
2014-04,1.068,
2014-05,1.991,
2014-06,1.476,
2014-07,1.432,
2014-08,1.763,
2014-09,1.708,
2014-10,1.398,
2014-11,1.565,
2014-12,1.647,Provisional value
