"",BBK01.OEHB05V,BBK01.OEHB05V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:42:41,
2002-01,13.852,
2002-04,13.911,
2002-07,13.960,
2002-10,13.954,
2003-01,13.891,
2003-04,14.037,
2003-07,14.079,
2003-10,14.080,
2004-01,13.783,
2004-04,13.748,
2004-07,13.639,
2004-10,13.549,
2005-01,13.352,
2005-04,13.289,
2005-07,13.269,
2005-10,13.283,
2006-01,13.265,
2006-04,13.305,
2006-07,13.268,
2006-10,13.211,
2007-01,13.190,
2007-04,13.121,
2007-07,13.107,
2007-10,13.166,
2008-01,13.023,
2008-04,13.033,
2008-07,13.232,
2008-10,13.256,
2009-01,13.322,
2009-04,13.687,
2009-07,13.753,
2009-10,13.791,
2010-01,13.964,
2010-04,14.117,
2010-07,14.321,
2010-10,14.425,
2011-01,14.464,
2011-04,14.670,
2011-07,15.064,
2011-10,15.198,
2012-01,15.272,
2012-04,15.391,
2012-07,15.639,
2012-10,15.786,
2013-01,15.795,
2013-04,15.896,
2013-07,16.028,
2013-10,16.176,
2014-01,16.182,
2014-04,16.377,
2014-07,16.527,
