"",BBK01.OUZ080,BBK01.OUZ080_FLAGS
"","Subordinated liabilities, Big banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:56:41,
1999-01,16.596,
1999-02,16.644,
1999-03,18.371,
1999-04,19.478,
1999-05,22.229,
1999-06,22.807,
1999-07,23.799,
1999-08,24.717,
1999-09,25.283,
1999-10,26.103,
1999-11,26.982,
1999-12,27.163,
2000-01,27.434,
2000-02,27.530,
2000-03,28.104,
2000-04,28.624,
2000-05,28.362,
2000-06,28.470,
2000-07,29.580,
2000-08,30.454,
2000-09,30.950,
2000-10,32.111,
2000-11,31.524,
2000-12,30.693,
2001-01,30.885,
2001-02,31.395,
2001-03,31.759,
2001-04,32.205,
2001-05,33.824,
2001-06,34.127,
2001-07,33.566,
2001-08,33.117,
2001-09,32.720,
2001-10,32.751,
2001-11,33.003,
2001-12,32.955,
2002-01,33.236,
2002-02,33.801,
2002-03,33.463,
2002-04,32.785,
2002-05,32.228,
2002-06,31.657,
2002-07,32.354,
2002-08,31.479,
2002-09,30.863,
2002-10,30.647,
2002-11,30.397,
2002-12,29.871,
2003-01,30.365,
2003-02,29.192,
2003-03,28.953,
2003-04,28.203,
2003-05,27.950,
2003-06,27.781,
2003-07,28.187,
2003-08,29.155,
2003-09,28.755,
2003-10,27.216,
2003-11,26.384,
2003-12,26.504,
2004-01,27.570,
2004-02,27.956,
2004-03,31.443,
2004-04,31.019,
2004-05,30.570,
2004-06,31.088,
2004-07,31.248,
2004-08,31.513,
2004-09,31.737,
2004-10,30.781,
2004-11,30.594,
2004-12,32.928,
2005-01,33.742,
2005-02,33.753,
2005-03,34.332,
2005-04,35.604,
2005-05,35.820,
2005-06,36.543,
2005-07,36.502,
2005-08,35.914,
2005-09,36.210,
2005-10,36.160,
2005-11,35.538,
2005-12,35.344,
2006-01,35.915,
2006-02,36.298,
2006-03,37.902,
2006-04,37.670,
2006-05,37.597,
2006-06,37.428,
2006-07,37.251,
2006-08,38.638,
2006-09,39.003,
2006-10,37.331,
2006-11,37.944,
2006-12,38.359,
2007-01,38.461,
2007-02,38.055,
2007-03,36.565,
2007-04,36.296,
2007-05,36.825,
2007-06,37.252,
2007-07,37.976,
2007-08,37.835,
2007-09,38.606,
2007-10,38.522,
2007-11,39.473,
2007-12,38.980,
2008-01,39.039,
2008-02,40.174,
2008-03,39.646,
2008-04,40.285,
2008-05,42.232,
2008-06,42.075,
2008-07,42.574,
2008-08,43.248,
2008-09,43.662,
2008-10,44.726,
2008-11,44.352,
2008-12,42.201,
2009-01,43.514,
2009-02,42.628,
2009-03,41.636,
2009-04,40.690,
2009-05,39.822,
2009-06,39.158,
2009-07,38.877,
2009-08,38.661,
2009-09,39.302,
2009-10,39.307,
2009-11,37.263,
2009-12,38.439,
2010-01,38.804,
2010-02,38.744,
2010-03,38.805,
2010-04,38.967,
2010-05,39.654,
2010-06,40.807,
2010-07,39.262,
2010-08,39.544,
2010-09,37.743,
2010-10,37.839,
2010-11,38.499,
2010-12,38.244,
2011-01,37.526,
2011-02,38.566,
2011-03,38.826,
2011-04,38.388,
2011-05,38.483,
2011-06,38.155,
2011-07,38.405,
2011-08,38.221,
2011-09,38.884,
2011-10,38.463,
2011-11,38.814,
2011-12,38.869,
2012-01,38.931,
2012-02,38.509,
2012-03,36.701,
2012-04,36.573,
2012-05,37.271,
2012-06,36.874,
2012-07,37.196,
2012-08,36.880,
2012-09,36.355,
2012-10,36.264,
2012-11,35.810,
2012-12,35.412,
2013-01,33.903,
2013-02,33.717,
2013-03,33.874,
2013-04,33.371,
2013-05,34.617,
2013-06,34.489,
2013-07,35.436,
2013-08,36.112,
2013-09,36.680,
2013-10,36.090,
2013-11,35.770,
2013-12,35.712,
2014-01,34.377,
2014-02,32.034,
2014-03,30.032,
2014-04,29.794,
2014-05,32.969,
2014-06,32.880,
2014-07,32.424,
2014-08,29.299,
2014-09,27.740,
2014-10,27.689,
2014-11,27.536,
