"",BBK01.WX0205,BBK01.WX0205_FLAGS
"",Zero-coupon euro swap curve / bootstrapped and interpolated / 33.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:35,
2002-01,5.363,
2002-02,5.496,
2002-03,5.727,
2002-04,5.647,
2002-05,5.674,
2002-06,5.360,
2002-07,5.247,
2002-08,5.113,
2002-09,5.032,
2002-10,5.212,
2002-11,5.189,
2002-12,4.999,
2003-01,4.846,
2003-02,4.910,
2003-03,5.071,
2003-04,5.126,
2003-05,4.922,
2003-06,5.100,
2003-07,5.376,
2003-08,5.192,
2003-09,5.213,
2003-10,5.277,
2003-11,5.365,
2003-12,5.271,
2004-01,5.281,
2004-02,5.215,
2004-03,5.133,
2004-04,5.236,
2004-05,5.381,
2004-06,5.214,
2004-07,5.128,
2004-08,4.989,
2004-09,4.938,
2004-10,4.875,
2004-11,4.705,
2004-12,4.558,
2005-01,4.285,
2005-02,4.440,
2005-03,4.367,
2005-04,4.279,
2005-05,4.104,
2005-06,3.931,
2005-07,4.030,
2005-08,3.842,
2005-09,3.864,
2005-10,4.032,
2005-11,4.034,
2005-12,3.818,
2006-01,4.011,
2006-02,4.002,
2006-03,4.291,
2006-04,4.476,
2006-05,4.603,
2006-06,4.611,
2006-07,4.511,
2006-08,4.299,
2006-09,4.145,
2006-10,4.038,
2006-11,4.012,
2006-12,4.240,
2007-01,4.407,
2007-02,4.278,
2007-03,4.437,
2007-04,4.490,
2007-05,4.707,
2007-06,4.918,
2007-07,4.738,
2007-08,4.776,
2007-09,4.860,
2007-10,4.780,
2007-11,4.871,
2007-12,4.848,
2008-01,4.722,
2008-02,4.646,
2008-03,4.638,
2008-04,4.781,
2008-05,4.926,
2008-06,4.791,
2008-07,4.653,
2008-08,4.538,
2008-09,4.354,
2008-10,4.056,
2008-11,3.321,
2008-12,3.277,
2009-01,3.451,
2009-02,3.229,
2009-03,3.518,
2009-04,3.626,
2009-05,3.862,
2009-06,3.970,
2009-07,3.871,
2009-08,3.801,
2009-09,3.897,
2009-10,3.866,
2009-11,3.728,
2009-12,3.858,
2010-01,3.762,
2010-02,3.635,
2010-03,3.640,
2010-04,3.467,
2010-05,3.104,
2010-06,3.162,
2010-07,3.304,
2010-08,2.484,
2010-09,2.737,
2010-10,2.834,
2010-11,3.032,
2010-12,3.365,
2011-01,3.556,
2011-02,3.541,
2011-03,3.763,
2011-04,3.693,
2011-05,3.561,
2011-06,3.860,
2011-07,3.411,
2011-08,3.187,
2011-09,2.699,
2011-10,2.816,
2011-11,2.812,
2011-12,2.529,
2012-01,2.450,
2012-02,2.489,
2012-03,2.516,
2012-04,2.491,
2012-05,1.859,
2012-06,2.314,
2012-07,2.306,
2012-08,2.269,
2012-09,2.434,
2012-10,2.433,
2012-11,2.398,
2012-12,2.347,
2013-01,2.517,
2013-02,2.495,
2013-03,2.435,
2013-04,2.258,
2013-05,2.511,
2013-06,2.589,
2013-07,2.578,
2013-08,2.779,
2013-09,2.698,
2013-10,2.712,
2013-11,2.680,
2013-12,2.809,
2014-01,2.591,
2014-02,2.591,
2014-03,2.530,
2014-04,2.446,
2014-05,2.358,
2014-06,2.270,
2014-07,2.163,
2014-08,1.844,
2014-09,2.019,
2014-10,1.894,
2014-11,1.692,
2014-12,1.533,
2015-01,1.204,
