"",BBK01.OUZ341,BBK01.OUZ341_FLAGS
"","Participating interests and shares in affiliated enterprises, Special purpose banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:58:07,
1999-01,1.330,
1999-02,1.326,
1999-03,1.334,
1999-04,1.334,
1999-05,1.336,
1999-06,1.336,
1999-07,1.338,
1999-08,1.265,
1999-09,1.266,
1999-10,1.268,
1999-11,1.273,
1999-12,1.275,
2000-01,1.175,
2000-02,1.175,
2000-03,1.171,
2000-04,1.171,
2000-05,1.132,
2000-06,1.133,
2000-07,1.143,
2000-08,1.143,
2000-09,1.113,
2000-10,1.114,
2000-11,1.262,
2000-12,1.363,
2001-01,1.245,
2001-02,1.244,
2001-03,1.259,
2001-04,1.283,
2001-05,1.282,
2001-06,1.288,
2001-07,1.595,
2001-08,1.595,
2001-09,1.596,
2001-10,1.599,
2001-11,1.600,
2001-12,2.160,
2002-01,2.214,
2002-02,2.215,
2002-03,2.172,
2002-04,2.149,
2002-05,2.149,
2002-06,2.149,
2002-07,2.344,
2002-08,1.787,
2002-09,1.787,
2002-10,1.796,
2002-11,1.796,
2002-12,1.870,
2003-01,1.868,
2003-02,1.891,
2003-03,1.888,
2003-04,1.996,
2003-05,2.000,
2003-06,1.980,
2003-07,1.983,
2003-08,2.015,
2003-09,2.018,
2003-10,2.015,
2003-11,2.017,
2003-12,2.471,
2004-01,2.078,
2004-02,2.065,
2004-03,2.066,
2004-04,2.069,
2004-05,2.068,
2004-06,2.070,
2004-07,2.073,
2004-08,2.074,
2004-09,2.222,
2004-10,2.242,
2004-11,2.245,
2004-12,4.915,
2005-01,5.300,
2005-02,5.306,
2005-03,5.021,
2005-04,5.122,
2005-05,5.124,
2005-06,5.132,
2005-07,5.134,
2005-08,5.125,
2005-09,5.135,
2005-10,5.128,
2005-11,5.530,
2005-12,5.643,
2006-01,5.665,
2006-02,5.666,
2006-03,5.946,
2006-04,5.950,
2006-05,6.035,
2006-06,6.045,
2006-07,6.048,
2006-08,6.057,
2006-09,6.082,
2006-10,6.038,
2006-11,6.058,
2006-12,6.106,
2007-01,6.155,
2007-02,6.385,
2007-03,6.552,
2007-04,6.555,
2007-05,6.555,
2007-06,6.437,
2007-07,6.500,
2007-08,6.507,
2007-09,6.517,
2007-10,6.421,
2007-11,6.571,
2007-12,6.764,
2008-01,7.391,
2008-02,7.746,
2008-03,7.787,
2008-04,7.535,
2008-05,7.540,
2008-06,7.669,
2008-07,7.324,
2008-08,7.574,
2008-09,7.585,
2008-10,7.621,
2008-11,7.622,
2008-12,7.942,
2009-01,7.685,
2009-02,7.478,
2009-03,7.613,
2009-04,7.576,
2009-05,7.654,
2009-06,7.635,
2009-07,7.731,
2009-08,7.663,
2009-09,7.681,
2009-10,7.699,
2009-11,7.532,
2009-12,7.559,
2010-01,7.495,
2010-02,7.519,
2010-03,7.582,
2010-04,7.597,
2010-05,7.588,
2010-06,7.606,
2010-07,7.612,
2010-08,7.609,
2010-09,7.616,
2010-10,7.631,
2010-11,7.648,
2010-12,7.759,
2011-01,7.806,
2011-02,7.897,
2011-03,7.899,
2011-04,7.881,
2011-05,7.905,
2011-06,7.916,
2011-07,7.785,
2011-08,7.742,
2011-09,7.753,
2011-10,7.762,
2011-11,7.725,
2011-12,7.690,
2012-01,7.394,
2012-02,7.405,
2012-03,7.426,
2012-04,7.969,
2012-05,8.005,
2012-06,8.032,
2012-07,8.044,
2012-08,7.999,
2012-09,8.003,
2012-10,8.011,
2012-11,8.021,
2012-12,7.464,
2013-01,7.439,
2013-02,7.448,
2013-03,7.465,
2013-04,7.466,
2013-05,7.482,
2013-06,7.474,
2013-07,7.490,
2013-08,7.498,
2013-09,7.508,
2013-10,7.503,
2013-11,7.512,
2013-12,7.532,
2014-01,7.573,
2014-02,7.568,
2014-03,7.569,
2014-04,7.559,
2014-05,7.653,
2014-06,7.657,
2014-07,7.676,
2014-08,7.684,
2014-09,7.735,
2014-10,7.758,
2014-11,7.765,
