"",BBK01.OUU345,BBK01.OUU345_FLAGS
"",Loans to domestic general governments / Total / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:54:17,
1999-01,1.280,
1999-02,1.245,
1999-03,1.185,
1999-04,1.168,
1999-05,1.141,
1999-06,1.119,
1999-07,1.105,
1999-08,1.094,
1999-09,1.087,
1999-10,1.082,
1999-11,1.081,
1999-12,1.109,
2000-01,1.144,
2000-02,1.160,
2000-03,1.157,
2000-04,1.086,
2000-05,1.162,
2000-06,1.171,
2000-07,1.163,
2000-08,1.154,
2000-09,1.165,
2000-10,1.204,
2000-11,1.207,
2000-12,1.241,
2001-01,1.239,
2001-02,1.265,
2001-03,1.259,
2001-04,1.228,
2001-05,1.221,
2001-06,1.220,
2001-07,1.235,
2001-08,1.250,
2001-09,1.245,
2001-10,1.244,
2001-11,1.252,
2001-12,1.273,
2002-01,1.286,
2002-02,1.285,
2002-03,1.285,
2002-04,1.306,
2002-05,1.295,
2002-06,1.279,
2002-07,1.270,
2002-08,1.266,
2002-09,1.275,
2002-10,1.236,
2002-11,1.232,
2002-12,1.199,
2003-01,1.125,
2003-02,1.154,
2003-03,1.134,
2003-04,1.115,
2003-05,1.091,
2003-06,1.082,
2003-07,1.069,
2003-08,1.073,
2003-09,1.069,
2003-10,1.063,
2003-11,1.059,
2003-12,1.031,
2004-01,1.024,
2004-02,1.017,
2004-03,0.994,
2004-04,1.008,
2004-05,0.994,
2004-06,1.025,
2004-07,0.994,
2004-08,0.974,
2004-09,0.973,
2004-10,0.966,
2004-11,0.969,
2004-12,0.921,
2005-01,0.920,
2005-02,0.878,
2005-03,0.872,
2005-04,0.867,
2005-05,0.870,
2005-06,0.891,
2005-07,0.911,
2005-08,0.906,
2005-09,0.952,
2005-10,0.962,
2005-11,1.040,
2005-12,1.051,
2006-01,1.050,
2006-02,1.065,
2006-03,1.593,
2006-04,1.765,
2006-05,2.020,
2006-06,2.017,
2006-07,2.011,
2006-08,2.005,
2006-09,2.004,
2006-10,2.002,
2006-11,1.992,
2006-12,2.064,
2007-01,2.112,
2007-02,2.221,
2007-03,2.224,
2007-04,2.253,
2007-05,2.303,
2007-06,2.303,
2007-07,2.296,
2007-08,2.297,
2007-09,2.299,
2007-10,2.321,
2007-11,2.327,
2007-12,2.323,
2008-01,2.157,
2008-02,2.170,
2008-03,2.144,
2008-04,2.142,
2008-05,2.139,
2008-06,2.149,
2008-07,2.164,
2008-08,2.150,
2008-09,2.148,
2008-10,2.099,
2008-11,2.101,
2008-12,2.096,
2009-01,2.052,
2009-02,2.001,
2009-03,1.831,
2009-04,1.759,
2009-05,1.801,
2009-06,1.801,
2009-07,1.794,
2009-08,1.815,
2009-09,1.841,
2009-10,1.940,
2009-11,2.002,
2009-12,2.023,
2010-01,2.044,
2010-02,2.031,
2010-03,2.127,
2010-04,2.453,
2010-05,2.450,
2010-06,2.754,
2010-07,2.762,
2010-08,2.929,
2010-09,3.209,
2010-10,3.273,
2010-11,3.282,
2010-12,3.314,
2011-01,3.377,
2011-02,3.381,
2011-03,3.381,
2011-04,3.450,
2011-05,3.773,
2011-06,3.760,
2011-07,3.657,
2011-08,3.852,
2011-09,3.729,
2011-10,3.871,
2011-11,3.898,
2011-12,4.100,
2012-01,4.096,
2012-02,3.942,
2012-03,3.990,
2012-04,3.979,
2012-05,4.032,
2012-06,4.031,
2012-07,3.926,
2012-08,3.922,
2012-09,3.908,
2012-10,3.932,
2012-11,3.938,
2012-12,3.937,
2013-01,4.000,
2013-02,4.141,
2013-03,4.223,
2013-04,4.324,
2013-05,4.585,
2013-06,4.554,
2013-07,4.635,
2013-08,4.632,
2013-09,4.633,
2013-10,4.579,
2013-11,4.617,
2013-12,4.583,
2014-01,4.571,
2014-02,4.574,
2014-03,4.567,
2014-04,4.569,
2014-05,4.592,
2014-06,4.551,
2014-07,4.508,
2014-08,4.507,
2014-09,4.530,
2014-10,4.528,
2014-11,4.537,
2014-12,4.745,Provisional value
