"",BBK01.PQC358,BBK01.PQC358_FLAGS
"",Lending to domestic self-employed persons / Total / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:52,
1968-10,1.546,
1969-01,1.701,
1969-04,1.835,
1969-07,1.895,
1969-10,2.214,
1970-01,2.337,
1970-04,2.458,
1970-07,2.522,
1970-10,2.510,
1971-01,2.560,
1971-04,2.658,
1971-07,2.874,
1971-10,3.028,
1972-01,3.016,
1972-04,3.199,
1972-07,3.282,
1972-10,3.653,
1973-01,3.912,
1973-04,4.157,
1973-07,4.238,
1973-10,4.162,
1974-01,4.135,
1974-04,4.135,
1974-07,4.219,
1974-10,4.183,
1975-01,3.928,
1975-04,3.952,
1975-07,3.879,
1975-10,3.995,
1976-01,3.903,
1976-04,4.125,
1976-07,4.285,
1976-10,4.673,
1977-01,4.541,
1977-04,4.836,
1977-07,5.031,
1977-10,5.292,
1978-01,5.219,
1978-04,5.409,
1978-07,5.556,
1978-10,6.035,
1979-01,6.089,
1979-04,6.546,
1979-07,6.738,
1979-10,7.319,
1980-01,7.102,
1980-04,7.342,
1980-07,7.320,
1980-10,7.684,
1981-01,7.661,
1981-04,7.740,
1981-07,7.929,
1981-10,8.337,
1982-01,8.216,
1982-04,8.279,
1982-07,8.535,
1982-10,9.242,
1983-01,9.239,
1983-04,9.512,
1983-07,9.805,
1983-10,10.751,
1984-01,10.843,
1984-04,11.259,
1984-07,11.605,
1984-10,12.197,
1985-01,12.238,
1985-04,12.406,
1985-07,12.603,
1985-10,13.520,
1986-01,13.467,
1986-04,13.774,
1986-07,14.098,
1986-10,14.900,
1987-01,14.657,
1987-04,14.876,
1987-07,15.404,
1987-10,16.083,
1988-01,16.161,
1988-04,17.323,
1988-07,17.710,
1988-10,18.603,
1989-01,18.694,
1989-04,19.349,
1989-07,19.665,
1989-10,21.106,
1990-01,21.648,
1990-04,22.268,
1990-07,22.874,
1990-10,24.620,
1991-01,25.026,
1991-04,25.835,
1991-07,26.749,
1991-10,28.385,
1992-01,28.682,
1992-04,29.268,
1992-07,29.684,
1992-10,30.693,
1993-01,30.574,
1993-04,30.836,
1993-07,31.195,
1993-10,32.498,
1994-01,32.754,
1994-04,33.273,
1994-07,33.696,
1994-10,35.032,
1995-01,34.177,
1995-04,34.735,
1995-07,35.136,
1995-10,36.731,
1996-01,36.454,
1996-04,36.813,
1996-07,37.277,
1996-10,39.548,
1997-01,39.452,
1997-04,39.899,
1997-07,40.102,
1997-10,41.135,
1998-01,41.106,
1998-04,41.401,
1998-07,41.974,
1998-10,43.722,
1999-01,80.405,
1999-04,80.843,
1999-07,71.445,
1999-10,71.514,
2000-01,70.862,
2000-04,71.054,
2000-07,71.377,
2000-10,71.492,
2001-01,70.767,
2001-04,71.582,
2001-07,70.563,
2001-10,70.212,
2002-01,69.408,
2002-04,68.669,
2002-07,67.847,
2002-10,66.787,
2003-01,65.021,
2003-04,64.135,
2003-07,62.678,
2003-10,61.333,
2004-01,59.779,
2004-04,59.643,
2004-07,59.163,
2004-10,62.491,
2005-01,61.147,
2005-04,60.152,
2005-07,59.098,
2005-10,58.007,
2006-01,56.836,
2006-04,54.971,
2006-07,54.108,
2006-10,52.215,
2007-01,50.658,
2007-04,49.364,
2007-07,48.031,
2007-10,47.220,
2008-01,45.983,
2008-04,44.987,
2008-07,43.766,
2008-10,42.251,
2009-01,40.981,
2009-04,40.313,
2009-07,39.342,
2009-10,38.178,
2010-01,37.604,
2010-04,36.790,
2010-07,36.181,
2010-10,35.496,
2011-01,34.738,
2011-04,34.025,
2011-07,33.395,
2011-10,32.363,
2012-01,31.394,
2012-04,31.006,
2012-07,30.586,
2012-10,30.373,
2013-01,30.088,
2013-04,29.976,
2013-07,30.330,
2013-10,30.143,
2014-01,29.942,
2014-04,30.037,
2014-07,29.901,
2014-10,30.014,
