"",BBK01.WXI025,BBK01.WXI025_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:39:54,
2009-09,27711,
2009-10,27312,
2009-11,27210,
2009-12,27601,
2010-01,28214,
2010-02,28389,
2010-03,28868,
2010-04,28748,
2010-05,31029,
2010-06,30127,
2010-07,29462,
2010-08,29093,
2010-09,28923,
2010-10,28350,
2010-11,28940,
2010-12,27881,
2011-01,27673,
2011-02,27525,
2011-03,27180,
2011-04,26903,
2011-05,26894,
2011-06,26790,
2011-07,26705,
2011-08,26355,
2011-09,27180,
2011-10,26319,
2011-11,26666,
2011-12,26019,
2012-01,26142,
2012-02,26015,
2012-03,25666,
2012-04,26300,
2012-05,26452,
2012-06,25845,
2012-07,25831,
2012-08,25043,
2012-09,24286,
2012-10,23262,
2012-11,22926,
2012-12,23159,
2013-01,23201,
2013-02,22895,
2013-03,22108,
2013-04,22085,
2013-05,21619,
2013-06,21915,
2013-07,20290,
2013-08,20278,
2013-09,19932,
2013-10,19694,
2013-11,19647,
2013-12,19866,
2014-01,19888,
2014-02,19231,
2014-03,18985,
2014-04,19708,
2014-05,19005,
2014-06,19219,
2014-07,18474,
2014-08,18055,
2014-09,18814,
2014-10,18071,
2014-11,18521,
