"",BBK01.OEAC02H,BBK01.OEAC02H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:49:35,
2002-01,31.321,
2002-04,31.039,
2002-07,30.755,
2002-10,30.043,
2003-01,28.776,
2003-04,28.478,
2003-07,27.580,
2003-10,27.313,
2004-01,26.802,
2004-04,26.179,
2004-07,25.305,
2004-10,24.477,
2005-01,24.222,
2005-04,23.617,
2005-07,23.152,
2005-10,21.789,
2006-01,22.463,
2006-04,23.215,
2006-07,23.071,
2006-10,22.817,
2007-01,22.410,
2007-04,22.914,
2007-07,23.305,
2007-10,22.922,
2008-01,23.471,
2008-04,24.478,
2008-07,24.685,
2008-10,25.301,
2009-01,26.502,
2009-04,25.444,
2009-07,24.949,
2009-10,23.617,
2010-01,22.648,
2010-04,23.675,
2010-07,23.393,
2010-10,21.909,
2011-01,23.165,
2011-04,23.180,
2011-07,23.646,
2011-10,23.822,
2012-01,23.699,
2012-04,23.925,
2012-07,23.081,
2012-10,23.021,
2013-01,23.558,
2013-04,23.348,
2013-07,23.032,
2013-10,22.329,
2014-01,21.915,
2014-04,22.347,
2014-07,22.043,
