"",BBK01.OUZ010,BBK01.OUZ010_FLAGS
"","Shares and other variable yield securities, All categories of banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:55:51,
1999-01,147.593,
1999-02,150.587,
1999-03,164.546,
1999-04,174.791,
1999-05,179.276,
1999-06,160.171,
1999-07,160.290,
1999-08,159.734,
1999-09,154.449,
1999-10,164.107,
1999-11,159.808,
1999-12,170.149,
2000-01,177.268,
2000-02,173.744,
2000-03,210.396,
2000-04,220.634,
2000-05,235.871,
2000-06,196.469,
2000-07,203.203,
2000-08,202.675,
2000-09,205.915,
2000-10,202.684,
2000-11,207.234,
2000-12,208.633,
2001-01,221.960,
2001-02,234.068,
2001-03,231.358,
2001-04,255.731,
2001-05,247.672,
2001-06,212.375,
2001-07,219.121,
2001-08,214.732,
2001-09,207.055,
2001-10,210.089,
2001-11,207.457,
2001-12,218.605,
2002-01,213.524,
2002-02,215.876,
2002-03,204.703,
2002-04,218.490,
2002-05,204.868,
2002-06,195.883,
2002-07,192.087,
2002-08,193.319,
2002-09,177.550,
2002-10,190.867,
2002-11,195.612,
2002-12,189.977,
2003-01,185.265,
2003-02,181.863,
2003-03,174.582,
2003-04,179.708,
2003-05,178.764,
2003-06,188.354,
2003-07,193.777,
2003-08,192.217,
2003-09,186.239,
2003-10,187.907,
2003-11,198.279,
2003-12,202.989,
2004-01,208.740,
2004-02,205.786,
2004-03,214.496,
2004-04,220.870,
2004-05,220.954,
2004-06,213.196,
2004-07,212.549,
2004-08,217.501,
2004-09,215.299,
2004-10,220.950,
2004-11,229.067,
2004-12,243.052,
2005-01,254.606,
2005-02,255.428,
2005-03,261.478,
2005-04,299.588,
2005-05,288.539,
2005-06,265.124,
2005-07,270.830,
2005-08,279.037,
2005-09,281.759,
2005-10,278.038,
2005-11,295.174,
2005-12,297.365,
2006-01,303.404,
2006-02,292.885,
2006-03,289.539,
2006-04,316.675,
2006-05,308.124,
2006-06,283.676,
2006-07,288.924,
2006-08,296.678,
2006-09,301.208,
2006-10,310.285,
2006-11,336.732,
2006-12,344.254,
2007-01,353.396,
2007-02,351.441,
2007-03,345.157,
2007-04,381.713,
2007-05,384.090,
2007-06,356.406,
2007-07,341.252,
2007-08,334.526,
2007-09,337.157,
2007-10,322.321,
2007-11,335.254,
2007-12,334.945,
2008-01,334.165,
2008-02,303.631,
2008-03,296.345,
2008-04,342.597,
2008-05,327.685,
2008-06,275.834,
2008-07,277.985,
2008-08,272.666,
2008-09,258.833,
2008-10,248.502,
2008-11,241.104,
2008-12,222.639,
2009-01,237.714,
2009-02,217.987,
2009-03,215.495,
2009-04,241.879,
2009-05,230.888,
2009-06,215.854,
2009-07,225.972,
2009-08,221.413,
2009-09,218.788,
2009-10,233.880,
2009-11,253.829,
2009-12,222.131,
2010-01,235.310,
2010-02,232.387,
2010-03,213.952,
2010-04,233.549,
2010-05,207.308,
2010-06,203.315,
2010-07,207.074,
2010-08,213.950,
2010-09,198.541,
2010-10,223.891,
2010-11,243.513,
2010-12,214.332,
2011-01,236.055,
2011-02,234.348,
2011-03,227.762,
2011-04,244.752,
2011-05,236.786,
2011-06,223.087,
2011-07,237.351,
2011-08,206.306,
2011-09,184.331,
2011-10,198.568,
2011-11,204.950,
2011-12,211.675,
2012-01,224.929,
2012-02,234.848,
2012-03,217.229,
2012-04,243.733,
2012-05,214.725,
2012-06,203.335,
2012-07,216.865,
2012-08,222.046,
2012-09,211.376,
2012-10,249.355,
2012-11,245.027,
2012-12,225.087,
2013-01,259.859,
2013-02,249.106,
2013-03,229.956,
2013-04,264.244,
2013-05,265.423,
2013-06,224.737,
2013-07,253.986,
2013-08,247.807,
2013-09,226.058,
2013-10,256.813,
2013-11,266.798,
2013-12,231.270,
2014-01,253.417,
2014-02,238.747,
2014-03,224.206,
2014-04,249.043,
2014-05,248.412,
2014-06,239.311,
2014-07,267.850,
2014-08,266.348,
2014-09,238.098,
2014-10,242.511,
2014-11,257.358,
