"",BBK01.CEB720,BBK01.CEB720_FLAGS
"",Other liabilities debtor: Domestic financial corporations                    creditor: All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:18:45,
1991-01,85.4,
1991-04,72.8,
1991-07,83.5,
1991-10,85.8,
1992-01,105.4,
1992-04,98.2,
1992-07,91.3,
1992-10,113.5,
1993-01,117.2,
1993-04,116.4,
1993-07,120.3,
1993-10,137.6,
1994-01,135.3,
1994-04,129.9,
1994-07,128.6,
1994-10,141.1,
1995-01,153.1,
1995-04,142.2,
1995-07,151.3,
1995-10,148.8,
1996-01,166.8,
1996-04,163.3,
1996-07,167.3,
1996-10,171.8,
1997-01,190.6,
1997-04,186.8,
1997-07,207.1,
1997-10,209.4,
1998-01,231.9,
1998-04,244.7,
1998-07,245.8,
1998-10,233.2,
1999-01,233.6,
1999-04,229.7,
1999-07,239.0,
1999-10,292.7,
2000-01,275.6,
2000-04,299.9,
2000-07,294.5,
2000-10,295.0,
2001-01,315.8,
2001-04,292.8,
2001-07,297.8,
2001-10,311.3,
2002-01,319.6,
2002-04,309.3,
2002-07,312.0,
2002-10,322.9,
2003-01,340.6,
2003-04,335.4,
2003-07,317.1,
2003-10,323.1,
2004-01,324.8,
2004-04,316.6,
2004-07,318.6,
2004-10,338.4,
2005-01,320.3,
2005-04,320.0,
2005-07,333.5,
2005-10,326.5,
2006-01,331.2,
2006-04,334.7,
2006-07,342.8,
2006-10,359.5,
2007-01,369.1,
2007-04,372.9,
2007-07,392.0,
2007-10,400.1,
2008-01,412.2,
2008-04,421.7,
2008-07,456.3,
2008-10,470.9,
2009-01,490.2,
2009-04,413.5,
2009-07,424.7,
2009-10,423.3,
2010-01,406.6,
2010-04,431.3,
2010-07,402.6,
2010-10,208.4,
2011-01,212.4,
2011-04,216.9,
2011-07,175.7,
2011-10,212.2,
2012-01,216.2,
2012-04,209.5,
2012-07,197.1,
2012-10,219.4,
2013-01,247.0,
2013-04,236.9,
2013-07,237.4,
2013-10,254.6,
2014-01,232.6,
