"",BBK01.OEAA06H,BBK01.OEAA06H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:15:44,
2002-01,43.029,
2002-04,42.454,
2002-07,41.771,
2002-10,40.469,
2003-01,39.733,
2003-04,39.405,
2003-07,39.773,
2003-10,41.935,
2004-01,40.367,
2004-04,41.116,
2004-07,40.105,
2004-10,39.117,
2005-01,38.867,
2005-04,38.515,
2005-07,38.897,
2005-10,40.190,
2006-01,39.696,
2006-04,39.995,
2006-07,40.539,
2006-10,39.889,
2007-01,39.522,
2007-04,40.672,
2007-07,41.076,
2007-10,42.695,
2008-01,52.248,
2008-04,56.633,
2008-07,59.409,
2008-10,63.834,
2009-01,63.637,
2009-04,63.701,
2009-07,65.679,
2009-10,64.485,
2010-01,62.951,
2010-04,62.212,
2010-07,59.919,
2010-10,57.007,
2011-01,56.201,
2011-04,54.564,
2011-07,62.202,
2011-10,64.716,
2012-01,61.568,
2012-04,61.642,
2012-07,61.526,
2012-10,61.383,
2013-01,61.811,
2013-04,58.652,
2013-07,57.726,
2013-10,57.349,
2014-01,57.672,
2014-04,59.009,
2014-07,60.460,
