"",BBK01.OEAC14O,BBK01.OEAC14O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:51:05,
2002-01,19.037,
2002-04,19.810,
2002-07,19.849,
2002-10,19.763,
2003-01,19.342,
2003-04,18.560,
2003-07,17.302,
2003-10,17.527,
2004-01,17.491,
2004-04,17.603,
2004-07,17.515,
2004-10,17.374,
2005-01,17.341,
2005-04,17.308,
2005-07,17.332,
2005-10,17.153,
2006-01,17.134,
2006-04,17.173,
2006-07,17.189,
2006-10,17.228,
2007-01,17.195,
2007-04,17.140,
2007-07,17.062,
2007-10,16.864,
2008-01,16.858,
2008-04,16.887,
2008-07,16.634,
2008-10,16.669,
2009-01,16.539,
2009-04,16.721,
2009-07,16.680,
2009-10,16.732,
2010-01,16.632,
2010-04,16.710,
2010-07,16.919,
2010-10,16.865,
2011-01,16.595,
2011-04,16.650,
2011-07,16.693,
2011-10,16.696,
2012-01,16.737,
2012-04,17.431,
2012-07,17.408,
2012-10,17.651,
2013-01,17.378,
2013-04,17.309,
2013-07,17.576,
2013-10,17.699,
2014-01,17.595,
2014-04,17.614,
2014-07,17.599,
