"",BBK01.OEAA07N,BBK01.OEAA07N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:18:03,
2002-01,398.091,
2002-04,403.362,
2002-07,406.247,
2002-10,408.046,
2003-01,399.054,
2003-04,398.282,
2003-07,401.419,
2003-10,390.966,
2004-01,392.485,
2004-04,395.450,
2004-07,398.469,
2004-10,358.986,
2005-01,372.123,
2005-04,375.462,
2005-07,380.147,
2005-10,384.686,
2006-01,402.741,
2006-04,406.261,
2006-07,410.364,
2006-10,410.894,
2007-01,408.952,
2007-04,412.253,
2007-07,415.900,
2007-10,417.520,
2008-01,417.848,
2008-04,424.714,
2008-07,409.203,
2008-10,412.330,
2009-01,410.988,
2009-04,416.277,
2009-07,419.760,
2009-10,422.699,
2010-01,424.020,
2010-04,423.067,
2010-07,425.284,
2010-10,428.566,
2011-01,428.938,
2011-04,430.101,
2011-07,432.373,
2011-10,434.620,
2012-01,434.656,
2012-04,420.429,
2012-07,423.388,
2012-10,423.893,
2013-01,422.596,
2013-04,424.212,
2013-07,422.924,
2013-10,423.912,
2014-01,424.719,
2014-04,425.711,
2014-07,428.093,
