"",BBK01.OEAE28H,BBK01.OEAE28H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:03:14,
2002-01,118.906,
2002-04,118.256,
2002-07,118.721,
2002-10,118.623,
2003-01,118.380,
2003-04,117.948,
2003-07,116.522,
2003-10,118.792,
2004-01,117.122,
2004-04,117.088,
2004-07,116.468,
2004-10,114.326,
2005-01,114.895,
2005-04,114.282,
2005-07,114.074,
2005-10,113.234,
2006-01,112.935,
2006-04,111.837,
2006-07,110.511,
2006-10,108.651,
2007-01,108.307,
2007-04,106.238,
2007-07,105.380,
2007-10,103.631,
2008-01,103.104,
2008-04,102.575,
2008-07,102.016,
2008-10,98.438,
2009-01,96.956,
2009-04,82.934,
2009-07,83.078,
2009-10,83.280,
2010-01,81.198,
2010-04,80.288,
2010-07,79.984,
2010-10,79.476,
2011-01,79.234,
2011-04,79.814,
2011-07,80.017,
2011-10,81.015,
2012-01,81.714,
2012-04,84.762,
2012-07,84.733,
2012-10,85.494,
2013-01,85.721,
2013-04,86.140,
2013-07,84.744,
2013-10,84.946,
2014-01,84.589,
2014-04,83.856,
2014-07,84.921,
