"",BBNZ1.Q.DE.Y.G.0065.A,BBNZ1.Q.DE.Y.G.0065.A_FLAGS
"","Germany / National accounts / Origin of GDP / Public services, education and health / At current prices / Calendar and seasonally adjusted",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-25 17:37:49,
1991-01,53.989,
1991-04,57.743,
1991-07,57.406,
1991-10,59.441,
1992-01,60.695,
1992-04,63.019,
1992-07,65.012,
1992-10,64.890,
1993-01,65.507,
1993-04,67.235,
1993-07,66.964,
1993-10,67.138,
1994-01,69.026,
1994-04,69.113,
1994-07,69.865,
1994-10,71.296,
1995-01,71.771,
1995-04,72.946,
1995-07,74.279,
1995-10,74.655,
1996-01,75.107,
1996-04,75.295,
1996-07,76.604,
1996-10,77.547,
1997-01,77.151,
1997-04,77.000,
1997-07,77.325,
1997-10,77.940,
1998-01,77.925,
1998-04,78.587,
1998-07,78.493,
1998-10,78.672,
1999-01,79.308,
1999-04,79.780,
1999-07,80.411,
1999-10,80.930,
2000-01,81.036,
2000-04,81.114,
2000-07,81.857,
2000-10,82.434,
2001-01,82.936,
2001-04,82.772,
2001-07,83.585,
2001-10,85.516,
2002-01,86.129,
2002-04,85.923,
2002-07,86.758,
2002-10,89.257,
2003-01,87.219,
2003-04,86.845,
2003-07,89.468,
2003-10,88.610,
2004-01,88.970,
2004-04,89.444,
2004-07,89.641,
2004-10,88.975,
2005-01,90.140,
2005-04,90.008,
2005-07,90.356,
2005-10,90.250,
2006-01,90.651,
2006-04,91.031,
2006-07,91.141,
2006-10,92.268,
2007-01,91.937,
2007-04,92.399,
2007-07,92.893,
2007-10,93.503,
2008-01,94.938,
2008-04,95.650,
2008-07,95.731,
2008-10,97.110,
2009-01,98.910,
2009-04,99.863,
2009-07,100.777,
2009-10,100.478,
2010-01,103.773,
2010-04,103.323,
2010-07,103.812,
2010-10,103.471,
2011-01,106.470,
2011-04,106.973,
2011-07,107.024,
2011-10,107.294,
2012-01,109.160,
2012-04,110.166,
2012-07,110.717,
2012-10,111.837,
2013-01,112.879,
2013-04,114.150,
2013-07,115.065,
2013-10,116.536,
2014-01,117.851,
2014-04,118.630,
2014-07,119.242,
2014-10,121.074,
