"",BBK01.CEB0N0,BBK01.CEB0N0_FLAGS
"",Liabilities debtor: Rest of the world                    creditor: All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:18:02,
1991-01,820.1,
1991-04,826.1,
1991-07,831.9,
1991-10,823.8,
1992-01,850.1,
1992-04,854.2,
1992-07,874.8,
1992-10,911.3,
1993-01,972.0,
1993-04,1003.6,
1993-07,1026.9,
1993-10,1079.4,
1994-01,1067.0,
1994-04,1040.2,
1994-07,1050.0,
1994-10,1090.3,
1995-01,1089.8,
1995-04,1134.7,
1995-07,1163.1,
1995-10,1176.7,
1996-01,1212.8,
1996-04,1238.3,
1996-07,1255.1,
1996-10,1317.3,
1997-01,1409.2,
1997-04,1489.7,
1997-07,1554.7,
1997-10,1592.2,
1998-01,1747.3,
1998-04,1826.9,
1998-07,1821.6,
1998-10,1903.0,
1999-01,2087.4,
1999-04,2181.2,
1999-07,2222.6,
1999-10,2368.5,
2000-01,2529.0,
2000-04,2625.2,
2000-07,2765.3,
2000-10,2812.3,
2001-01,2932.4,
2001-04,2999.0,
2001-07,2957.6,
2001-10,3072.8,
2002-01,3130.5,
2002-04,3060.1,
2002-07,3065.3,
2002-10,3029.9,
2003-01,3087.9,
2003-04,3180.8,
2003-07,3160.0,
2003-10,3186.4,
2004-01,3289.1,
2004-04,3311.2,
2004-07,3416.3,
2004-10,3458.5,
2005-01,3672.4,
2005-04,3863.0,
2005-07,3978.4,
2005-10,4117.7,
2006-01,4393.7,
2006-04,4401.4,
2006-07,4530.3,
2006-10,4610.7,
2007-01,4780.7,
2007-04,4984.1,
2007-07,5052.6,
2007-10,5071.1,
2008-01,5173.4,
2008-04,5216.0,
2008-07,5311.5,
2008-10,5074.4,
2009-01,5039.0,
2009-04,5132.2,
2009-07,5157.4,
2009-10,5212.3,
2010-01,5385.9,
2010-04,5606.8,
2010-07,5618.8,
2010-10,5665.1,
2011-01,5617.2,
2011-04,5669.4,
2011-07,5880.1,
2011-10,5868.2,
2012-01,6198.7,
2012-04,6374.7,
2012-07,6440.8,
2012-10,6417.9,
2013-01,6470.0,
2013-04,6448.0,
2013-07,6413.4,
2013-10,6376.4,
2014-01,6504.8,
