"",BBEX3.A.KZT.USD.CA.AC.A04,BBEX3.A.KZT.USD.CA.AC.A04_FLAGS
"",Exchange rates for the US dollar in Kazakhstan / USD 1 = KZT ... (middle),
unit,KZT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-19 15:14:54,
1994,37.55,
1995,61.26,
1996,67.62,
1997,75.49,
1998,78.63,
1999,121.03,
2000,142.32,
2001,146.82,
2002,153.36,
2003,149.42,
2004,135.84,
2005,133.01,
2006,125.98,
2007,122.42,
2008,120.30,
2009,147.85,comment
2010,147.34,
2011,146.69,
2012,149.16,
2013,152.21,
2014,180.13,
"",General: The tenge was introduced as legal tender with effect from 15 November 1993. The currency conversion from rouble to the tenge occurred at the rate of RUR 500 = KZT 1; the tenge has been the sole legal tender since 18 November 1993. Exchange rate as of 15 November 1993: USD 1 = KZT 4.70.,
"","Source: National Bank of Kazakhstan, Almaty.",
"","Methodology: Until 2000, calculated on the basis of month-end rates, and from 2001 on the basis of mid-month and month-end rates.",
"","Comment on 2009: On 5 February 2009, the tenge was devalued. We recorded the following exchange rates.  4 February 2009: USD 1 = KZT 122,32  5 February 2009: USD 1 = KZT 143,98.  Calculated devaluation: 15.0%.",
