"",BBK01.OUE198,BBK01.OUE198_FLAGS
"",Time deposits of domestic government / for more than one year up to and including two years / Branches of foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:22:33,
1999-01,0.021,
1999-02,0.022,
1999-03,0.022,
1999-04,0.021,
1999-05,0.021,
1999-06,0.021,
1999-07,0.020,
1999-08,0.017,
1999-09,0.019,
1999-10,0.024,
1999-11,0.026,
1999-12,0.026,
2000-01,0.031,
2000-02,0.029,
2000-03,0.021,
2000-04,0.024,
2000-05,0.024,
2000-06,0.033,
2000-07,0.031,
2000-08,0.032,
2000-09,0.030,
2000-10,0.027,
2000-11,0.033,
2000-12,0.032,
2001-01,0.027,
2001-02,0.025,
2001-03,0.025,
2001-04,0.028,
2001-05,0.028,
2001-06,0.026,
2001-07,0.017,
2001-08,0.015,
2001-09,0.013,
2001-10,0.016,
2001-11,0.015,
2001-12,0.015,
2002-01,0.015,
2002-02,0.014,
2002-03,0.014,
2002-04,0.009,
2002-05,0.009,
2002-06,0.014,
2002-07,0.014,
2002-08,0.014,
2002-09,0.010,
2002-10,0.007,
2002-11,0.008,
2002-12,0.008,
2003-01,0.008,
2003-02,0.008,
2003-03,0.008,
2003-04,0.013,
2003-05,0.014,
2003-06,0.014,
2003-07,0.018,
2003-08,0.021,
2003-09,0.021,
2003-10,0.022,
2003-11,0.033,
2003-12,0.074,
2004-01,0.074,
2004-02,0.074,
2004-03,0.074,
2004-04,0.068,
2004-05,0.067,
2004-06,0.064,
2004-07,0.073,
2004-08,0.069,
2004-09,0.071,
2004-10,0.070,
2004-11,0.067,
2004-12,0.025,
2005-01,0.025,
2005-02,0.025,
2005-03,0.025,
2005-04,0.026,
2005-05,0.027,
2005-06,0.027,
2005-07,0.027,
2005-08,0.027,
2005-09,0.023,
2005-10,0.023,
2005-11,0.018,
2005-12,0.018,
2006-01,0.018,
2006-02,0.018,
2006-03,0.018,
2006-04,0.023,
2006-05,0.023,
2006-06,0.021,
2006-07,0.013,
2006-08,0.030,
2006-09,0.035,
2006-10,0.028,
2006-11,0.026,
2006-12,0.030,
2007-01,0.034,
2007-02,0.034,
2007-03,0.040,
2007-04,0.038,
2007-05,0.038,
2007-06,0.043,
2007-07,0.036,
2007-08,0.037,
2007-09,0.048,
2007-10,0.056,
2007-11,0.059,
2007-12,0.062,
2008-01,0.064,
2008-02,0.096,
2008-03,0.098,
2008-04,0.090,
2008-05,0.099,
2008-06,0.094,
2008-07,0.097,
2008-08,0.103,
2008-09,0.092,
2008-10,0.094,
2008-11,0.087,
2008-12,0.091,
2009-01,0.086,
2009-02,0.071,
2009-03,0.080,
2009-04,0.067,
2009-05,0.071,
2009-06,0.069,
2009-07,0.071,
2009-08,0.080,
2009-09,0.070,
2009-10,0.059,
2009-11,0.057,
2009-12,0.052,
2010-01,0.054,
2010-02,0.055,
2010-03,0.050,
2010-04,0.061,
2010-05,0.045,
2010-06,0.036,
2010-07,0.035,
2010-08,0.027,
2010-09,0.038,
2010-10,0.043,
2010-11,0.054,
2010-12,0.060,
2011-01,0.058,
2011-02,0.081,
2011-03,0.081,
2011-04,0.087,
2011-05,0.088,
2011-06,0.088,
2011-07,0.088,
2011-08,0.100,
2011-09,0.095,
2011-10,0.107,
2011-11,0.113,
2011-12,0.094,
2012-01,0.097,
2012-02,0.121,
2012-03,0.119,
2012-04,0.105,
2012-05,0.136,
2012-06,0.134,
2012-07,0.154,
2012-08,0.168,
2012-09,0.188,
2012-10,0.190,
2012-11,0.215,
2012-12,0.216,
2013-01,0.165,
2013-02,0.132,
2013-03,0.137,
2013-04,0.144,
2013-05,0.174,
2013-06,0.188,
2013-07,0.181,
2013-08,0.205,
2013-09,0.193,
2013-10,0.194,
2013-11,0.193,
2013-12,0.178,
2014-01,0.183,
2014-02,0.186,
2014-03,0.195,
2014-04,0.199,
2014-05,0.186,
2014-06,0.185,
2014-07,0.171,
2014-08,0.174,
2014-09,0.151,
2014-10,0.152,
2014-11,0.148,
2014-12,0.624,Provisional value
