"",BBK01.TUE378,BBK01.TUE378_FLAGS
"",Deposits of general government / Other general government / Overnight / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:09,
1997-09,40275,
1997-10,42554,
1997-11,44354,
1997-12,46381,
1998-01,44372,
1998-02,48815,
1998-03,41490,
1998-04,43847,
1998-05,43842,
1998-06,44085,
1998-07,43007,
1998-08,42133,
1998-09,43701,
1998-10,44841,
1998-11,49165,
1998-12,48638,
1999-01,50481,
1999-02,51086,
1999-03,45839,
1999-04,51115,
1999-05,50659,
1999-06,52044,
1999-07,49887,
1999-08,49999,
1999-09,49898,
1999-10,51416,
1999-11,55375,
1999-12,52878,
2000-01,55482,
2000-02,54858,
2000-03,52186,
2000-04,58716,
2000-05,56079,
2000-06,61649,
2000-07,58198,
2000-08,58901,
2000-09,58226,
2000-10,59557,
2000-11,61676,
2000-12,59967,
2001-01,64079,
2001-02,66310,
2001-03,61023,
2001-04,66768,
2001-05,65718,
2001-06,64279,
2001-07,64207,
2001-08,63797,
2001-09,69542,
2001-10,71403,
2001-11,69480,
2001-12,69708,
2002-01,74138,
2002-02,75146,
2002-03,69261,
2002-04,71863,
2002-05,68766,
2002-06,71590,
2002-07,69322,
2002-08,67822,
2002-09,70684,
2002-10,72212,
2002-11,71929,
2002-12,75595,
2003-01,70998,
2003-02,72153,
2003-03,71840,
2003-04,74899,
2003-05,76874,
2003-06,80052,
2003-07,75167,
2003-08,73365,
2003-09,74810,
2003-10,78059,
2003-11,80009,
2003-12,79682,
2004-01,78391,
2004-02,76720,
2004-03,73486,
2004-04,77666,
2004-05,78259,
2004-06,81069,
2004-07,77618,
2004-08,77990,
2004-09,81452,
2004-10,83667,
2004-11,89161,
2004-12,84839,
2005-01,92371,
2005-02,92428,
2005-03,87353,
2005-04,88166,
2005-05,90558,
2005-06,93796,
2005-07,87190,
2005-08,89387,
2005-09,90812,
2005-10,99978,
2005-11,104437,
2005-12,100407,
2006-01,101268,
2006-02,102953,
2006-03,94631,
2006-04,99423,
2006-05,104083,
2006-06,106558,
2006-07,106015,
2006-08,101488,
2006-09,103854,
2006-10,108672,
2006-11,116222,
2006-12,114336,
2007-01,111921,
2007-02,111329,
2007-03,107371,
2007-04,111279,
2007-05,116868,
2007-06,116089,
2007-07,121716,
2007-08,116149,
2007-09,121576,
2007-10,127061,
2007-11,129790,
2007-12,125159,
2008-01,123032,
2008-02,122062,
2008-03,118491,
2008-04,118970,
2008-05,120868,
2008-06,124034,
2008-07,118816,
2008-08,117532,
2008-09,121080,
2008-10,122862,
2008-11,129306,
2008-12,124365,
2009-01,125851,
2009-02,130228,
2009-03,134890,
2009-04,139901,
2009-05,138078,
2009-06,146001,
2009-07,145988,
2009-08,148231,
2009-09,154685,
2009-10,151634,
2009-11,158107,
2009-12,143887,
2010-01,144369,
2010-02,146519,
2010-03,142172,
2010-04,141010,
2010-05,145622,
2010-06,149870,
2010-07,131681,
2010-08,131382,
2010-09,131982,
2010-10,133168,
2010-11,141363,
2010-12,125580,
2011-01,128180,
2011-02,127088,
2011-03,126359,
2011-04,124076,
2011-05,128625,
2011-06,135026,
2011-07,123879,
2011-08,125064,
2011-09,122568,
2011-10,125907,
2011-11,135069,
2011-12,117878,
2012-01,124704,
2012-02,122269,
2012-03,129417,
2012-04,123129,
2012-05,131298,
2012-06,134846,
2012-07,135976,
2012-08,124572,
2012-09,127376,
2012-10,139993,
2012-11,143689,
2012-12,134869,
2013-01,129229,
2013-02,129275,
2013-03,125974,
2013-04,130142,
2013-05,137132,
2013-06,142473,
2013-07,131878,
2013-08,130737,
2013-09,133756,
2013-10,132331,
2013-11,140048,
2013-12,121299,
2014-01,120946,
2014-02,127480,
2014-03,128201,
2014-04,130224,
2014-05,130013,
2014-06,133617,
2014-07,132629,
2014-08,137964,
2014-09,132100,
2014-10,133059,
2014-11,142062,
2014-12,137936,
2015-01,134682,
