"",BBK01.QUJ431,BBK01.QUJ431_FLAGS
"","All foreign subsidiaries: Liabilities to non-residents, total / Slovenia / Euro",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:16:31,
1994-01,0.119,
1994-02,0.086,
1994-03,0.098,
1994-04,0.059,
1994-05,0.131,
1994-06,0.095,
1994-07,0.182,
1994-08,0.149,
1994-09,0.187,
1994-10,0.174,
1994-11,0.164,
1994-12,0.206,
1995-01,0.241,
1995-02,0.302,
1995-03,0.276,
1995-04,0.311,
1995-05,0.311,
1995-06,0.322,
1995-07,0.310,
1995-08,0.279,
1995-09,0.244,
1995-10,0.217,
1995-11,0.216,
1995-12,0.234,
1996-01,0.220,
1996-02,0.222,
1996-03,0.191,
1996-04,0.210,
1996-05,0.221,
1996-06,0.257,
1996-07,0.230,
1996-08,0.261,
1996-09,0.215,
1996-10,0.261,
1996-11,0.269,
1996-12,0.210,
1997-01,0.257,
1997-02,0.252,
1997-03,0.296,
1997-04,0.270,
1997-05,0.303,
1997-06,0.284,
1997-07,0.262,
1997-08,0.247,
1997-09,0.132,
1997-10,0.088,
1997-11,0.117,
1997-12,0.227,
1998-01,0.274,
1998-02,0.306,
1998-03,0.306,
1998-04,0.306,
1998-05,0.333,
1998-06,0.286,
1998-07,0.294,
1998-08,0.225,
1998-09,0.134,
1998-10,0.206,
1998-11,0.277,
1998-12,0.316,
1999-01,0.126,
1999-02,0.147,
1999-03,0.124,
1999-04,0.160,
1999-05,0.107,
1999-06,0.043,
1999-07,0.069,
1999-08,0.091,
1999-09,0.053,
1999-10,0.110,
1999-11,0.047,
1999-12,0.065,
2000-01,0.109,
2000-02,0.122,
2000-03,0.162,
2000-04,0.139,
2000-05,0.067,
2000-06,0.137,
2000-07,0.183,
2000-08,0.076,
2000-09,0.187,
2000-10,0.140,
2000-11,0.138,
2000-12,0.106,
2001-01,0.130,
2001-02,0.165,
2001-03,0.065,
2001-04,0.141,
2001-05,0.213,
2001-06,0.485,
2001-07,0.546,
2001-08,0.435,
2001-09,0.504,
2001-10,0.433,
2001-11,0.474,
2001-12,0.269,
2002-01,0.411,
2002-02,0.500,
2002-03,0.487,
2002-04,0.306,
2002-05,0.358,
2002-06,0.345,
2002-07,0.373,
2002-08,0.346,
2002-09,0.424,
2002-10,0.332,
2002-11,0.325,
2002-12,0.326,
2003-01,0.418,
2003-02,0.337,
2003-03,0.429,
2003-04,0.341,
2003-05,0.339,
2003-06,0.413,
2003-07,0.406,
2003-08,0.369,
2003-09,0.367,
2003-10,0.422,
2003-11,0.376,
2003-12,0.380,
2004-01,0.361,
2004-02,0.354,
2004-03,0.351,
2004-04,0.418,
2004-05,0.374,
2004-06,0.397,
2004-07,0.360,
2004-08,0.431,
2004-09,0.520,
2004-10,0.619,
2004-11,0.465,
2004-12,0.494,
2005-01,0.489,
2005-02,0.477,
2005-03,0.481,
2005-04,0.490,
2005-05,0.457,
2005-06,0.489,
2005-07,0.541,
2005-08,0.628,
2005-09,0.528,
2005-10,0.550,
2005-11,0.571,
2005-12,0.610,
2006-01,0.615,
2006-02,0.548,
2006-03,0.551,
2006-04,0.594,
2006-05,0.575,
2006-06,0.851,
2006-07,0.661,
2006-08,0.543,
2006-09,0.652,
2006-10,0.493,
2006-11,0.554,
2006-12,0.612,
2007-01,0.109,
2007-02,0.136,
2007-03,0.134,
2007-04,0.137,
2007-05,0.106,
2007-06,0.018,
2007-07,0.058,
2007-08,0.125,
2007-09,0.138,
2007-10,0.138,
2007-11,0.030,
2007-12,0.710,
2008-01,0.572,
2008-02,0.620,
2008-03,0.714,
2008-04,0.625,
2008-05,0.632,
2008-06,0.693,
2008-07,0.629,
2008-08,0.618,
2008-09,0.753,
2008-10,0.671,
2008-11,0.690,
2008-12,0.705,
2009-01,0.719,
2009-02,0.662,
2009-03,0.613,
2009-04,0.717,
2009-05,0.721,
2009-06,0.694,
2009-07,0.825,
2009-08,0.825,
2009-09,0.918,
2009-10,0.851,
2009-11,0.864,
2009-12,0.015,
2010-01,0.015,
2010-02,0.015,
2010-03,0.015,
2010-04,0.015,
2010-05,0.015,
2010-06,0.015,
2010-07,0.015,
2010-08,0.015,
2010-09,0.025,
2010-10,0.025,
2010-11,0.055,
2010-12,0.025,
2011-01,0.005,
2011-02,0.010,
2011-03,0.010,
2011-04,0.030,
2011-05,0.022,
2011-06,0.010,
2011-07,0.000,
2011-08,0.020,
2011-09,0.020,
2011-10,0.000,
2011-11,0.000,
2011-12,0.000,
2012-01,0.000,
2012-02,0.000,
2012-03,0.000,
2012-04,0.001,
2012-05,0.024,
2012-06,0.004,
2012-07,0.004,
2012-08,0.008,
2012-09,0.000,
2012-10,0.000,
2012-11,0.000,
2012-12,0.001,
2013-01,0.001,
2013-02,0.000,
2013-03,0.000,
2013-04,0.000,
2013-05,0.015,
2013-06,0.059,
2013-07,0.059,
2013-08,0.103,
2013-09,0.059,
2013-10,0.094,
2013-11,0.017,
2013-12,0.018,
2014-01,0.017,
2014-02,0.021,
2014-03,0.007,
2014-04,0.000,
2014-05,0.020,
2014-06,0.030,
2014-07,0.020,
2014-08,0.001,
2014-09,0.013,
2014-10,0.013,
2014-11,0.013,
