"",BBK01.WX0203,BBK01.WX0203_FLAGS
"",Zero-coupon euro swap curve / bootstrapped and interpolated / 31.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:34,
2002-01,5.398,
2002-02,5.531,
2002-03,5.764,
2002-04,5.680,
2002-05,5.713,
2002-06,5.401,
2002-07,5.290,
2002-08,5.148,
2002-09,5.073,
2002-10,5.252,
2002-11,5.230,
2002-12,5.039,
2003-01,4.885,
2003-02,4.939,
2003-03,5.096,
2003-04,5.148,
2003-05,4.920,
2003-06,5.096,
2003-07,5.373,
2003-08,5.192,
2003-09,5.207,
2003-10,5.279,
2003-11,5.365,
2003-12,5.271,
2004-01,5.285,
2004-02,5.214,
2004-03,5.133,
2004-04,5.235,
2004-05,5.385,
2004-06,5.216,
2004-07,5.131,
2004-08,4.989,
2004-09,4.936,
2004-10,4.867,
2004-11,4.699,
2004-12,4.552,
2005-01,4.282,
2005-02,4.435,
2005-03,4.365,
2005-04,4.271,
2005-05,4.099,
2005-06,3.926,
2005-07,4.024,
2005-08,3.839,
2005-09,3.861,
2005-10,4.030,
2005-11,4.038,
2005-12,3.824,
2006-01,4.018,
2006-02,4.010,
2006-03,4.300,
2006-04,4.486,
2006-05,4.609,
2006-06,4.620,
2006-07,4.521,
2006-08,4.310,
2006-09,4.158,
2006-10,4.055,
2006-11,4.030,
2006-12,4.262,
2007-01,4.429,
2007-02,4.297,
2007-03,4.456,
2007-04,4.509,
2007-05,4.729,
2007-06,4.941,
2007-07,4.762,
2007-08,4.798,
2007-09,4.882,
2007-10,4.803,
2007-11,4.895,
2007-12,4.880,
2008-01,4.751,
2008-02,4.678,
2008-03,4.672,
2008-04,4.811,
2008-05,4.959,
2008-06,4.834,
2008-07,4.699,
2008-08,4.575,
2008-09,4.392,
2008-10,4.107,
2008-11,3.399,
2008-12,3.354,
2009-01,3.533,
2009-02,3.325,
2009-03,3.580,
2009-04,3.699,
2009-05,3.943,
2009-06,4.039,
2009-07,3.954,
2009-08,3.874,
2009-09,3.960,
2009-10,3.934,
2009-11,3.790,
2009-12,3.925,
2010-01,3.824,
2010-02,3.690,
2010-03,3.701,
2010-04,3.524,
2010-05,3.155,
2010-06,3.213,
2010-07,3.354,
2010-08,2.530,
2010-09,2.784,
2010-10,2.890,
2010-11,3.094,
2010-12,3.425,
2011-01,3.609,
2011-02,3.601,
2011-03,3.822,
2011-04,3.746,
2011-05,3.608,
2011-06,3.883,
2011-07,3.430,
2011-08,3.200,
2011-09,2.707,
2011-10,2.822,
2011-11,2.819,
2011-12,2.535,
2012-01,2.464,
2012-02,2.501,
2012-03,2.526,
2012-04,2.493,
2012-05,1.854,
2012-06,2.301,
2012-07,2.274,
2012-08,2.245,
2012-09,2.401,
2012-10,2.412,
2012-11,2.375,
2012-12,2.317,
2013-01,2.501,
2013-02,2.480,
2013-03,2.415,
2013-04,2.242,
2013-05,2.503,
2013-06,2.581,
2013-07,2.588,
2013-08,2.773,
2013-09,2.693,
2013-10,2.703,
2013-11,2.676,
2013-12,2.818,
2014-01,2.595,
2014-02,2.592,
2014-03,2.526,
2014-04,2.443,
2014-05,2.356,
2014-06,2.275,
2014-07,2.156,
2014-08,1.836,
2014-09,2.008,
2014-10,1.884,
2014-11,1.684,
2014-12,1.522,
2015-01,1.197,
