"",BBK01.TVD448,BBK01.TVD448_FLAGS
"",Debt securities issued / of which with maturities of up to 2 years / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:21:25,
1980-01,0,
1980-02,673,
1980-03,1094,
1980-04,698,
1980-05,414,
1980-06,139,
1980-07,466,
1980-08,-62,
1980-09,296,
1980-10,-23,
1980-11,1096,
1980-12,-181,
1981-01,1525,
1981-02,925,
1981-03,3200,
1981-04,1029,
1981-05,1588,
1981-06,1841,
1981-07,1323,
1981-08,974,
1981-09,938,
1981-10,444,
1981-11,621,
1981-12,-25,
1982-01,1863,
1982-02,336,
1982-03,696,
1982-04,-2192,
1982-05,171,
1982-06,5037,
1982-07,169,
1982-08,285,
1982-09,22,
1982-10,229,
1982-11,412,
1982-12,349,
1983-01,1175,
1983-02,-227,
1983-03,-426,
1983-04,98,
1983-05,187,
1983-06,328,
1983-07,291,
1983-08,-136,
1983-09,343,
1983-10,1060,
1983-11,432,
1983-12,695,
1984-01,2296,
1984-02,-159,
1984-03,-293,
1984-04,178,
1984-05,-133,
1984-06,-275,
1984-07,363,
1984-08,-23,
1984-09,-1078,
1984-10,-1087,
1984-11,-782,
1984-12,-1626,
1985-01,2124,
1985-02,1047,
1985-03,726,
1985-04,-498,
1985-05,162,
1985-06,-475,
1985-07,-470,
1985-08,-1624,
1985-09,-1642,
1985-10,-758,
1985-11,-504,
1985-12,-1117,
1986-01,151,
1986-02,-1098,
1986-03,-1193,
1986-04,-1417,
1986-05,-1798,
1986-06,-1666,
1986-07,-2150,
1986-08,-738,
1986-09,-2146,
1986-10,117,
1986-11,-1837,
1986-12,-2177,
1987-01,-2040,
1987-02,-953,
1987-03,-4531,
1987-04,-1083,
1987-05,-191,
1987-06,-1426,
1987-07,-518,
1987-08,399,
1987-09,-802,
1987-10,-2242,
1987-11,2,
1987-12,-168,
1988-01,-839,
1988-02,-277,
1988-03,-513,
1988-04,-578,
1988-05,327,
1988-06,-183,
1988-07,-659,
1988-08,8,
1988-09,317,
1988-10,-380,
1988-11,223,
1988-12,-532,
1989-01,243,
1989-02,-201,
1989-03,1808,
1989-04,2314,
1989-05,1163,
1989-06,2050,
1989-07,908,
1989-08,534,
1989-09,-6,
1989-10,476,
1989-11,262,
1989-12,-384,
1990-01,3323,
1990-02,947,
1990-03,595,
1990-04,-436,
1990-05,-571,
1990-06,845,
1990-07,-1875,
1990-08,197,
1990-09,380,
1990-10,1103,
1990-11,106,
1990-12,-493,
1991-01,970,
1991-02,250,
1991-03,317,
1991-04,-263,
1991-05,-451,
1991-06,-266,
1991-07,234,
1991-08,34,
1991-09,-243,
1991-10,83,
1991-11,495,
1991-12,699,
1992-01,1358,
1992-02,261,
1992-03,-534,
1992-04,-1438,
1992-05,1606,
1992-06,1125,
1992-07,743,
1992-08,401,
1992-09,1853,
1992-10,253,
1992-11,2976,
1992-12,-1581,
1993-01,413,
1993-02,1427,
1993-03,-165,
1993-04,556,
1993-05,2382,
1993-06,3223,
1993-07,-379,
1993-08,347,
1993-09,-277,
1993-10,2881,
1993-11,349,
1993-12,5314,
1994-01,3111,
1994-02,1188,
1994-03,1476,
1994-04,219,
1994-05,-2221,
1994-06,2788,
1994-07,213,
1994-08,1065,
1994-09,-1940,
1994-10,2211,
1994-11,-875,
1994-12,-9093,
1995-01,428,
1995-02,503,
1995-03,294,
1995-04,852,
1995-05,7,
1995-06,2120,
1995-07,-10409,
1995-08,211,
1995-09,-1683,
1995-10,904,
1995-11,1162,
1995-12,-276,
1996-01,7128,
1996-02,-113,
1996-03,617,
1996-04,-7947,
1996-05,-1464,
1996-06,-275,
1996-07,-2201,
1996-08,597,
1996-09,-2858,
1996-10,-235,
1996-11,-1017,
1996-12,-373,
1997-01,2248,
1997-02,867,
1997-03,-1422,
1997-04,1384,
1997-05,-2,
1997-06,-550,
1997-07,-264,
1997-08,260,
1997-09,-317,
1997-10,-11,
1997-11,112,
1997-12,-174,
1998-01,760,
1998-02,2595,
1998-03,730,
1998-04,-986,
1998-05,1056,
1998-06,904,
1998-07,2130,
1998-08,799,
1998-09,456,
1998-10,874,
1998-11,2997,
1998-12,1910,
1999-01,1284,
1999-02,2848,
1999-03,2542,
1999-04,6621,
1999-05,6203,
1999-06,230,
1999-07,1100,
1999-08,5754,
1999-09,8298,
1999-10,9188,
1999-11,18289,
1999-12,5145,
2000-01,-4016,
2000-02,7477,
2000-03,4608,
2000-04,1940,
2000-05,3364,
2000-06,5052,
2000-07,3659,
2000-08,-572,
2000-09,-4883,
2000-10,-594,
2000-11,-3982,
2000-12,3842,
2001-01,-1789,
2001-02,917,
2001-03,2036,
2001-04,2495,
2001-05,946,
2001-06,553,
2001-07,5836,
2001-08,-435,
2001-09,2026,
2001-10,229,
2001-11,324,
2001-12,5489,
2002-01,-2469,
2002-02,3221,
2002-03,3635,
2002-04,4154,
2002-05,1727,
2002-06,-1689,
2002-07,-1320,
2002-08,2281,
2002-09,1037,
2002-10,564,
2002-11,10721,
2002-12,-6234,
2003-01,3058,
2003-02,6862,
2003-03,-2298,
2003-04,-657,
2003-05,-6650,
2003-06,-4680,
2003-07,4265,
2003-08,-11067,
2003-09,2564,
2003-10,1748,
2003-11,5378,
2003-12,25,
2004-01,-2797,
2004-02,-1308,
2004-03,7367,
2004-04,248,
2004-05,-3006,
2004-06,-8621,
2004-07,-3638,
