"",BBK01.OUK319,BBK01.OUK319_FLAGS
"",Time deposits of foreign non-banks / Total / Regional institutions of credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:27:22,
1999-01,1.284,
1999-02,1.451,
1999-03,0.728,
1999-04,1.415,
1999-05,1.681,
1999-06,1.098,
1999-07,1.115,
1999-08,1.201,
1999-09,1.635,
1999-10,1.369,
1999-11,1.561,
1999-12,1.554,
2000-01,1.327,
2000-02,1.420,
2000-03,2.018,
2000-04,1.775,
2000-05,1.452,
2000-06,1.516,
2000-07,1.466,
2000-08,1.392,
2000-09,1.674,
2000-10,2.841,
2000-11,2.917,
2000-12,3.059,
2001-01,2.651,
2001-02,3.797,
2001-03,4.062,
2001-04,3.930,
2001-05,3.012,
2001-06,2.769,
2001-07,2.680,
2001-08,2.508,
2001-09,2.321,
2001-10,2.382,
2001-11,2.499,
2001-12,3.086,
2002-01,2.194,
2002-02,2.130,
2002-03,2.198,
2002-04,2.267,
2002-05,2.360,
2002-06,2.279,
2002-07,2.186,
2002-08,2.252,
2002-09,2.325,
2002-10,2.424,
2002-11,2.282,
2002-12,2.339,
2003-01,2.078,
2003-02,2.318,
2003-03,2.501,
2003-04,2.404,
2003-05,2.554,
2003-06,2.559,
2003-07,2.573,
2003-08,2.417,
2003-09,2.182,
2003-10,2.881,
2003-11,2.525,
2003-12,2.370,
2004-01,2.082,
2004-02,2.502,
2004-03,1.944,
2004-04,2.531,
2004-05,2.761,
2004-06,2.469,
2004-07,2.760,
2004-08,3.216,
2004-09,2.951,
2004-10,3.116,
2004-11,2.962,
2004-12,4.180,
2005-01,4.613,
2005-02,5.381,
2005-03,5.731,
2005-04,6.366,
2005-05,8.269,
2005-06,9.156,
2005-07,9.166,
2005-08,7.756,
2005-09,7.531,
2005-10,8.480,
2005-11,8.607,
2005-12,6.473,
2006-01,7.046,
2006-02,7.223,
2006-03,7.132,
2006-04,9.465,
2006-05,8.866,
2006-06,7.644,
2006-07,7.483,
2006-08,7.237,
2006-09,8.603,
2006-10,9.326,
2006-11,9.927,
2006-12,4.414,
2007-01,4.457,
2007-02,4.353,
2007-03,3.870,
2007-04,3.499,
2007-05,3.161,
2007-06,4.230,
2007-07,4.847,
2007-08,4.157,
2007-09,5.053,
2007-10,5.982,
2007-11,5.512,
2007-12,6.948,
2008-01,6.047,
2008-02,6.545,
2008-03,7.425,
2008-04,8.001,
2008-05,8.711,
2008-06,10.143,
2008-07,10.020,
2008-08,9.615,
2008-09,9.458,
2008-10,10.175,
2008-11,7.018,
2008-12,7.166,
2009-01,5.809,
2009-02,5.916,
2009-03,5.776,
2009-04,5.597,
2009-05,3.016,
2009-06,4.336,
2009-07,2.437,
2009-08,3.119,
2009-09,2.631,
2009-10,3.291,
2009-11,1.967,
2009-12,2.077,
2010-01,2.374,
2010-02,2.511,
2010-03,1.990,
2010-04,3.697,
2010-05,3.244,
2010-06,1.461,
2010-07,2.338,
2010-08,3.050,
2010-09,1.934,
2010-10,2.208,
2010-11,2.673,
2010-12,1.198,
2011-01,1.141,
2011-02,1.107,
2011-03,1.452,
2011-04,1.295,
2011-05,1.933,
2011-06,1.519,
2011-07,1.390,
2011-08,1.112,
2011-09,1.435,
2011-10,2.019,
2011-11,2.950,
2011-12,3.053,
2012-01,1.906,
2012-02,1.861,
2012-03,2.482,
2012-04,2.199,
2012-05,2.234,
2012-06,2.454,
2012-07,4.192,
2012-08,2.982,
2012-09,3.904,
2012-10,3.826,
2012-11,2.919,
2012-12,3.065,
2013-01,2.746,
2013-02,3.443,
2013-03,4.112,
2013-04,3.248,
2013-05,2.649,
2013-06,2.679,
2013-07,3.248,
2013-08,3.611,
2013-09,3.135,
2013-10,3.252,
2013-11,3.534,
2013-12,3.009,
2014-01,1.933,
2014-02,2.903,
2014-03,2.442,
2014-04,2.340,
2014-05,2.599,
2014-06,2.255,
2014-07,2.040,
2014-08,1.986,
2014-09,2.047,
2014-10,2.198,
2014-11,2.628,
2014-12,2.097,Provisional value
