"",BBK01.OEAH18O,BBK01.OEAH18O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:54,
2002-01,5.643,
2002-04,6.058,
2002-07,6.081,
2002-10,6.743,
2003-01,6.303,
2003-04,6.073,
2003-07,7.722,
2003-10,7.904,
2004-01,7.462,
2004-04,6.406,
2004-07,6.940,
2004-10,7.206,
2005-01,8.589,
2005-04,8.429,
2005-07,8.549,
2005-10,8.514,
2006-01,8.861,
2006-04,9.167,
2006-07,10.637,
2006-10,11.290,
2007-01,11.021,
2007-04,11.095,
2007-07,11.860,
2007-10,13.751,
2008-01,14.038,
2008-04,14.923,
2008-07,15.474,
2008-10,16.782,
2009-01,14.687,
2009-04,13.074,
2009-07,11.690,
2009-10,10.267,
2010-01,8.746,
2010-04,8.127,
2010-07,7.684,
2010-10,8.039,
2011-01,7.631,
2011-04,8.494,
2011-07,8.966,
2011-10,9.399,
2012-01,8.668,
2012-04,8.108,
2012-07,8.041,
2012-10,7.831,
2013-01,6.235,
2013-04,6.445,
2013-07,6.151,
2013-10,6.673,
2014-01,5.822,
2014-04,5.552,
2014-07,5.595,
