"",BBK01.OEHB13N,BBK01.OEHB13N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:33:11,
2002-01,38.615,
2002-04,38.912,
2002-07,38.992,
2002-10,38.213,
2003-01,38.948,
2003-04,38.976,
2003-07,39.096,
2003-10,39.014,
2004-01,38.318,
2004-04,38.208,
2004-07,38.329,
2004-10,37.781,
2005-01,37.788,
2005-04,37.873,
2005-07,37.985,
2005-10,38.448,
2006-01,38.541,
2006-04,39.076,
2006-07,39.131,
2006-10,39.284,
2007-01,38.892,
2007-04,38.873,
2007-07,38.974,
2007-10,39.187,
2008-01,39.054,
2008-04,39.297,
2008-07,39.339,
2008-10,39.504,
2009-01,39.277,
2009-04,39.626,
2009-07,39.888,
2009-10,40.082,
2010-01,39.941,
2010-04,40.316,
2010-07,40.406,
2010-10,40.550,
2011-01,40.332,
2011-04,40.499,
2011-07,40.693,
2011-10,40.814,
2012-01,40.820,
2012-04,41.130,
2012-07,41.338,
2012-10,41.386,
2013-01,41.368,
2013-04,41.417,
2013-07,41.682,
2013-10,41.646,
2014-01,41.465,
2014-04,41.521,
2014-07,41.675,
