"",BBK01.QUV670,BBK01.QUV670_FLAGS
"",Banks in Germany: Short-term loans and advances to foreign banks / Ukraine / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:15:50,
2001-12,0.038,
2002-01,0.028,
2002-02,0.029,
2002-03,0.030,
2002-04,0.014,
2002-05,0.010,
2002-06,0.010,
2002-07,0.025,
2002-08,0.009,
2002-09,0.010,
2002-10,0.005,
2002-11,0.005,
2002-12,0.011,
2003-01,0.008,
2003-02,0.011,
2003-03,0.012,
2003-04,0.021,
2003-05,0.017,
2003-06,0.019,
2003-07,0.009,
2003-08,0.023,
2003-09,0.023,
2003-10,0.031,
2003-11,0.043,
2003-12,0.031,
2004-01,0.038,
2004-02,0.023,
2004-03,0.028,
2004-04,0.042,
2004-05,0.036,
2004-06,0.048,
2004-07,0.048,
2004-08,0.052,
2004-09,0.063,
2004-10,0.055,
2004-11,0.072,
2004-12,0.079,
2005-01,0.064,
2005-02,0.069,
2005-03,0.072,
2005-04,0.064,
2005-05,0.077,
2005-06,0.105,
2005-07,0.102,
2005-08,0.092,
2005-09,0.144,
2005-10,0.146,
2005-11,0.193,
2005-12,0.219,
2006-01,0.208,
2006-02,0.277,
2006-03,0.280,
2006-04,0.249,
2006-05,0.237,
2006-06,0.285,
2006-07,0.264,
2006-08,0.266,
2006-09,0.214,
2006-10,0.311,
2006-11,0.360,
2006-12,0.402,
2007-01,0.398,
2007-02,0.402,
2007-03,0.493,
2007-04,0.550,
2007-05,0.561,
2007-06,0.564,
2007-07,0.546,
2007-08,0.576,
2007-09,0.614,
2007-10,0.599,
2007-11,0.783,
2007-12,0.745,
2008-01,0.702,
2008-02,0.804,
2008-03,0.804,
2008-04,0.781,
2008-05,0.771,
2008-06,0.930,
2008-07,1.016,
2008-08,1.171,
2008-09,1.217,
2008-10,1.658,
2008-11,1.487,
2008-12,0.944,
2009-01,0.941,
2009-02,0.875,
2009-03,0.824,
2009-04,0.797,
2009-05,0.666,
2009-06,0.703,
2009-07,0.638,
2009-08,0.470,
2009-09,0.436,
2009-10,0.438,
2009-11,0.372,
2009-12,0.335,
2010-01,0.337,
2010-02,0.233,
2010-03,0.279,
2010-04,0.321,
2010-05,0.263,
2010-06,0.195,
2010-07,0.148,
2010-08,0.136,
2010-09,0.117,
2010-10,0.008,
2010-11,0.102,
2010-12,0.162,
2011-01,0.102,
2011-02,0.064,
2011-03,0.059,
2011-04,0.057,
2011-05,0.054,
2011-06,0.032,
2011-07,0.039,
2011-08,0.106,
2011-09,0.046,
2011-10,0.046,
2011-11,0.031,
2011-12,0.078,
2012-01,0.098,
2012-02,0.089,
2012-03,0.068,
2012-04,0.112,
2012-05,0.107,
2012-06,0.149,
2012-07,0.138,
2012-08,0.127,
2012-09,0.188,
2012-10,0.159,
2012-11,0.154,
2012-12,0.154,
2013-01,0.208,
2013-02,0.218,
2013-03,0.243,
2013-04,0.106,
2013-05,0.098,
2013-06,0.104,
2013-07,0.045,
2013-08,0.047,
2013-09,0.049,
2013-10,0.052,
2013-11,0.053,
2013-12,0.037,
2014-01,0.038,
2014-02,0.044,
2014-03,0.048,
2014-04,0.045,
2014-05,0.044,
2014-06,0.044,
2014-07,0.045,
2014-08,0.058,
2014-09,0.060,
2014-10,0.065,
2014-11,0.065,
2014-12,0.054,
