"",BBK01.OUN396,BBK01.OUN396_FLAGS
"",Deposits and borrowing from foreign banks (MFIs) / total / Special purpose banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:10:52,
1999-01,10.255,
1999-02,9.781,
1999-03,5.483,
1999-04,6.308,
1999-05,6.221,
1999-06,7.158,
1999-07,6.558,
1999-08,7.906,
1999-09,8.059,
1999-10,7.883,
1999-11,8.016,
1999-12,5.863,
2000-01,8.194,
2000-02,7.522,
2000-03,9.156,
2000-04,9.700,
2000-05,5.981,
2000-06,4.629,
2000-07,4.713,
2000-08,6.168,
2000-09,5.569,
2000-10,6.223,
2000-11,5.911,
2000-12,3.785,
2001-01,4.840,
2001-02,6.897,
2001-03,6.391,
2001-04,5.021,
2001-05,5.429,
2001-06,5.460,
2001-07,6.376,
2001-08,8.548,
2001-09,8.606,
2001-10,8.224,
2001-11,10.925,
2001-12,6.564,
2002-01,6.967,
2002-02,7.289,
2002-03,7.755,
2002-04,7.615,
2002-05,9.972,
2002-06,8.649,
2002-07,8.662,
2002-08,9.736,
2002-09,9.841,
2002-10,10.951,
2002-11,7.629,
2002-12,6.744,
2003-01,6.510,
2003-02,7.805,
2003-03,8.086,
2003-04,8.310,
2003-05,9.582,
2003-06,8.335,
2003-07,7.276,
2003-08,7.136,
2003-09,6.661,
2003-10,6.959,
2003-11,9.035,
2003-12,7.971,
2004-01,6.849,
2004-02,7.217,
2004-03,6.451,
2004-04,6.769,
2004-05,7.803,
2004-06,9.065,
2004-07,9.503,
2004-08,9.721,
2004-09,9.137,
2004-10,9.307,
2004-11,9.359,
2004-12,8.513,
2005-01,9.110,
2005-02,10.192,
2005-03,9.294,
2005-04,9.467,
2005-05,10.139,
2005-06,10.465,
2005-07,9.075,
2005-08,9.593,
2005-09,9.661,
2005-10,9.733,
2005-11,10.388,
2005-12,8.332,
2006-01,8.782,
2006-02,8.929,
2006-03,9.507,
2006-04,10.219,
2006-05,9.541,
2006-06,9.738,
2006-07,9.834,
2006-08,12.362,
2006-09,10.164,
2006-10,11.075,
2006-11,10.147,
2006-12,10.344,
2007-01,9.857,
2007-02,14.459,
2007-03,12.755,
2007-04,13.504,
2007-05,16.398,
2007-06,13.933,
2007-07,11.535,
2007-08,19.017,
2007-09,20.112,
2007-10,20.222,
2007-11,19.884,
2007-12,16.808,
2008-01,19.100,
2008-02,22.692,
2008-03,23.733,
2008-04,25.039,
2008-05,25.138,
2008-06,19.214,
2008-07,23.971,
2008-08,19.578,
2008-09,16.891,
2008-10,17.075,
2008-11,17.710,
2008-12,17.658,
2009-01,21.407,
2009-02,25.197,
2009-03,20.272,
2009-04,25.248,
2009-05,21.358,
2009-06,16.807,
2009-07,17.154,
2009-08,16.117,
2009-09,15.516,
2009-10,15.578,
2009-11,15.866,
2009-12,13.615,
2010-01,16.743,
2010-02,17.271,
2010-03,18.423,
2010-04,16.657,
2010-05,22.782,
2010-06,24.143,
2010-07,21.293,
2010-08,25.103,
2010-09,19.799,
2010-10,19.026,
2010-11,19.625,
2010-12,20.921,
2011-01,17.637,
2011-02,20.124,
2011-03,19.282,
2011-04,19.257,
2011-05,23.298,
2011-06,20.398,
2011-07,22.752,
2011-08,23.905,
2011-09,24.072,
2011-10,23.398,
2011-11,27.886,
2011-12,28.180,
2012-01,32.013,
2012-02,27.471,
2012-03,25.242,
2012-04,28.056,
2012-05,33.367,
2012-06,36.982,
2012-07,38.537,
2012-08,35.072,
2012-09,32.248,
2012-10,31.277,
2012-11,30.913,
2012-12,28.462,
2013-01,25.292,
2013-02,26.691,
2013-03,27.788,
2013-04,26.384,
2013-05,24.530,
2013-06,21.577,
2013-07,19.642,
2013-08,29.250,
2013-09,31.282,
2013-10,31.222,
2013-11,33.818,
2013-12,27.203,
2014-01,32.056,
2014-02,34.620,
2014-03,33.269,
2014-04,34.565,
2014-05,34.336,
2014-06,34.781,
2014-07,36.862,
2014-08,35.722,
2014-09,37.560,
2014-10,38.006,
2014-11,37.539,
2014-12,36.021,Provisional value
