"",BBK01.OUN357,BBK01.OUN357_FLAGS
"",Loans to local government and local government associations for up to and including one year / Special purpose banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:57:33,
1999-01,0.050,
1999-02,0.020,
1999-03,0.026,
1999-04,0.029,
1999-05,0.021,
1999-06,0.034,
1999-07,0.035,
1999-08,0.032,
1999-09,0.033,
1999-10,0.038,
1999-11,0.031,
1999-12,0.031,
2000-01,0.023,
2000-02,0.025,
2000-03,0.028,
2000-04,0.030,
2000-05,0.021,
2000-06,0.068,
2000-07,0.214,
2000-08,0.133,
2000-09,0.097,
2000-10,0.116,
2000-11,0.111,
2000-12,0.112,
2001-01,0.100,
2001-02,0.111,
2001-03,0.079,
2001-04,0.230,
2001-05,0.045,
2001-06,0.144,
2001-07,0.197,
2001-08,0.111,
2001-09,0.133,
2001-10,0.121,
2001-11,0.105,
2001-12,0.079,
2002-01,0.068,
2002-02,0.066,
2002-03,0.042,
2002-04,0.071,
2002-05,0.069,
2002-06,0.050,
2002-07,0.061,
2002-08,0.059,
2002-09,0.065,
2002-10,0.074,
2002-11,0.111,
2002-12,0.116,
2003-01,0.101,
2003-02,0.102,
2003-03,0.147,
2003-04,0.201,
2003-05,0.248,
2003-06,0.282,
2003-07,0.255,
2003-08,0.210,
2003-09,0.227,
2003-10,0.289,
2003-11,0.246,
2003-12,0.261,
2004-01,0.280,
2004-02,0.281,
2004-03,0.314,
2004-04,0.360,
2004-05,0.436,
2004-06,0.395,
2004-07,0.391,
2004-08,0.388,
2004-09,0.538,
2004-10,0.544,
2004-11,0.558,
2004-12,1.747,
2005-01,2.234,
2005-02,2.250,
2005-03,2.102,
2005-04,2.122,
2005-05,1.702,
2005-06,1.800,
2005-07,1.572,
2005-08,1.664,
2005-09,1.852,
2005-10,1.788,
2005-11,1.704,
2005-12,1.613,
2006-01,1.480,
2006-02,1.455,
2006-03,1.586,
2006-04,1.827,
2006-05,1.854,
2006-06,1.706,
2006-07,2.175,
2006-08,1.811,
2006-09,1.771,
2006-10,1.790,
2006-11,1.314,
2006-12,1.321,
2007-01,1.363,
2007-02,1.056,
2007-03,1.127,
2007-04,1.396,
2007-05,1.246,
2007-06,1.361,
2007-07,1.355,
2007-08,1.298,
2007-09,1.328,
2007-10,1.427,
2007-11,1.256,
2007-12,1.104,
2008-01,0.828,
2008-02,0.498,
2008-03,0.563,
2008-04,0.539,
2008-05,0.625,
2008-06,0.655,
2008-07,0.844,
2008-08,1.012,
2008-09,0.996,
2008-10,1.115,
2008-11,0.901,
2008-12,1.053,
2009-01,0.874,
2009-02,0.904,
2009-03,1.025,
2009-04,1.568,
2009-05,1.972,
2009-06,1.670,
2009-07,2.006,
2009-08,2.302,
2009-09,2.715,
2009-10,3.227,
2009-11,3.030,
2009-12,2.547,
2010-01,2.579,
2010-02,2.510,
2010-03,2.906,
2010-04,3.049,
2010-05,2.932,
2010-06,3.136,
2010-07,3.973,
2010-08,3.666,
2010-09,3.228,
2010-10,2.357,
2010-11,2.938,
2010-12,3.442,
2011-01,3.210,
2011-02,3.024,
2011-03,2.768,
2011-04,2.704,
2011-05,2.405,
2011-06,2.216,
2011-07,1.705,
2011-08,2.152,
2011-09,1.659,
2011-10,1.959,
2011-11,1.847,
2011-12,1.654,
2012-01,3.170,
2012-02,3.260,
2012-03,3.813,
2012-04,3.544,
2012-05,3.394,
2012-06,1.438,
2012-07,2.204,
2012-08,2.017,
2012-09,1.885,
2012-10,2.703,
2012-11,2.645,
2012-12,2.399,
2013-01,2.929,
2013-02,2.267,
2013-03,2.119,
2013-04,2.269,
2013-05,2.307,
2013-06,2.367,
2013-07,2.232,
2013-08,2.269,
2013-09,2.271,
2013-10,2.213,
2013-11,2.222,
2013-12,2.339,
2014-01,2.546,
2014-02,2.745,
2014-03,2.661,
2014-04,2.537,
2014-05,2.601,
2014-06,2.659,
2014-07,2.563,
2014-08,2.802,
2014-09,3.240,
2014-10,3.041,
2014-11,2.902,
2014-12,2.605,Provisional value
