"",BBK01.CEF009,BBK01.CEF009_FLAGS
"",Total financial assets                                            debtor: Total           creditor: Non-MMF investment funds,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:35:26,
1999-01,570.7,
1999-04,609.9,
1999-07,612.0,
1999-10,717.2,
2000-01,766.9,
2000-04,762.4,
2000-07,791.6,
2000-10,768.3,
2001-01,739.9,
2001-04,755.9,
2001-07,685.8,
2001-10,743.1,
2002-01,754.3,
2002-04,710.7,
2002-07,671.4,
2002-10,680.4,
2003-01,674.1,
2003-04,725.5,
2003-07,737.2,
2003-10,750.8,
2004-01,773.3,
2004-04,769.2,
2004-07,765.5,
2004-10,779.9,
2005-01,799.0,
2005-04,836.5,
2005-07,875.2,
2005-10,891.0,
2006-01,915.9,
2006-04,898.0,
2006-07,933.0,
2006-10,949.8,
2007-01,969.0,
2007-04,990.8,
2007-07,989.4,
2007-10,981.6,
2008-01,933.1,
2008-04,924.2,
2008-07,909.2,
2008-10,860.8,
2009-01,851.4,
2009-04,890.2,
2009-07,939.0,
2009-10,968.3,
2010-01,1012.9,
2010-04,1012.8,
2010-07,1057.7,
2010-10,1078.2,
2011-01,1082.2,
2011-04,1086.5,
2011-07,1058.1,
2011-10,1084.5,
2012-01,1143.0,
2012-04,1153.3,
2012-07,1210.9,
2012-10,1253.7,
2013-01,1299.3,
2013-04,1293.5,
2013-07,1333.5,
2013-10,1363.5,
2014-01,1406.2,
2014-04,1456.3,
2014-07,1503.2,
