"",BBK01.OUB348,BBK01.OUB348_FLAGS
"",Loans to the Federal Government and its special funds / Total / Commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:55:25,
1999-01,4.423,
1999-02,6.037,
1999-03,8.080,
1999-04,4.491,
1999-05,6.029,
1999-06,10.079,
1999-07,7.544,
1999-08,5.496,
1999-09,7.352,
1999-10,8.324,
1999-11,7.897,
1999-12,4.616,
2000-01,4.171,
2000-02,8.014,
2000-03,7.533,
2000-04,6.264,
2000-05,11.918,
2000-06,9.037,
2000-07,10.876,
2000-08,8.720,
2000-09,7.723,
2000-10,8.559,
2000-11,6.281,
2000-12,5.501,
2001-01,10.115,
2001-02,11.499,
2001-03,8.372,
2001-04,8.317,
2001-05,8.771,
2001-06,7.164,
2001-07,5.994,
2001-08,6.474,
2001-09,5.921,
2001-10,6.388,
2001-11,6.073,
2001-12,4.905,
2002-01,8.161,
2002-02,6.241,
2002-03,8.346,
2002-04,4.609,
2002-05,4.616,
2002-06,5.107,
2002-07,7.754,
2002-08,4.319,
2002-09,4.242,
2002-10,4.111,
2002-11,4.683,
2002-12,4.770,
2003-01,4.381,
2003-02,7.219,
2003-03,4.437,
2003-04,6.373,
2003-05,3.735,
2003-06,5.178,
2003-07,7.129,
2003-08,7.560,
2003-09,6.055,
2003-10,3.596,
2003-11,5.444,
2003-12,4.354,
2004-01,5.634,
2004-02,4.253,
2004-03,8.638,
2004-04,4.159,
2004-05,4.609,
2004-06,5.160,
2004-07,6.047,
2004-08,4.512,
2004-09,4.881,
2004-10,4.322,
2004-11,3.517,
2004-12,2.943,
2005-01,5.028,
2005-02,3.304,
2005-03,3.384,
2005-04,2.818,
2005-05,3.281,
2005-06,3.835,
2005-07,4.239,
2005-08,2.786,
2005-09,2.310,
2005-10,2.856,
2005-11,1.870,
2005-12,3.271,
2006-01,2.669,
2006-02,2.926,
2006-03,2.590,
2006-04,2.366,
2006-05,1.444,
2006-06,1.537,
2006-07,1.373,
2006-08,1.407,
2006-09,1.532,
2006-10,1.793,
2006-11,3.046,
2006-12,1.650,
2007-01,1.536,
2007-02,1.209,
2007-03,1.047,
2007-04,1.536,
2007-05,3.083,
2007-06,0.949,
2007-07,2.422,
2007-08,1.944,
2007-09,0.687,
2007-10,1.539,
2007-11,1.571,
2007-12,0.827,
2008-01,0.924,
2008-02,1.357,
2008-03,0.595,
2008-04,1.485,
2008-05,1.262,
2008-06,1.001,
2008-07,0.877,
2008-08,1.749,
2008-09,0.737,
2008-10,0.592,
2008-11,0.905,
2008-12,3.004,
2009-01,5.123,
2009-02,5.865,
2009-03,3.680,
2009-04,6.467,
2009-05,3.343,
2009-06,3.779,
2009-07,10.701,
2009-08,6.279,
2009-09,3.271,
2009-10,11.762,
2009-11,3.363,
2009-12,1.042,
2010-01,1.520,
2010-02,1.140,
2010-03,1.899,
2010-04,1.808,
2010-05,2.029,
2010-06,2.071,
2010-07,1.943,
2010-08,2.381,
2010-09,2.658,
2010-10,2.268,
2010-11,7.087,
2010-12,8.790,
2011-01,11.603,
2011-02,10.624,
2011-03,10.107,
2011-04,8.187,
2011-05,7.714,
2011-06,6.647,
2011-07,6.844,
2011-08,7.617,
2011-09,8.011,
2011-10,8.040,
2011-11,7.697,
2011-12,11.811,
2012-01,12.139,
2012-02,10.708,
2012-03,9.087,
2012-04,9.541,
2012-05,9.200,
2012-06,7.794,
2012-07,7.338,
2012-08,6.866,
2012-09,6.578,
2012-10,6.528,
2012-11,6.660,
2012-12,6.378,
2013-01,6.934,
2013-02,6.560,
2013-03,5.903,
2013-04,12.540,
2013-05,5.833,
2013-06,5.635,
2013-07,6.837,
2013-08,5.734,
2013-09,5.512,
2013-10,5.703,
2013-11,5.893,
2013-12,7.262,
2014-01,9.375,
2014-02,9.937,
2014-03,7.054,
2014-04,6.486,
2014-05,7.725,
2014-06,7.649,
2014-07,8.428,
2014-08,7.114,
2014-09,6.611,
2014-10,7.376,
2014-11,5.679,
2014-12,5.501,Provisional value
