"",BBK01.QUY475,BBK01.QUY475_FLAGS
"",Consolidated German banks: Foreign shares issued by foreign enterprises and households / Russian Federation / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:33:33,
2002-03,0.482,
2002-04,0.183,
2002-05,0.170,
2002-06,0.109,
2002-07,0.151,
2002-08,0.145,
2002-09,0.175,
2002-10,0.174,
2002-11,0.139,
2002-12,0.136,
2003-01,0.126,
2003-02,0.117,
2003-03,0.112,
2003-04,0.121,
2003-05,0.112,
2003-06,0.083,
2003-07,0.236,
2003-08,0.228,
2003-09,0.333,
2003-10,0.262,
2003-11,0.049,
2003-12,0.015,
2004-01,0.291,
2004-02,0.251,
2004-03,0.270,
2004-04,0.261,
2004-05,0.182,
2004-06,0.264,
2004-07,0.238,
2004-08,0.279,
2004-09,0.302,
2004-10,0.345,
2004-11,0.436,
2004-12,0.224,
2005-01,0.287,
2005-02,0.266,
2005-03,0.244,
2005-04,0.148,
2005-05,0.027,
2005-06,0.154,
2005-07,-0.076,
2005-08,-0.039,
2005-09,0.006,
2005-10,-0.097,
2005-11,0.090,
2005-12,0.172,
2006-01,0.734,
2006-02,0.805,
2006-03,0.991,
2006-04,-0.409,
2006-05,-0.631,
2006-06,2.223,
2006-07,-0.094,
2006-08,-0.029,
2006-09,0.539,
2006-10,1.215,
2006-11,1.199,
2006-12,1.456,
2007-01,1.409,
2007-02,2.089,
2007-03,2.118,
2007-04,2.036,
2007-05,1.711,
2007-06,1.770,
2007-07,2.100,
2007-08,2.110,
2007-09,3.010,
2007-10,3.616,
2007-11,3.578,
2007-12,2.559,
2008-01,2.347,
2008-02,2.952,
2008-03,2.439,
2008-04,2.230,
2008-05,3.307,
2008-06,3.668,
2008-07,2.520,
2008-08,1.869,
2008-09,1.065,
2008-10,0.872,
2008-11,1.054,
2008-12,0.731,
2009-01,0.757,
2009-02,0.697,
2009-03,0.829,
2009-04,0.626,
2009-05,1.017,
2009-06,0.926,
2009-07,0.725,
2009-08,0.817,
2009-09,0.981,
2009-10,1.072,
2009-11,1.147,
2009-12,1.535,
2010-01,1.675,
2010-02,1.394,
2010-03,1.594,
2010-04,1.560,
2010-05,1.490,
2010-06,1.452,
2010-07,1.484,
2010-08,1.419,
2010-09,1.516,
2010-10,1.999,
2010-11,2.086,
2010-12,1.949,
2011-01,2.825,
2011-02,1.771,
2011-03,2.415,
2011-04,2.560,
2011-05,2.357,
2011-06,3.203,
2011-07,1.208,
2011-08,1.224,
2011-09,-0.075,
2011-10,0.109,
2011-11,0.114,
2011-12,-0.136,
2012-01,-0.084,
2012-02,-0.103,
2012-03,-0.131,
2012-04,0.447,
2012-05,0.137,
2012-06,1.248,
2012-07,1.540,
2012-08,0.499,
2012-09,0.504,
2012-10,0.972,
2012-11,0.754,
2012-12,0.786,
2013-01,0.757,
2013-02,0.243,
2013-03,0.077,
2013-04,0.063,
2013-05,0.225,
2013-06,1.286,
2013-07,0.345,
2013-08,0.269,
2013-09,0.496,
2013-10,0.970,
2013-11,0.692,
2013-12,0.424,
2014-01,0.344,
2014-02,0.512,
2014-03,1.216,
2014-04,0.253,
2014-05,0.318,
2014-06,0.371,
2014-07,0.392,
2014-08,0.470,
2014-09,0.431,
2014-10,0.362,
