"",BBK01.QUX872,BBK01.QUX872_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / Qatar / Euro",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:38:44,
2002-03,0.008,
2002-04,0.006,
2002-05,0.022,
2002-06,0.014,
2002-07,0.039,
2002-08,0.042,
2002-09,0.014,
2002-10,0.013,
2002-11,0.014,
2002-12,0.014,
2003-01,0.015,
2003-02,0.016,
2003-03,0.012,
2003-04,0.011,
2003-05,0.021,
2003-06,0.012,
2003-07,0.010,
2003-08,0.013,
2003-09,0.011,
2003-10,0.011,
2003-11,0.013,
2003-12,0.013,
2004-01,0.013,
2004-02,0.012,
2004-03,0.012,
2004-04,0.012,
2004-05,0.011,
2004-06,0.012,
2004-07,0.012,
2004-08,0.010,
2004-09,0.008,
2004-10,0.008,
2004-11,0.008,
2004-12,0.008,
2005-01,0.007,
2005-02,0.007,
2005-03,0.007,
2005-04,0.010,
2005-05,0.008,
2005-06,0.011,
2005-07,0.013,
2005-08,0.015,
2005-09,0.014,
2005-10,0.015,
2005-11,0.015,
2005-12,0.015,
2006-01,0.011,
2006-02,0.013,
2006-03,0.018,
2006-04,0.018,
2006-05,0.013,
2006-06,0.011,
2006-07,0.013,
2006-08,0.016,
2006-09,0.022,
2006-10,0.025,
2006-11,0.028,
2006-12,0.026,
2007-01,0.027,
2007-02,0.025,
2007-03,0.026,
2007-04,0.040,
2007-05,0.039,
2007-06,0.047,
2007-07,0.069,
2007-08,0.076,
2007-09,0.048,
2007-10,0.048,
2007-11,0.049,
2007-12,0.031,
2008-01,0.026,
2008-02,0.028,
2008-03,0.023,
2008-04,0.019,
2008-05,0.024,
2008-06,0.025,
2008-07,0.029,
2008-08,0.027,
2008-09,0.042,
2008-10,0.033,
2008-11,0.036,
2008-12,0.042,
2009-01,0.091,
2009-02,0.041,
2009-03,0.050,
2009-04,0.059,
2009-05,0.063,
2009-06,0.062,
2009-07,0.063,
2009-08,0.054,
2009-09,0.053,
2009-10,0.146,
2009-11,0.059,
2009-12,0.055,
2010-01,0.058,
2010-02,0.058,
2010-03,0.056,
2010-04,0.058,
2010-05,0.034,
2010-06,0.034,
2010-07,0.038,
2010-08,0.100,
2010-09,0.041,
2010-10,0.039,
2010-11,0.034,
2010-12,0.060,
2011-01,0.063,
2011-02,0.064,
2011-03,0.128,
2011-04,0.066,
2011-05,1.574,
2011-06,0.078,
2011-07,0.066,
2011-08,0.065,
2011-09,0.072,
2011-10,0.076,
2011-11,0.079,
2011-12,0.049,
2012-01,0.082,
2012-02,0.076,
2012-03,0.191,
2012-04,0.146,
2012-05,0.086,
2012-06,0.047,
2012-07,0.048,
2012-08,0.054,
2012-09,0.058,
2012-10,0.059,
2012-11,0.137,
2012-12,0.060,
2013-01,0.055,
2013-02,0.053,
2013-03,0.052,
2013-04,0.050,
2013-05,0.036,
2013-06,0.060,
2013-07,0.045,
2013-08,0.047,
2013-09,0.052,
2013-10,0.096,
2013-11,0.048,
2013-12,0.055,
2014-01,0.051,
2014-02,0.043,
2014-03,0.047,
2014-04,0.050,
2014-05,0.057,
2014-06,0.183,
2014-07,0.083,
2014-08,0.056,
2014-09,0.055,
2014-10,0.058,
