"",BBK01.OUA194,BBK01.OUA194_FLAGS
"",Time deposits of domestic non-banks (non-MFIs) / for more than one year up to and including two years / All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:28:34,
1999-01,3.781,
1999-02,3.704,
1999-03,3.910,
1999-04,4.069,
1999-05,3.766,
1999-06,4.013,
1999-07,4.060,
1999-08,4.170,
1999-09,4.069,
1999-10,4.127,
1999-11,4.310,
1999-12,4.464,
2000-01,4.986,
2000-02,5.263,
2000-03,5.426,
2000-04,5.962,
2000-05,6.011,
2000-06,5.824,
2000-07,6.128,
2000-08,6.275,
2000-09,6.381,
2000-10,7.022,
2000-11,8.524,
2000-12,9.008,
2001-01,10.246,
2001-02,10.321,
2001-03,10.329,
2001-04,10.512,
2001-05,10.535,
2001-06,10.343,
2001-07,10.304,
2001-08,10.014,
2001-09,10.155,
2001-10,10.225,
2001-11,10.295,
2001-12,10.304,
2002-01,10.182,
2002-02,8.648,
2002-03,8.488,
2002-04,8.315,
2002-05,8.335,
2002-06,8.376,
2002-07,8.461,
2002-08,8.496,
2002-09,8.417,
2002-10,8.513,
2002-11,8.671,
2002-12,8.754,
2003-01,8.649,
2003-02,8.265,
2003-03,8.546,
2003-04,8.182,
2003-05,8.087,
2003-06,8.032,
2003-07,7.980,
2003-08,8.002,
2003-09,7.949,
2003-10,8.004,
2003-11,8.317,
2003-12,8.278,
2004-01,8.313,
2004-02,8.284,
2004-03,8.611,
2004-04,8.474,
2004-05,8.410,
2004-06,8.243,
2004-07,8.179,
2004-08,7.987,
2004-09,7.995,
2004-10,8.132,
2004-11,8.144,
2004-12,8.028,
2005-01,8.085,
2005-02,8.118,
2005-03,7.463,
2005-04,7.537,
2005-05,7.503,
2005-06,7.622,
2005-07,7.656,
2005-08,7.617,
2005-09,7.673,
2005-10,7.857,
2005-11,8.002,
2005-12,8.205,
2006-01,8.393,
2006-02,8.582,
2006-03,8.591,
2006-04,8.655,
2006-05,8.867,
2006-06,9.033,
2006-07,9.129,
2006-08,10.099,
2006-09,10.662,
2006-10,11.086,
2006-11,11.206,
2006-12,11.716,
2007-01,12.382,
2007-02,12.690,
2007-03,13.249,
2007-04,13.484,
2007-05,13.865,
2007-06,15.313,
2007-07,15.951,
2007-08,16.446,
2007-09,17.043,
2007-10,17.705,
2007-11,19.840,
2007-12,22.757,
2008-01,24.030,
2008-02,24.997,
2008-03,26.073,
2008-04,26.538,
2008-05,26.969,
2008-06,28.403,
2008-07,29.578,
2008-08,30.796,
2008-09,32.226,
2008-10,32.817,
2008-11,33.506,
2008-12,32.596,
2009-01,32.709,
2009-02,32.723,
2009-03,32.431,
2009-04,32.946,
2009-05,33.689,
2009-06,33.416,
2009-07,33.723,
2009-08,33.149,
2009-09,32.357,
2009-10,32.330,
2009-11,31.670,
2009-12,32.088,
2010-01,30.284,
2010-02,29.887,
2010-03,29.057,
2010-04,28.565,
2010-05,27.332,
2010-06,25.800,
2010-07,24.749,
2010-08,24.327,
2010-09,24.164,
2010-10,24.637,
2010-11,24.657,
2010-12,25.112,
2011-01,25.016,
2011-02,24.923,
2011-03,25.381,
2011-04,25.987,
2011-05,26.670,
2011-06,25.979,
2011-07,27.226,
2011-08,28.383,
2011-09,29.221,
2011-10,30.204,
2011-11,30.988,
2011-12,31.495,
2012-01,31.366,
2012-02,32.505,
2012-03,33.114,
2012-04,32.899,
2012-05,33.204,
2012-06,33.685,
2012-07,33.501,
2012-08,33.408,
2012-09,33.026,
2012-10,32.476,
2012-11,32.337,
2012-12,32.008,
2013-01,32.480,
2013-02,32.185,
2013-03,32.156,
2013-04,32.289,
2013-05,32.858,
2013-06,32.165,
2013-07,31.163,
2013-08,29.192,
2013-09,29.030,
2013-10,29.363,
2013-11,29.649,
2013-12,29.687,
2014-01,28.998,
2014-02,29.102,
2014-03,28.791,
2014-04,28.390,
2014-05,28.410,
2014-06,28.385,
2014-07,27.997,
2014-08,28.180,
2014-09,28.167,
2014-10,28.101,
2014-11,29.197,
2014-12,29.377,Provisional value
