"",BBK01.OELB17H,BBK01.OELB17H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:26:25,
2002-01,35.195,
2002-04,35.393,
2002-07,35.687,
2002-10,35.826,
2003-01,35.660,
2003-04,35.993,
2003-07,36.485,
2003-10,36.950,
2004-01,36.854,
2004-04,37.243,
2004-07,37.715,
2004-10,39.711,
2005-01,39.767,
2005-04,40.433,
2005-07,41.363,
2005-10,42.111,
2006-01,42.424,
2006-04,43.201,
2006-07,43.818,
2006-10,43.877,
2007-01,43.809,
2007-04,44.111,
2007-07,44.562,
2007-10,44.610,
2008-01,44.232,
2008-04,44.402,
2008-07,44.651,
2008-10,44.609,
2009-01,44.524,
2009-04,45.135,
2009-07,45.929,
2009-10,46.409,
2010-01,46.508,
2010-04,47.300,
2010-07,48.051,
2010-10,48.539,
2011-01,48.790,
2011-04,49.614,
2011-07,50.515,
2011-10,51.183,
2012-01,51.500,
2012-04,50.968,
2012-07,51.855,
2012-10,52.511,
2013-01,52.720,
2013-04,53.609,
2013-07,54.695,
2013-10,55.287,
2014-01,55.430,
2014-04,56.284,
2014-07,57.379,
