"",BBK01.OEAH05I,BBK01.OEAH05I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:24:21,
2002-01,31.475,
2002-04,31.544,
2002-07,31.512,
2002-10,30.993,
2003-01,30.840,
2003-04,30.446,
2003-07,30.054,
2003-10,31.820,
2004-01,32.510,
2004-04,32.348,
2004-07,32.972,
2004-10,33.254,
2005-01,34.989,
2005-04,33.344,
2005-07,33.966,
2005-10,34.325,
2006-01,35.503,
2006-04,37.082,
2006-07,37.860,
2006-10,37.914,
2007-01,38.351,
2007-04,39.428,
2007-07,40.103,
2007-10,39.896,
2008-01,39.770,
2008-04,40.441,
2008-07,41.035,
2008-10,41.051,
2009-01,41.541,
2009-04,40.314,
2009-07,40.377,
2009-10,39.985,
2010-01,39.362,
2010-04,39.137,
2010-07,39.534,
2010-10,42.510,
2011-01,43.521,
2011-04,44.688,
2011-07,44.772,
2011-10,45.343,
2012-01,45.331,
2012-04,45.500,
2012-07,45.450,
2012-10,45.044,
2013-01,44.751,
2013-04,44.624,
2013-07,43.502,
2013-10,43.094,
2014-01,44.101,
2014-04,43.757,
2014-07,43.262,
