"",BBK01.OEAH32L,BBK01.OEAH32L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:15,
2002-01,20.353,
2002-04,23.689,
2002-07,26.125,
2002-10,25.060,
2003-01,24.799,
2003-04,26.804,
2003-07,31.840,
2003-10,29.838,
2004-01,25.316,
2004-04,25.468,
2004-07,25.898,
2004-10,28.758,
2005-01,28.040,
2005-04,34.170,
2005-07,34.428,
2005-10,30.297,
2006-01,36.702,
2006-04,35.600,
2006-07,37.660,
2006-10,32.297,
2007-01,31.577,
2007-04,33.916,
2007-07,36.879,
2007-10,45.858,
2008-01,46.244,
2008-04,47.021,
2008-07,42.848,
2008-10,48.606,
2009-01,46.871,
2009-04,39.245,
2009-07,40.924,
2009-10,36.937,
2010-01,36.405,
2010-04,37.286,
2010-07,35.520,
2010-10,37.441,
2011-01,30.657,
2011-04,52.331,
2011-07,47.005,
2011-10,45.127,
2012-01,36.305,
2012-04,35.994,
2012-07,30.746,
2012-10,33.437,
2013-01,38.632,
2013-04,51.669,
2013-07,19.828,
2013-10,20.414,
2014-01,23.112,
2014-04,21.300,
2014-07,23.499,
