"",BBK01.QUK899,BBK01.QUK899_FLAGS
"",Consolidated German banks: Loans and advances to foreign general government / Austria / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:31:04,
2002-03,7.482,
2002-04,7.672,
2002-05,7.193,
2002-06,6.557,
2002-07,6.149,
2002-08,6.181,
2002-09,6.302,
2002-10,6.236,
2002-11,6.125,
2002-12,5.738,
2003-01,5.714,
2003-02,5.629,
2003-03,5.617,
2003-04,5.877,
2003-05,5.432,
2003-06,5.236,
2003-07,5.359,
2003-08,5.362,
2003-09,5.423,
2003-10,5.846,
2003-11,5.372,
2003-12,5.869,
2004-01,5.476,
2004-02,5.375,
2004-03,5.645,
2004-04,5.556,
2004-05,6.187,
2004-06,5.231,
2004-07,5.577,
2004-08,5.384,
2004-09,5.616,
2004-10,5.408,
2004-11,5.307,
2004-12,6.950,
2005-01,6.011,
2005-02,5.859,
2005-03,5.833,
2005-04,6.983,
2005-05,7.193,
2005-06,7.527,
2005-07,7.407,
2005-08,7.357,
2005-09,7.810,
2005-10,7.242,
2005-11,7.278,
2005-12,2.741,
2006-01,2.732,
2006-02,2.951,
2006-03,2.851,
2006-04,3.112,
2006-05,3.042,
2006-06,3.044,
2006-07,2.995,
2006-08,2.886,
2006-09,3.574,
2006-10,3.604,
2006-11,3.596,
2006-12,3.563,
2007-01,4.049,
2007-02,4.101,
2007-03,4.206,
2007-04,4.204,
2007-05,4.218,
2007-06,4.164,
2007-07,4.151,
2007-08,4.124,
2007-09,4.116,
2007-10,4.019,
2007-11,3.990,
2007-12,5.892,
2008-01,8.537,
2008-02,8.395,
2008-03,8.139,
2008-04,8.128,
2008-05,8.119,
2008-06,8.115,
2008-07,8.102,
2008-08,8.111,
2008-09,8.509,
2008-10,8.536,
2008-11,8.601,
2008-12,8.606,
2009-01,8.566,
2009-02,8.559,
2009-03,8.534,
2009-04,8.524,
2009-05,8.568,
2009-06,8.559,
2009-07,8.546,
2009-08,8.547,
2009-09,8.515,
2009-10,8.515,
2009-11,8.518,
2009-12,6.446,
2010-01,6.465,
2010-02,6.440,
2010-03,6.434,
2010-04,6.423,
2010-05,6.419,
2010-06,6.442,
2010-07,6.445,
2010-08,6.452,
2010-09,6.441,
2010-10,6.526,
2010-11,6.539,
2010-12,6.475,
2011-01,6.399,
2011-02,6.385,
2011-03,6.371,
2011-04,6.403,
2011-05,6.412,
2011-06,6.413,
2011-07,6.420,
2011-08,6.403,
2011-09,6.416,
2011-10,6.242,
2011-11,6.798,
2011-12,6.550,
2012-01,6.410,
2012-02,6.479,
2012-03,6.314,
2012-04,6.334,
2012-05,6.285,
2012-06,6.461,
2012-07,6.224,
2012-08,6.902,
2012-09,6.471,
2012-10,7.013,
2012-11,7.204,
2012-12,6.206,
2013-01,6.221,
2013-02,6.252,
2013-03,6.267,
2013-04,6.767,
2013-05,6.808,
2013-06,6.237,
2013-07,6.228,
2013-08,7.043,
2013-09,6.576,
2013-10,7.428,
2013-11,7.216,
2013-12,6.638,
2014-01,6.407,
2014-02,6.897,
2014-03,6.721,
2014-04,7.138,
2014-05,7.169,
2014-06,6.450,
2014-07,6.598,
2014-08,6.769,
2014-09,6.728,
2014-10,7.090,
